"","type","category","contrast","id","name","formula","flag","log2FoldChange","padj","label","bar_start","bar_stop","bar_label","bar_y"
"221","all","type","digesta_v_tissue","RP_pos_298_2742a8_438",NA,NA,"good_msms",-2.57067367201675,0.0430944506713523,"RP_pos_298_2742a8_438
not annotated","digesta","tissue","-2.57 *",22.3635571934964
"222","all","type","digesta_v_tissue","RP_pos_298_31079a9_115",NA,NA,"good_msms",-4.9606550292147,0.00386783760667707,"RP_pos_298_31079a9_115
not annotated","digesta","tissue","-4.96 **",20.4416459478687
"223","all","type","digesta_v_tissue","RP_pos_299_0918a5_206",NA,NA,"good_msms",-1.06351495112218,0.0301266497293566,"RP_pos_299_0918a5_206
not annotated","digesta","tissue","-1.06 *",19.1216892035744
"224","all","type","digesta_v_tissue","RP_pos_299_16104a3_174",NA,NA,"good_msms",-1.11588244144492,0.0186353007969142,"RP_pos_299_16104a3_174
not annotated","digesta","tissue","-1.12 *",17.2407854088909
"225","all","type","digesta_v_tissue","RP_pos_300_2901a8_709",NA,NA,"good_msms",-4.02715119818976,0.0162487867743237,"RP_pos_300_2901a8_709
not annotated","digesta","tissue","-4.03 *",26.458692867624
"226","all","type","digesta_v_tissue","RP_pos_300_29022a8_606",NA,NA,"good_msms",-3.50273048991256,0.00926682035454543,"RP_pos_300_29022a8_606
not annotated","digesta","tissue","-3.5 **",23.4782598909513
"227","all","type","digesta_v_tissue","RP_pos_300_29041a10_275",NA,NA,"good_msms",-2.12129855147593,0.00241496010914142,"RP_pos_300_29041a10_275
not annotated","digesta","tissue","-2.12 **",24.4734682265829
"228","all","type","digesta_v_tissue","RP_pos_302_30585a8_86",NA,NA,"good_msms",-4.82420293809517,0.00242125015872834,"RP_pos_302_30585a8_86
not annotated","digesta","tissue","-4.82 **",24.3414387979929
"229","all","type","digesta_v_tissue","RP_pos_303_11847a1_429",NA,NA,"good_msms",-1.35195431286322,0.00473235511787335,"RP_pos_303_11847a1_429
not annotated","digesta","tissue","-1.35 **",15.5042573913159
"230","all","type","digesta_v_tissue","RP_pos_303_12503a4_877",NA,NA,"good_msms",2.66020122195511,0.000927408189163278,"RP_pos_303_12503a4_877
not annotated","digesta","tissue","2.66 ***",20.2082762671179
"231","all","type","digesta_v_tissue","RP_pos_303_12543a2_696",NA,NA,"good_msms",2.81352321846259,0.000697924774876961,"RP_pos_303_12543a2_696
not annotated","digesta","tissue","2.81 ***",18.2796516225275
"232","all","type","digesta_v_tissue","RP_pos_303_17014a7_949",NA,NA,"good_msms",-1.94246050554269,0.0116842427806077,"RP_pos_303_17014a7_949
not annotated","digesta","tissue","-1.94 *",19.2518163367356
"233","all","type","digesta_v_tissue","RP_pos_303_17047a6_568",NA,NA,"good_msms",-1.49109899347649,0.0320553077178613,"RP_pos_303_17047a6_568
not annotated","digesta","tissue","-1.49 *",19.7800330661821
"234","all","type","digesta_v_tissue","RP_pos_304_10284a2_728",NA,NA,"good_msms",2.74835445672184,0.00432107504930396,"RP_pos_304_10284a2_728
not annotated","digesta","tissue","2.75 **",18.3558149178725
"235","all","type","digesta_v_tissue","RP_pos_305_18616a6_809",NA,NA,"good_msms",-1.75440287635331,0.0174741597522711,"RP_pos_305_18616a6_809
not annotated","digesta","tissue","-1.75 *",22.7243107188633
"236","all","type","digesta_v_tissue","RP_pos_305_24789a10_516","Arachidonic Acid (peroxide free) put","C20H32O2","good_msms",1.51719746443341,0.0271717443532482,"RP_pos_305_24789a10_516
Arachidonic Acid (peroxide free) put","digesta","tissue","1.52 *",23.6160722780347
"237","all","type","digesta_v_tissue","RP_pos_306_13626a5_206",NA,NA,"good_msms",3.46669782827595,0.00236644726155801,"RP_pos_306_13626a5_206
not annotated","digesta","tissue","3.47 **",17.8111238116007
"238","all","type","digesta_v_tissue","RP_pos_306_19083a3_485",NA,NA,"good_msms",-1.32064731186051,0.00920881559291018,"RP_pos_306_19083a3_485
not annotated","digesta","tissue","-1.32 **",17.0238391899918
"239","all","type","digesta_v_tissue","RP_pos_307_12659a2_668",NA,NA,"good_msms",-1.41670594034301,0.00175897278416594,"RP_pos_307_12659a2_668
not annotated","digesta","tissue","-1.42 **",15.5791471346017
"240","all","type","digesta_v_tissue","RP_pos_308_69638a2_605",NA,NA,"good_msms",6.55005984128617,4.17307944246925e-05,"RP_pos_308_69638a2_605
not annotated","digesta","tissue","6.55 ***",17.3765631844813
"241","all","type","digesta_v_tissue","RP_pos_309_24146a10_013",NA,NA,"good_msms",-3.14560490770598,0.000112386822702889,"RP_pos_309_24146a10_013
not annotated","digesta","tissue","-3.15 ***",22.1701507412244
"242","all","type","digesta_v_tissue","RP_pos_310_13193a3_851",NA,NA,"good_msms",-1.28480809013392,0.022656799920026,"RP_pos_310_13193a3_851
not annotated","digesta","tissue","-1.28 *",15.4114322129515
"243","all","type","digesta_v_tissue","RP_pos_310_14792a3_242",NA,NA,"good_msms",-1.19950473468394,0.00633099603183227,"RP_pos_310_14792a3_242
not annotated","digesta","tissue","-1.2 **",20.7205506437006
"244","all","type","digesta_v_tissue","RP_pos_310_17624a1_979",NA,NA,"good_msms",-1.55325191854666,0.000967714473557538,"RP_pos_310_17624a1_979
not annotated","digesta","tissue","-1.55 ***",15.5911054297814
"245","all","type","digesta_v_tissue","RP_pos_311_12396a2_031",NA,NA,"good_msms",2.45830755282523,0.000638196646074524,"RP_pos_311_12396a2_031
not annotated","digesta","tissue","2.46 ***",18.4672355987962
"246","all","type","digesta_v_tissue","RP_pos_311_25827a9_473",NA,NA,"good_msms",-2.33384933753121,0.00335674641588199,"RP_pos_311_25827a9_473
not annotated","digesta","tissue","-2.33 **",21.2191399380586
"247","all","type","digesta_v_tissue","RP_pos_311_25848a10_14",NA,NA,"good_msms",-1.59714668211217,0.00513883402680334,"RP_pos_311_25848a10_14
not annotated","digesta","tissue","-1.6 **",22.079357974494
"248","all","type","digesta_v_tissue","RP_pos_313_10709a5_114",NA,NA,"good_msms",-1.37143043644979,0.00230296658655333,"RP_pos_313_10709a5_114
not annotated","digesta","tissue","-1.37 **",18.4628308342786
"249","all","type","digesta_v_tissue","RP_pos_313_11887a3_982",NA,NA,"good_msms",-1.07170053336646,0.00658435655533877,"RP_pos_313_11887a3_982
not annotated","digesta","tissue","-1.07 **",18.2880442451527
"250","all","type","digesta_v_tissue","RP_pos_313_27362a11_851",NA,NA,"good_msms",-1.54966789658348,0.0162024508497339,"RP_pos_313_27362a11_851
not annotated","digesta","tissue","-1.55 *",18.9352127189029
"251","all","type","digesta_v_tissue","RP_pos_313_27371a9_277",NA,NA,"good_msms",-2.80466481925894,0.0359335382784418,"RP_pos_313_27371a9_277
not annotated","digesta","tissue","-2.8 *",21.0839046693506
"252","all","type","digesta_v_tissue","RP_pos_313_27374a13_235",NA,NA,"good_msms",-5.73997794004221,7.71517001513604e-05,"RP_pos_313_27374a13_235
not annotated","digesta","tissue","-5.74 ***",20.7903278306201
"253","all","type","digesta_v_tissue","RP_pos_313_27435a10_349",NA,NA,"good_msms",-3.10878031918536,0.00915003153001468,"RP_pos_313_27435a10_349
not annotated","digesta","tissue","-3.11 **",25.9449762585817
"254","all","type","digesta_v_tissue","RP_pos_314_19638a4_762",NA,NA,"good_msms",-1.23839948787947,0.00458011355140379,"RP_pos_314_19638a4_762
not annotated","digesta","tissue","-1.24 **",13.9012651830824
"255","all","type","digesta_v_tissue","RP_pos_314_30554a11_289",NA,NA,"good_msms",-4.09038493919782,1.03703673748184e-07,"RP_pos_314_30554a11_289
not annotated","digesta","tissue","-4.09 ***",20.2896762832264
"256","all","type","digesta_v_tissue","RP_pos_315_11877a2_099",NA,NA,"good_msms",-1.76368582075578,0.0323202384442883,"RP_pos_315_11877a2_099
not annotated","digesta","tissue","-1.76 *",15.1066407520483
"257","all","type","digesta_v_tissue","RP_pos_315_12286a5_378",NA,NA,"good_msms",-1.43654215946863,0.0216579400927822,"RP_pos_315_12286a5_378
not annotated","digesta","tissue","-1.44 *",20.944711653135
"258","all","type","digesta_v_tissue","RP_pos_315_14874a4_868",NA,NA,"good_msms",-1.13933282996363,0.00771437450226643,"RP_pos_315_14874a4_868
not annotated","digesta","tissue","-1.14 **",18.7061064875124
"259","all","type","digesta_v_tissue","RP_pos_315_1546a3_192",NA,NA,"good_msms",-1.45593924284723,0.0016797090036292,"RP_pos_315_1546a3_192
not annotated","digesta","tissue","-1.46 **",13.6955375696556
"260","all","type","digesta_v_tissue","RP_pos_315_19156a5_205",NA,NA,"good_msms",-1.36554794008145,0.00582362297509418,"RP_pos_315_19156a5_205
not annotated","digesta","tissue","-1.37 **",15.0592513402148
"261","all","type","digesta_v_tissue","RP_pos_316_24823a6_98","Decanoyl-L-carnitine","C17H33NO4","good_msms",6.18168458116284,1.22151605864398e-06,"RP_pos_316_24823a6_98
Decanoyl-L-carnitine","digesta","tissue","6.18 ***",17.639112872894
"262","all","type","digesta_v_tissue","RP_pos_316_32114a9_014",NA,NA,"good_msms",-4.48292690476061,0.00307603472235736,"RP_pos_316_32114a9_014
not annotated","digesta","tissue","-4.48 **",22.7391718633562
"263","all","type","digesta_v_tissue","RP_pos_317_30566a10_695",NA,NA,"good_msms",-2.87078332554442,0.0207421019141168,"RP_pos_317_30566a10_695
not annotated","digesta","tissue","-2.87 *",22.0790986548627
"264","all","type","digesta_v_tissue","RP_pos_318_19092a2_603",NA,NA,"good_msms",-1.72533972470754,0.0280982277334772,"RP_pos_318_19092a2_603
not annotated","digesta","tissue","-1.73 *",14.2719572457445
"265","all","type","digesta_v_tissue","RP_pos_318_3009a8_649","Phytosphingosine","C18H39NO3","good_msms",-3.09226948333061,0.0041726081901273,"RP_pos_318_3009a8_649
Phytosphingosine","digesta","tissue","-3.09 **",21.9092387256499
"266","all","type","digesta_v_tissue","RP_pos_319_12866a5_328",NA,NA,"good_msms",-1.35926285350788,0.00737074161858169,"RP_pos_319_12866a5_328
not annotated","digesta","tissue","-1.36 **",15.8839286190278
"267","all","type","digesta_v_tissue","RP_pos_319_16501a5_905",NA,NA,"good_msms",-2.17377736548946,0.00301399333325105,"RP_pos_319_16501a5_905
not annotated","digesta","tissue","-2.17 **",20.3171081324342
"268","all","type","digesta_v_tissue","RP_pos_319_16541a6_082",NA,NA,"good_msms",-2.12521171199399,0.0265746561417048,"RP_pos_319_16541a6_082
not annotated","digesta","tissue","-2.13 *",20.4042696119222
"269","all","type","digesta_v_tissue","RP_pos_321_18063a6_795",NA,NA,"good_msms",-4.62159895304563,1.13888011659074e-05,"RP_pos_321_18063a6_795
not annotated","digesta","tissue","-4.62 ***",18.3698771853609
"270","all","type","digesta_v_tissue","RP_pos_321_18124a6_222",NA,NA,"good_msms",-2.53294436910335,0.000306350624864615,"RP_pos_321_18124a6_222
not annotated","digesta","tissue","-2.53 ***",21.7404293835257
"271","all","type","digesta_v_tissue","RP_pos_322_07715a1_161",NA,NA,"good_msms",7.31001376672006,3.72725534637031e-09,"RP_pos_322_07715a1_161
not annotated","digesta","tissue","7.31 ***",20.3854216651066
"272","all","type","digesta_v_tissue","RP_pos_323_16016a3_434",NA,NA,"good_msms",-1.35762209443641,0.0143352017582526,"RP_pos_323_16016a3_434
not annotated","digesta","tissue","-1.36 *",14.8630572318396
"273","all","type","digesta_v_tissue","RP_pos_323_29477a11_414",NA,NA,"good_msms",-5.77903996280197,0.0153151703595643,"RP_pos_323_29477a11_414
not annotated","digesta","tissue","-5.78 *",20.9298063420888
"274","all","type","digesta_v_tissue","RP_pos_324_11169a2_247",NA,NA,"good_msms",-1.99682208133875,0.0216285514683878,"RP_pos_324_11169a2_247
not annotated","digesta","tissue","-2 *",14.6050924590922
"275","all","type","digesta_v_tissue","RP_pos_324_15567a3_775",NA,NA,"good_msms",-1.53522467515209,0.00752711146989583,"RP_pos_324_15567a3_775
not annotated","digesta","tissue","-1.54 **",15.0015677152944
"276","all","type","digesta_v_tissue","RP_pos_324_29028a10_129",NA,NA,"good_msms",-1.82089679111686,0.0116383618571065,"RP_pos_324_29028a10_129
not annotated","digesta","tissue","-1.82 *",25.546782774366
"277","all","type","digesta_v_tissue","RP_pos_325_10693a5_39",NA,NA,"good_msms",-1.38257832862937,0.0236442234809148,"RP_pos_325_10693a5_39
not annotated","digesta","tissue","-1.38 *",19.5095922563095
"278","all","type","digesta_v_tissue","RP_pos_325_17584a4_748",NA,NA,"good_msms",-1.61375100005624,0.000862533156394671,"RP_pos_325_17584a4_748
not annotated","digesta","tissue","-1.61 ***",19.2990223828609
"279","all","type","digesta_v_tissue","RP_pos_325_31033a10_762",NA,NA,"good_msms",-3.14435697047937,0.0285945752453162,"RP_pos_325_31033a10_762
not annotated","digesta","tissue","-3.14 *",22.8583996336212
"280","all","type","digesta_v_tissue","RP_pos_326_17194a3_453",NA,NA,"good_msms",-1.18685138045384,0.0155771454503549,"RP_pos_326_17194a3_453
not annotated","digesta","tissue","-1.19 *",18.1333883962582
"281","all","type","digesta_v_tissue","RP_pos_326_20761a3_874",NA,NA,"good_msms",-1.45768827754419,0.00659203027312066,"RP_pos_326_20761a3_874
not annotated","digesta","tissue","-1.46 **",13.2920591616473
"282","all","type","digesta_v_tissue","RP_pos_326_30609a10_388",NA,NA,"good_msms",-1.94192254151363,0.00530597342277745,"RP_pos_326_30609a10_388
not annotated","digesta","tissue","-1.94 **",24.871247838651
"283","all","type","digesta_v_tissue","RP_pos_327_25284a9_245",NA,NA,"good_msms",-2.3233753550564,0.00211707181852809,"RP_pos_327_25284a9_245
not annotated","digesta","tissue","-2.32 **",20.1048260527748
"284","all","type","digesta_v_tissue","RP_pos_328_19086a4_868",NA,NA,"good_msms",-1.06755779185485,0.0106470747925712,"RP_pos_328_19086a4_868
not annotated","digesta","tissue","-1.07 *",18.9974437661688
"285","all","type","digesta_v_tissue","RP_pos_328_28516a8_762",NA,NA,"good_msms",-2.75793726419689,0.000247672114747071,"RP_pos_328_28516a8_762
not annotated","digesta","tissue","-2.76 ***",19.801498429937
"286","all","type","digesta_v_tissue","RP_pos_328_32104a10_653",NA,NA,"good_msms",-2.85130975467004,1.70044936995104e-06,"RP_pos_328_32104a10_653
not annotated","digesta","tissue","-2.85 ***",23.2357029194496
"287","all","type","digesta_v_tissue","RP_pos_328_32132a8_99",NA,NA,"good_msms",-3.69910354775026,0.000181654665680093,"RP_pos_328_32132a8_99
not annotated","digesta","tissue","-3.7 ***",19.9836790971717
"288","all","type","digesta_v_tissue","RP_pos_329_26889a9_455",NA,NA,"good_msms",-2.2944762683285,0.0032822530794371,"RP_pos_329_26889a9_455
not annotated","digesta","tissue","-2.29 **",20.6012138993647
"289","all","type","digesta_v_tissue","RP_pos_330_22763a5_306",NA,NA,"good_msms",1.3839358870615,0.000170580902617269,"RP_pos_330_22763a5_306
not annotated","digesta","tissue","1.38 ***",13.3961343754631
"290","all","type","digesta_v_tissue","RP_pos_330_26385a7_305",NA,NA,"good_msms",3.67070500457345,0.000534378403859518,"RP_pos_330_26385a7_305
not annotated","digesta","tissue","3.67 ***",16.6249756531163
"291","all","type","digesta_v_tissue","RP_pos_330_30032a9_008",NA,NA,"good_msms",-2.34711128517673,0.00235753288132441,"RP_pos_330_30032a9_008
not annotated","digesta","tissue","-2.35 **",20.8670011849858
"292","all","type","digesta_v_tissue","RP_pos_331_16531a3_236",NA,NA,"good_msms",-2.67600042812515,0.0373838622244118,"RP_pos_331_16531a3_236
not annotated","digesta","tissue","-2.68 *",19.544244795262
"293","all","type","digesta_v_tissue","RP_pos_331_2048a6_749",NA,NA,"good_msms",3.13698012240152,0.00042497089921664,"RP_pos_331_2048a6_749
not annotated","digesta","tissue","3.14 ***",17.8179620895389
"294","all","type","digesta_v_tissue","RP_pos_331_26282a10_838",NA,NA,"good_msms",-1.12149682545072,0.0382203887724898,"RP_pos_331_26282a10_838
not annotated","digesta","tissue","-1.12 *",18.3955293839487
"295","all","type","digesta_v_tissue","RP_pos_332_17181a5_022",NA,NA,"good_msms",-1.14619236542961,0.0106839473268223,"RP_pos_332_17181a5_022
not annotated","digesta","tissue","-1.15 *",14.7893103229126
"296","all","type","digesta_v_tissue","RP_pos_332_58957a2_417",NA,NA,"good_msms",8.0726171808087,2.22419938079251e-05,"RP_pos_332_58957a2_417
not annotated","digesta","tissue","8.07 ***",19.49478993719
"297","all","type","digesta_v_tissue","RP_pos_333_14459a5_894",NA,NA,"good_msms",-4.05752728934937,0.00165282710628123,"RP_pos_333_14459a5_894
not annotated","digesta","tissue","-4.06 **",18.6515091655442
"298","all","type","digesta_v_tissue","RP_pos_334_23734a5_672",NA,NA,"good_msms",-1.38514708237531,0.00203088723938176,"RP_pos_334_23734a5_672
not annotated","digesta","tissue","-1.39 **",14.1554921055785
"299","all","type","digesta_v_tissue","RP_pos_334_23737a6_054",NA,NA,"good_msms",-1.50205784379332,0.0106839473268223,"RP_pos_334_23737a6_054
not annotated","digesta","tissue","-1.5 *",13.6774864767337
"300","all","type","digesta_v_tissue","RP_pos_334_33173a10_686",NA,NA,"good_msms",-1.90520554193774,0.0166854886876342,"RP_pos_334_33173a10_686
not annotated","digesta","tissue","-1.91 *",19.7348728119366
"301","all","type","digesta_v_tissue","RP_pos_335_18564a5_424",NA,NA,"good_msms",-1.23529451999153,0.00167027968985312,"RP_pos_335_18564a5_424
not annotated","digesta","tissue","-1.24 **",17.2994868588697
"302","all","type","digesta_v_tissue","RP_pos_335_19641a7_017",NA,NA,"good_msms",-4.33072261162547,0.0126669951576357,"RP_pos_335_19641a7_017
not annotated","digesta","tissue","-4.33 *",21.5019252134523
"303","all","type","digesta_v_tissue","RP_pos_335_19681a6_515",NA,NA,"good_msms",-4.13573927323737,0.0112316465011148,"RP_pos_335_19681a6_515
not annotated","digesta","tissue","-4.14 *",21.8905405684137
"304","all","type","digesta_v_tissue","RP_pos_335_25623a10_353",NA,NA,"good_msms",-3.20629091896083,0.0100352441005315,"RP_pos_335_25623a10_353
not annotated","digesta","tissue","-3.21 *",24.191747952853
"305","all","type","digesta_v_tissue","RP_pos_336_18375a2_753",NA,NA,"good_msms",-1.17440559651756,0.0206764364502991,"RP_pos_336_18375a2_753
not annotated","digesta","tissue","-1.17 *",14.3419420552507
"306","all","type","digesta_v_tissue","RP_pos_336_25327a5_241",NA,NA,"good_msms",-1.13679147613957,0.0111093651952753,"RP_pos_336_25327a5_241
not annotated","digesta","tissue","-1.14 *",17.0042321318966
"307","all","type","digesta_v_tissue","RP_pos_336_28989a10_959",NA,NA,"good_msms",-2.55984364632266,0.0403093665677341,"RP_pos_336_28989a10_959
not annotated","digesta","tissue","-2.56 *",21.8443987959056
"308","all","type","digesta_v_tissue","RP_pos_337_17551a5_364",NA,NA,"good_msms",-2.77399687029212,0.00335010423803511,"RP_pos_337_17551a5_364
not annotated","digesta","tissue","-2.77 **",18.860210495382
"309","all","type","digesta_v_tissue","RP_pos_337_21188a6_973",NA,NA,"good_msms",-3.26560202341106,0.00658439483043039,"RP_pos_337_21188a6_973
not annotated","digesta","tissue","-3.27 **",21.6878220213829
"310","all","type","digesta_v_tissue","RP_pos_337_27261a10_3",NA,NA,"good_msms",-1.8698001224169,4.81348093115231e-05,"RP_pos_337_27261a10_3
not annotated","digesta","tissue","-1.87 ***",25.096145336761
"311","all","type","digesta_v_tissue","RP_pos_338_1272a3_167",NA,NA,"good_msms",-1.39450248051621,0.00853511820017501,"RP_pos_338_1272a3_167
not annotated","digesta","tissue","-1.39 **",14.4401094451784
"312","all","type","digesta_v_tissue","RP_pos_339_19138a5_73",NA,NA,"good_msms",-2.68327989763444,1.35630843108515e-05,"RP_pos_339_19138a5_73
not annotated","digesta","tissue","-2.68 ***",18.8021673214312
"313","all","type","digesta_v_tissue","RP_pos_339_1915a4_93",NA,NA,"good_msms",-1.7513474230838,0.00323055716974829,"RP_pos_339_1915a4_93
not annotated","digesta","tissue","-1.75 **",18.2046310322597
"314","all","type","digesta_v_tissue","RP_pos_339_28909a13_968",NA,NA,"good_msms",-6.03015597035685,1.92022660583245e-08,"RP_pos_339_28909a13_968
not annotated","digesta","tissue","-6.03 ***",20.2209967172891
"315","all","type","digesta_v_tissue","RP_pos_340_18683a4_674",NA,NA,"good_msms",-1.72581718286118,0.000576278463787968,"RP_pos_340_18683a4_674
not annotated","digesta","tissue","-1.73 ***",14.9677799983097
"316","all","type","digesta_v_tissue","RP_pos_340_25922a4_062",NA,NA,"good_msms",3.30294150218567,0.0157936683896988,"RP_pos_340_25922a4_062
not annotated","digesta","tissue","3.3 *",20.0809078618616
"317","all","type","digesta_v_tissue","RP_pos_341_24548a10_965",NA,NA,"good_msms",-2.42251454402274,0.00935607230305184,"RP_pos_341_24548a10_965
not annotated","digesta","tissue","-2.42 **",20.0102333794456
"318","all","type","digesta_v_tissue","RP_pos_343_11749a5_395",NA,NA,"good_msms",-1.35942550424334,0.0223372919430274,"RP_pos_343_11749a5_395
not annotated","digesta","tissue","-1.36 *",19.2326524287011
"319","all","type","digesta_v_tissue","RP_pos_343_14981a3_47",NA,NA,"good_msms",-1.74255781491418,0.00744175871178628,"RP_pos_343_14981a3_47
not annotated","digesta","tissue","-1.74 **",14.1943276405049
"320","all","type","digesta_v_tissue","RP_pos_343_14987a3_045",NA,NA,"good_msms",-1.25786645492367,0.040486943047755,"RP_pos_343_14987a3_045
not annotated","digesta","tissue","-1.26 *",14.7361778500935
"321","all","type","digesta_v_tissue","RP_pos_343_16843a6_276",NA,NA,"good_msms",-1.8284072856655,3.19979153410283e-05,"RP_pos_343_16843a6_276
not annotated","digesta","tissue","-1.83 ***",18.1665053596847
"322","all","type","digesta_v_tissue","RP_pos_343_21143a7_745",NA,NA,"good_msms",-1.38327772350338,0.00249017240080049,"RP_pos_343_21143a7_745
not annotated","digesta","tissue","-1.38 **",14.506992865504
"323","all","type","digesta_v_tissue","RP_pos_343_32114a10_764",NA,NA,"good_msms",-2.57398483679167,0.0305264461406208,"RP_pos_343_32114a10_764
not annotated","digesta","tissue","-2.57 *",23.2969584943241
"324","all","type","digesta_v_tissue","RP_pos_344_24353a7_765",NA,NA,"good_msms",-1.72035937887489,0.0186724817172564,"RP_pos_344_24353a7_765
not annotated","digesta","tissue","-1.72 *",14.2835642574317
"325","all","type","digesta_v_tissue","RP_pos_345_133a4_729",NA,NA,"good_msms",-2.80624654108265,0.0181987194467563,"RP_pos_345_133a4_729
not annotated","digesta","tissue","-2.81 *",17.8906286781636
"326","all","type","digesta_v_tissue","RP_pos_346_25882a6_318",NA,NA,"good_msms",-1.10022352580676,0.00440261664476491,"RP_pos_346_25882a6_318
not annotated","digesta","tissue","-1.1 **",16.977969167793
"327","all","type","digesta_v_tissue","RP_pos_348_06992a3_324",NA,NA,"good_msms",2.58015817567536,1.41378031731973e-06,"RP_pos_348_06992a3_324
not annotated","digesta","tissue","2.58 ***",19.3450774169275
"328","all","type","digesta_v_tissue","RP_pos_348_13068a1_579",NA,NA,"good_msms",-2.36380007038401,0.0132023324498655,"RP_pos_348_13068a1_579
not annotated","digesta","tissue","-2.36 *",17.222917871587
"329","all","type","digesta_v_tissue","RP_pos_348_14401a5_174",NA,NA,"good_msms",-1.30959965941514,0.00248925429126424,"RP_pos_348_14401a5_174
not annotated","digesta","tissue","-1.31 **",20.4693502513087
"330","all","type","digesta_v_tissue","RP_pos_350_30316a10_663",NA,NA,"good_msms",-2.455595426227,8.22495879105867e-07,"RP_pos_350_30316a10_663
not annotated","digesta","tissue","-2.46 ***",21.7434250069475
"331","all","type","digesta_v_tissue","RP_pos_351_25073a9_453",NA,NA,"good_msms",-2.07735559057742,0.0015732156839475,"RP_pos_351_25073a9_453
not annotated","digesta","tissue","-2.08 **",20.6343474363146
"332","all","type","digesta_v_tissue","RP_pos_351_2529a9_142",NA,NA,"good_msms",-2.44530446353299,0.000148732989898283,"RP_pos_351_2529a9_142
not annotated","digesta","tissue","-2.45 ***",20.4149121207778
"333","all","type","digesta_v_tissue","RP_pos_351_28711a10_516",NA,NA,"good_msms",-2.37262382226097,0.0116932033658207,"RP_pos_351_28711a10_516
not annotated","digesta","tissue","-2.37 *",19.1327556802877
"334","all","type","digesta_v_tissue","RP_pos_352_17838a10_404",NA,NA,"good_msms",1.56351986023337,0.000780841637479495,"RP_pos_352_17838a10_404
not annotated","digesta","tissue","1.56 ***",20.4761065196859
"335","all","type","digesta_v_tissue","RP_pos_353_10339a6_536",NA,NA,"good_msms",1.93195203868673,0.000172796322404318,"RP_pos_353_10339a6_536
not annotated","digesta","tissue","1.93 ***",18.5260859819613
"336","all","type","digesta_v_tissue","RP_pos_353_26846a9_169",NA,NA,"good_msms",-2.63918096800193,0.000501365590631248,"RP_pos_353_26846a9_169
not annotated","digesta","tissue","-2.64 ***",21.6956849768811
"337","all","type","digesta_v_tissue","RP_pos_353_26865a9_441",NA,NA,"good_msms",-2.9354804925254,4.83607081821404e-05,"RP_pos_353_26865a9_441
not annotated","digesta","tissue","-2.94 ***",21.8989052608847
"338","all","type","digesta_v_tissue","RP_pos_353_26947a10_052",NA,NA,"good_msms",-1.78219285336251,0.000572596863965617,"RP_pos_353_26947a10_052
not annotated","digesta","tissue","-1.78 ***",22.9025088746375
"339","all","type","digesta_v_tissue","RP_pos_354_11072a6_508",NA,NA,"good_msms",1.85210188183483,0.000170171258279563,"RP_pos_354_11072a6_508
not annotated","digesta","tissue","1.85 ***",19.3829242361456
"340","all","type","digesta_v_tissue","RP_pos_354_14474a3_675",NA,NA,"good_msms",-1.15637458262825,0.00188296204458659,"RP_pos_354_14474a3_675
not annotated","digesta","tissue","-1.16 **",17.7528390630872
"341","all","type","digesta_v_tissue","RP_pos_354_20227a5_744",NA,NA,"good_msms",-2.19847108637607,0.000946110800244195,"RP_pos_354_20227a5_744
not annotated","digesta","tissue","-2.2 ***",16.1068425030289
"342","all","type","digesta_v_tissue","RP_pos_354_20258a2_607",NA,NA,"good_msms",-1.24566261870982,0.00563264330286517,"RP_pos_354_20258a2_607
not annotated","digesta","tissue","-1.25 **",15.9330575890566
"343","all","type","digesta_v_tissue","RP_pos_354_37302a11_159",NA,NA,"good_msms",-3.46495193757531,0.000585674002416422,"RP_pos_354_37302a11_159
not annotated","digesta","tissue","-3.46 ***",21.9889417495643
"344","all","type","digesta_v_tissue","RP_pos_355_16544a6_082",NA,NA,"good_msms",-1.38300704883941,0.00204837013958941,"RP_pos_355_16544a6_082
not annotated","digesta","tissue","-1.38 **",14.4855220611014
"345","all","type","digesta_v_tissue","RP_pos_355_22241a5_298",NA,NA,"good_msms",-1.10528898214743,0.00737074161858169,"RP_pos_355_22241a5_298
not annotated","digesta","tissue","-1.11 **",17.9053413144976
"346","all","type","digesta_v_tissue","RP_pos_356_1611a4_526",NA,NA,"good_msms",-1.62361803063046,0.0195976366791382,"RP_pos_356_1611a4_526
not annotated","digesta","tissue","-1.62 *",13.7522424574397
"347","all","type","digesta_v_tissue","RP_pos_356_18243a4_42",NA,NA,"good_msms",-1.36536946176153,0.0054504215290474,"RP_pos_356_18243a4_42
not annotated","digesta","tissue","-1.37 **",13.8280924767344
"348","all","type","digesta_v_tissue","RP_pos_356_21802a5_192",NA,NA,"good_msms",-1.92448076321525,0.0037162314175398,"RP_pos_356_21802a5_192
not annotated","digesta","tissue","-1.92 **",14.7352748218743
"349","all","type","digesta_v_tissue","RP_pos_356_21829a3_042",NA,NA,"good_msms",-1.05927232608831,0.0106839473268223,"RP_pos_356_21829a3_042
not annotated","digesta","tissue","-1.06 *",14.6760499913045
"350","all","type","digesta_v_tissue","RP_pos_357_10883a6_537",NA,NA,"good_msms",1.91281504270778,0.000103762147482127,"RP_pos_357_10883a6_537
not annotated","digesta","tissue","1.91 ***",18.6001831978788
