"","type","category","contrast","id","name","formula","flag","log2FoldChange","padj","label","bar_start","bar_stop","bar_label","bar_y"
"1262","all","type","digesta_v_tissue","RP_neg_535_15363a1_44",NA,NA,"good_msms",7.13140831471575,4.69101047267237e-05,"RP_neg_535_15363a1_44
not annotated","digesta","tissue","7.13 ***",23.0263823297471
"1263","all","type","digesta_v_tissue","RP_neg_535_26514a14_787",NA,NA,"good_msms",-10.6949558275241,0.000212183530953211,"RP_neg_535_26514a14_787
not annotated","digesta","tissue","-10.69 ***",21.4914485686287
"1264","all","type","digesta_v_tissue","RP_neg_535_31049a10_186",NA,NA,"good_msms",-1.77716961249088,0.00631650769057745,"RP_neg_535_31049a10_186
not annotated","digesta","tissue","-1.78 **",23.631923219837
"1265","all","type","digesta_v_tissue","RP_neg_536_20807a10_274",NA,NA,"good_msms",2.06467370126179,0.0476624615841322,"RP_neg_536_20807a10_274
not annotated","digesta","tissue","2.06 *",18.9456160724822
"1266","all","type","digesta_v_tissue","RP_neg_537_31921a10_211",NA,NA,"good_msms",-4.44675549681189,0.00126569955498226,"RP_neg_537_31921a10_211
not annotated","digesta","tissue","-4.45 **",22.3752124406665
"1267","all","type","digesta_v_tissue","RP_neg_537_32025a10_411",NA,NA,"good_msms",-4.0398862358855,0.0179321738187854,"RP_neg_537_32025a10_411
not annotated","digesta","tissue","-4.04 *",21.0593737541823
"1268","all","type","digesta_v_tissue","RP_neg_538_44714a11_728",NA,NA,"good_msms",-5.05282497897243,0.00102150340641077,"RP_neg_538_44714a11_728
not annotated","digesta","tissue","-5.05 **",17.9675161581451
"1269","all","type","digesta_v_tissue","RP_neg_540_33093a9_979","LysoPC(0:0/16:0) put","C24H50NO7P","good_msms",2.18263205659278,0.00391819255638345,"RP_neg_540_33093a9_979
LysoPC(0:0/16:0) put","digesta","tissue","2.18 **",23.3154665050345
"1270","all","type","digesta_v_tissue","RP_neg_543_27844a9_745",NA,NA,"good_msms",-1.29382437706667,0.0265997671921599,"RP_neg_543_27844a9_745
not annotated","digesta","tissue","-1.29 *",18.4435290282209
"1271","all","type","digesta_v_tissue","RP_neg_544_26562a12_087",NA,NA,"good_msms",-7.26870071793019,0.00303584167555764,"RP_neg_544_26562a12_087
not annotated","digesta","tissue","-7.27 **",18.7633644705611
"1272","all","type","digesta_v_tissue","RP_neg_545_26276a11_601",NA,NA,"good_msms",-3.26809390590082,0.0432842513144902,"RP_neg_545_26276a11_601
not annotated","digesta","tissue","-3.27 *",19.3890413977718
"1273","all","type","digesta_v_tissue","RP_neg_546_19135a4_183",NA,NA,"good_msms",-1.697181091723,0.0283095388215933,"RP_neg_546_19135a4_183
not annotated","digesta","tissue","-1.7 *",13.3265596424276
"1274","all","type","digesta_v_tissue","RP_neg_546_28088a10_533",NA,NA,"good_msms",5.11181713659724,0.00472297045135909,"RP_neg_546_28088a10_533
not annotated","digesta","tissue","5.11 **",18.5418615393512
"1275","all","type","digesta_v_tissue","RP_neg_546_28119a10_844",NA,NA,"good_msms",2.70323672703615,0.000510514751228379,"RP_neg_546_28119a10_844
not annotated","digesta","tissue","2.7 ***",20.2468295478371
"1276","all","type","digesta_v_tissue","RP_neg_547_34967a10_414",NA,NA,"good_msms",-2.41052998534237,0.000170773157489973,"RP_neg_547_34967a10_414
not annotated","digesta","tissue","-2.41 ***",17.0883263778956
"1277","all","type","digesta_v_tissue","RP_neg_548_19135a4_803",NA,NA,"good_msms",1.44549840864806,0.00292512099490381,"RP_neg_548_19135a4_803
not annotated","digesta","tissue","1.45 **",13.4532073663421
"1278","all","type","digesta_v_tissue","RP_neg_549_2887a9_403",NA,NA,"good_msms",-1.26946688296674,0.0481924625925764,"RP_neg_549_2887a9_403
not annotated","digesta","tissue","-1.27 *",19.1023777319838
"1279","all","type","digesta_v_tissue","RP_neg_549_28943a8_049",NA,NA,"good_msms",-1.34305259762776,0.0108006729656536,"RP_neg_549_28943a8_049
not annotated","digesta","tissue","-1.34 *",18.7872259856241
"1280","all","type","digesta_v_tissue","RP_neg_549_31927a9_92",NA,NA,"good_msms",-4.16534405102193,0.0041749433673975,"RP_neg_549_31927a9_92
not annotated","digesta","tissue","-4.17 **",18.4493368787835
"1281","all","type","digesta_v_tissue","RP_neg_549_36462a10_652",NA,NA,"good_msms",-3.14770199915135,7.75671937875422e-07,"RP_neg_549_36462a10_652
not annotated","digesta","tissue","-3.15 ***",17.0604017463765
"1282","all","type","digesta_v_tissue","RP_neg_550_16534a1_434",NA,NA,"good_msms",7.12738568116113,0.00012448580953997,"RP_neg_550_16534a1_434
not annotated","digesta","tissue","7.13 ***",21.1832777696666
"1283","all","type","digesta_v_tissue","RP_neg_550_31464a10_948",NA,NA,"good_msms",4.3476094244075,0.0356031520209204,"RP_neg_550_31464a10_948
not annotated","digesta","tissue","4.35 *",21.2596363818329
"1284","all","type","digesta_v_tissue","RP_neg_550_35095a10_387",NA,NA,"good_msms",1.41728665270262,0.0364151491735097,"RP_neg_550_35095a10_387
not annotated","digesta","tissue","1.42 *",19.167145522732
"1285","all","type","digesta_v_tissue","RP_neg_551_18085a6_53",NA,NA,"good_msms",4.18179392595146,0.000252573502956841,"RP_neg_551_18085a6_53
not annotated","digesta","tissue","4.18 ***",20.4373395427438
"1286","all","type","digesta_v_tissue","RP_neg_551_25983a13_809",NA,NA,"good_msms",-8.76030357384755,1.66063885054977e-05,"RP_neg_551_25983a13_809
not annotated","digesta","tissue","-8.76 ***",21.1198351000355
"1287","all","type","digesta_v_tissue","RP_neg_551_26825a7_381",NA,NA,"good_msms",-1.30565157347405,0.00688090903936923,"RP_neg_551_26825a7_381
not annotated","digesta","tissue","-1.31 **",20.0719025883693
"1288","all","type","digesta_v_tissue","RP_neg_551_33527a11_033",NA,NA,"good_msms",-8.0991757582872,0.0439279423470545,"RP_neg_551_33527a11_033
not annotated","digesta","tissue","-8.1 *",22.4165394520782
"1289","all","type","digesta_v_tissue","RP_neg_551_35931a10_831",NA,NA,"good_msms",-5.72611340613471,0.0351373620595479,"RP_neg_551_35931a10_831
not annotated","digesta","tissue","-5.73 *",21.3304819938472
"1290","all","type","digesta_v_tissue","RP_neg_552_20355a10_096",NA,NA,"good_msms",-3.68825129579175,0.000340328665315705,"RP_neg_552_20355a10_096
not annotated","digesta","tissue","-3.69 ***",20.3465292449753
"1291","all","type","digesta_v_tissue","RP_neg_552_3299a10_011",NA,NA,"good_msms",3.53314657181871,0.0285945752453162,"RP_neg_552_3299a10_011
not annotated","digesta","tissue","3.53 *",20.6626926014519
"1292","all","type","digesta_v_tissue","RP_neg_552_36719a10_453","LysoPC(O-18:1/0:0) put","C26H54NO6P","good_msms",3.38971015376938,0.0035518488230578,"RP_neg_552_36719a10_453
LysoPC(O-18:1/0:0) put","digesta","tissue","3.39 **",22.1667452858955
"1293","all","type","digesta_v_tissue","RP_neg_552_46289a11_957",NA,NA,"good_msms",-5.2325414795083,0.00014194500580274,"RP_neg_552_46289a11_957
not annotated","digesta","tissue","-5.23 ***",18.6688130288122
"1294","all","type","digesta_v_tissue","RP_neg_553_31464a10_265",NA,NA,"good_msms",-3.96415403708397,0.0198729383510773,"RP_neg_553_31464a10_265
not annotated","digesta","tissue","-3.96 *",19.8772135751142
"1295","all","type","digesta_v_tissue","RP_neg_554_28333a12_477",NA,NA,"good_msms",-4.33507461362758,2.14592464343606e-07,"RP_neg_554_28333a12_477
not annotated","digesta","tissue","-4.34 ***",18.397116804106
"1296","all","type","digesta_v_tissue","RP_neg_555_27234a12_464",NA,NA,"good_msms",-6.67606406570992,0.000346415435339794,"RP_neg_555_27234a12_464
not annotated","digesta","tissue","-6.68 ***",20.4509530410232
"1297","all","type","digesta_v_tissue","RP_neg_555_27295a12_092",NA,NA,"good_msms",5.90201715343509,6.33463902244678e-09,"RP_neg_555_27295a12_092
not annotated","digesta","tissue","5.9 ***",19.8722641090953
"1298","all","type","digesta_v_tissue","RP_neg_557_1347a1_435",NA,NA,"good_msms",5.03448575123742,9.82605074747367e-07,"RP_neg_557_1347a1_435
not annotated","digesta","tissue","5.03 ***",18.0713247503637
"1299","all","type","digesta_v_tissue","RP_neg_557_2879a12_899",NA,NA,"good_msms",7.16305778215485,5.77492913918385e-08,"RP_neg_557_2879a12_899
not annotated","digesta","tissue","7.16 ***",19.0054313638196
"1300","all","type","digesta_v_tissue","RP_neg_557_28864a13_465",NA,NA,"good_msms",3.29336791901067,4.71503181551366e-07,"RP_neg_557_28864a13_465
not annotated","digesta","tissue","3.29 ***",17.3714361558752
"1301","all","type","digesta_v_tissue","RP_neg_557_29382a9_921",NA,NA,"good_msms",-1.32734795604308,0.0419965232645351,"RP_neg_557_29382a9_921
not annotated","digesta","tissue","-1.33 *",18.7242425145008
"1302","all","type","digesta_v_tissue","RP_neg_559_2785a11_832",NA,NA,"good_msms",-3.57383340153885,0.0276760880203049,"RP_neg_559_2785a11_832
not annotated","digesta","tissue","-3.57 *",20.2184311491523
"1303","all","type","digesta_v_tissue","RP_neg_559_30334a14_329",NA,NA,"good_msms",7.35469644884695,1.41631433287206e-05,"RP_neg_559_30334a14_329
not annotated","digesta","tissue","7.35 ***",19.2165241157027
"1304","all","type","digesta_v_tissue","RP_neg_559_40033a9_982",NA,NA,"good_msms",-2.38648714650117,0.000896538583714783,"RP_neg_559_40033a9_982
not annotated","digesta","tissue","-2.39 ***",17.0871029526266
"1305","all","type","digesta_v_tissue","RP_neg_559_40063a10_139",NA,NA,"good_msms",-3.39503503156313,0.00102816942190096,"RP_neg_559_40063a10_139
not annotated","digesta","tissue","-3.4 **",19.8415339414521
"1306","all","type","digesta_v_tissue","RP_neg_561_27417a11_833",NA,NA,"good_msms",-3.32840244161757,0.0234839994470442,"RP_neg_561_27417a11_833
not annotated","digesta","tissue","-3.33 *",18.8063224081642
"1307","all","type","digesta_v_tissue","RP_neg_561_32764a10_007",NA,NA,"good_msms",-3.03032483387747,6.02237723084693e-06,"RP_neg_561_32764a10_007
not annotated","digesta","tissue","-3.03 ***",19.6780736540151
"1308","all","type","digesta_v_tissue","RP_neg_561_36414a10_596",NA,NA,"good_msms",-2.32618027596481,0.00760388875890821,"RP_neg_561_36414a10_596
not annotated","digesta","tissue","-2.33 **",14.8623098443762
"1309","all","type","digesta_v_tissue","RP_neg_562_2243a10_365",NA,NA,"good_msms",2.30425533156035,0.0291013840131057,"RP_neg_562_2243a10_365
not annotated","digesta","tissue","2.3 *",20.4584259259129
"1310","all","type","digesta_v_tissue","RP_neg_562_5199a11_521",NA,NA,"good_msms",-2.16227775322568,3.47522288007273e-05,"RP_neg_562_5199a11_521
not annotated","digesta","tissue","-2.16 ***",17.0393520332607
"1311","all","type","digesta_v_tissue","RP_neg_563_28986a9_306",NA,NA,"good_msms",-1.45135837952828,0.0399371939081669,"RP_neg_563_28986a9_306
not annotated","digesta","tissue","-1.45 *",13.0045893349847
"1312","all","type","digesta_v_tissue","RP_neg_563_29004a8_608",NA,NA,"good_msms",-1.79685910047177,0.00344088945295117,"RP_neg_563_29004a8_608
not annotated","digesta","tissue","-1.8 **",13.9461786120133
"1313","all","type","digesta_v_tissue","RP_neg_563_33484a11_042",NA,NA,"good_msms",-9.0174287632169,0.0122921780897087,"RP_neg_563_33484a11_042
not annotated","digesta","tissue","-9.02 *",20.6677956521358
"1314","all","type","digesta_v_tissue","RP_neg_563_33533a10_742",NA,NA,"good_msms",-8.22284114992247,0.0090134559409145,"RP_neg_563_33533a10_742
not annotated","digesta","tissue","-8.22 **",23.0867747737199
"1315","all","type","digesta_v_tissue","RP_neg_564_31073a12_48",NA,NA,"good_msms",-8.3152679607983,1.40326584235097e-05,"RP_neg_564_31073a12_48
not annotated","digesta","tissue","-8.32 ***",19.2357529565668
"1316","all","type","digesta_v_tissue","RP_neg_565_11981a4_726",NA,NA,"good_msms",-1.04328939914732,0.00221788774706001,"RP_neg_565_11981a4_726
not annotated","digesta","tissue","-1.04 **",14.1869511534846
"1317","all","type","digesta_v_tissue","RP_neg_565_284a8_292",NA,NA,"good_msms",-1.81932312625649,0.0406282021691126,"RP_neg_565_284a8_292
not annotated","digesta","tissue","-1.82 *",19.7218995856497
"1318","all","type","digesta_v_tissue","RP_neg_565_28412a7_565",NA,NA,"good_msms",-2.6196832646015,0.00611400555863379,"RP_neg_565_28412a7_565
not annotated","digesta","tissue","-2.62 **",18.0029258070001
"1319","all","type","digesta_v_tissue","RP_neg_565_35107a13_807",NA,NA,"good_msms",-8.43284402996557,0.0376204644362186,"RP_neg_565_35107a13_807
not annotated","digesta","tissue","-8.43 *",18.5560538606506
"1320","all","type","digesta_v_tissue","RP_neg_565_44427a10_251",NA,NA,"good_msms",-1.26013159026119,0.015187308527933,"RP_neg_565_44427a10_251
not annotated","digesta","tissue","-1.26 *",20.1517177861451
"1321","all","type","digesta_v_tissue","RP_neg_566_47876a12_129",NA,NA,"good_msms",-5.59500700063729,0.000506373028267646,"RP_neg_566_47876a12_129
not annotated","digesta","tissue","-5.6 ***",18.7875558871062
"1322","all","type","digesta_v_tissue","RP_neg_567_31842a8_218",NA,NA,"good_msms",1.69744062505647,0.0321995634451712,"RP_neg_567_31842a8_218
not annotated","digesta","tissue","1.7 *",17.534636470594
"1323","all","type","digesta_v_tissue","RP_neg_568_26184a12_479",NA,NA,"good_msms",-6.51443139999861,1.18672163761982e-06,"RP_neg_568_26184a12_479
not annotated","digesta","tissue","-6.51 ***",19.5840494800663
"1324","all","type","digesta_v_tissue","RP_neg_568_362a10_398","LysoPC(0:0/18:0) put","C26H54NO7P","good_msms",1.48376942099714,0.00134036228870084,"RP_neg_568_362a10_398
LysoPC(0:0/18:0) put","digesta","tissue","1.48 **",21.0934001609381
"1325","all","type","digesta_v_tissue","RP_neg_568_36206a10_496","LysoPC(18:0/0:0) put","C26H54NO7P","good_msms",1.35680957084476,0.000163102313255322,"RP_neg_568_36206a10_496
LysoPC(18:0/0:0) put","digesta","tissue","1.36 ***",23.269473333647
"1326","all","type","digesta_v_tissue","RP_neg_571_2522a6_684",NA,NA,"good_msms",-1.01219382059607,0.00308926200168297,"RP_neg_571_2522a6_684
not annotated","digesta","tissue","-1.01 **",16.6840041157418
"1327","all","type","digesta_v_tissue","RP_neg_571_28845a13_268",NA,NA,"good_msms",7.3966334096744,0.00948239053936039,"RP_neg_571_28845a13_268
not annotated","digesta","tissue","7.4 **",21.8119364851915
"1328","all","type","digesta_v_tissue","RP_neg_571_2887a13_477",NA,NA,"good_msms",-6.31773909750725,0.00825159475932784,"RP_neg_571_2887a13_477
not annotated","digesta","tissue","-6.32 **",20.6763664704261
"1329","all","type","digesta_v_tissue","RP_neg_571_28906a13_661",NA,NA,"good_msms",-8.44626731314751,0.027068358941332,"RP_neg_571_28906a13_661
not annotated","digesta","tissue","-8.45 *",22.6795939042315
"1330","all","type","digesta_v_tissue","RP_neg_571_47302a12_001",NA,NA,"good_msms",-3.79131779988067,5.14362120792221e-06,"RP_neg_571_47302a12_001
not annotated","digesta","tissue","-3.79 ***",14.8724923602162
"1331","all","type","digesta_v_tissue","RP_neg_573_2937a12_094",NA,NA,"good_msms",-2.22025975212538,0.0395381666419361,"RP_neg_573_2937a12_094
not annotated","digesta","tissue","-2.22 *",20.3085491582961
"1332","all","type","digesta_v_tissue","RP_neg_575_25946a12_381",NA,NA,"good_msms",5.42877846511418,0.000107342749972877,"RP_neg_575_25946a12_381
not annotated","digesta","tissue","5.43 ***",18.5613238211378
"1333","all","type","digesta_v_tissue","RP_neg_575_25964a12_621",NA,NA,"good_msms",-4.98701405317269,0.000104138379301275,"RP_neg_575_25964a12_621
not annotated","digesta","tissue","-4.99 ***",19.3808600484064
"1334","all","type","digesta_v_tissue","RP_neg_575_28632a4_64",NA,NA,"good_msms",6.56752636354516,0.0162024508497339,"RP_neg_575_28632a4_64
not annotated","digesta","tissue","6.57 *",17.4029040842088
"1335","all","type","digesta_v_tissue","RP_neg_575_38019a10_702",NA,NA,"good_msms",-2.28358874302044,0.00213497097132478,"RP_neg_575_38019a10_702
not annotated","digesta","tissue","-2.28 **",15.1098890364588
"1336","all","type","digesta_v_tissue","RP_neg_577_27527a14_529",NA,NA,"good_msms",-8.28547154864677,1.85357993645048e-05,"RP_neg_577_27527a14_529
not annotated","digesta","tissue","-8.29 ***",20.8732090286873
"1337","all","type","digesta_v_tissue","RP_neg_577_27533a13_773",NA,NA,"good_msms",-3.03803341552617,0.00156420399903209,"RP_neg_577_27533a13_773
not annotated","digesta","tissue","-3.04 **",17.4013352378117
"1338","all","type","digesta_v_tissue","RP_neg_578_19501a13_8",NA,NA,"good_msms",-5.3978755626775,0.000186980161572057,"RP_neg_578_19501a13_8
not annotated","digesta","tissue","-5.4 ***",18.3217669114144
"1339","all","type","digesta_v_tissue","RP_neg_578_29071a12_479",NA,NA,"good_msms",-7.87074423682637,3.63652361335516e-05,"RP_neg_578_29071a12_479
not annotated","digesta","tissue","-7.87 ***",19.2223273152643
"1340","all","type","digesta_v_tissue","RP_neg_578_34637a11_356",NA,NA,"good_msms",3.67668700910752,0.0401028069895484,"RP_neg_578_34637a11_356
not annotated","digesta","tissue","3.68 *",20.4319303298292
"1341","all","type","digesta_v_tissue","RP_neg_579_33051a9_783",NA,NA,"good_msms",-5.21783065379444,0.0026886005017697,"RP_neg_579_33051a9_783
not annotated","digesta","tissue","-5.22 **",20.1794516673646
"1342","all","type","digesta_v_tissue","RP_neg_580_49469a11_783",NA,NA,"good_msms",-6.0067212661719,0.0161714257990752,"RP_neg_580_49469a11_783
not annotated","digesta","tissue","-6.01 *",21.1003102022087
"1343","all","type","digesta_v_tissue","RP_neg_581_47833a10_285",NA,NA,"good_msms",-1.9822166732936,0.00450704322189877,"RP_neg_581_47833a10_285
not annotated","digesta","tissue","-1.98 **",18.6667181216901
"1344","all","type","digesta_v_tissue","RP_neg_583_26813a5_982",NA,NA,"good_msms",-1.21278428057592,0.0305914175030818,"RP_neg_583_26813a5_982
not annotated","digesta","tissue","-1.21 *",14.1460588500539
"1345","all","type","digesta_v_tissue","RP_neg_585_2937a11_879",NA,NA,"good_msms",-2.8672192778145,0.0136004579788444,"RP_neg_585_2937a11_879
not annotated","digesta","tissue","-2.87 *",20.171774063654
"1346","all","type","digesta_v_tissue","RP_neg_586_3147a9_676",NA,NA,"good_msms",2.59044716069718,4.20327929012123e-05,"RP_neg_586_3147a9_676
not annotated","digesta","tissue","2.59 ***",18.5882258047438
"1347","all","type","digesta_v_tissue","RP_neg_587_29004a11_877",NA,NA,"good_msms",-2.90818113214132,0.0102514466989417,"RP_neg_587_29004a11_877
not annotated","digesta","tissue","-2.91 *",18.7611114269537
"1348","all","type","digesta_v_tissue","RP_neg_587_30969a12_4",NA,NA,"good_msms",-5.94662520601849,0.028431744446105,"RP_neg_587_30969a12_4
not annotated","digesta","tissue","-5.95 *",20.4024081953913
"1349","all","type","digesta_v_tissue","RP_neg_589_07251a1_433",NA,NA,"good_msms",5.09527763630961,1.04520069050711e-05,"RP_neg_589_07251a1_433
not annotated","digesta","tissue","5.1 ***",18.1175475495545
"1350","all","type","digesta_v_tissue","RP_neg_590_34595a10_129",NA,NA,"good_msms",4.04480342758596,0.000170282855167252,"RP_neg_590_34595a10_129
not annotated","digesta","tissue","4.04 ***",19.3539891535004
"1351","all","type","digesta_v_tissue","RP_neg_592_36145a10_346",NA,NA,"good_msms",2.9556790024218,0.0158759108542432,"RP_neg_592_36145a10_346
not annotated","digesta","tissue","2.96 *",20.4063232967597
"1352","all","type","digesta_v_tissue","RP_neg_593_40521a11_218",NA,NA,"good_msms",-4.68228802578345,0.000296879960957739,"RP_neg_593_40521a11_218
not annotated","digesta","tissue","-4.68 ***",18.6767085199277
"1353","all","type","digesta_v_tissue","RP_neg_594_37762a10_582",NA,NA,"good_msms",2.11589865096988,0.0412345690331962,"RP_neg_594_37762a10_582
not annotated","digesta","tissue","2.12 *",20.3965132777194
"1354","all","type","digesta_v_tissue","RP_neg_595_28821a11_44",NA,NA,"good_msms",4.26593428778253,1.41753147237642e-07,"RP_neg_595_28821a11_44
not annotated","digesta","tissue","4.27 ***",17.4842370889818
"1355","all","type","digesta_v_tissue","RP_neg_595_28851a12_161",NA,NA,"good_msms",5.80331231035764,6.029750198616e-07,"RP_neg_595_28851a12_161
not annotated","digesta","tissue","5.8 ***",20.2759616973616
"1356","all","type","digesta_v_tissue","RP_neg_595_2887a12_393",NA,NA,"good_msms",-3.46094015923626,0.0078226031293644,"RP_neg_595_2887a12_393
not annotated","digesta","tissue","-3.46 **",20.1121748601085
"1357","all","type","digesta_v_tissue","RP_neg_595_3501a8_467",NA,NA,"good_msms",2.56667992403969,0.0476132428300332,"RP_neg_595_3501a8_467
not annotated","digesta","tissue","2.57 *",21.0037082190042
"1358","all","type","digesta_v_tissue","RP_neg_595_42139a11_337",NA,NA,"good_msms",-6.05349958376402,0.000195216290009221,"RP_neg_595_42139a11_337
not annotated","digesta","tissue","-6.05 ***",21.3860486314353
"1359","all","type","digesta_v_tissue","RP_neg_596_48932a11_635",NA,NA,"good_msms",-8.15265380067087,0.00103228672782489,"RP_neg_596_48932a11_635
not annotated","digesta","tissue","-8.15 **",21.0711920606236
"1360","all","type","digesta_v_tissue","RP_neg_597_30414a14_434",NA,NA,"good_msms",-4.52267346664216,0.000156874224926972,"RP_neg_597_30414a14_434
not annotated","digesta","tissue","-4.52 ***",19.1327457691071
"1361","all","type","digesta_v_tissue","RP_neg_597_3042a13_224",NA,NA,"good_msms",5.29378251064694,0.0145850199646699,"RP_neg_597_3042a13_224
not annotated","digesta","tissue","5.29 *",20.1990459461509
"1362","all","type","digesta_v_tissue","RP_neg_597_30438a14_001",NA,NA,"good_msms",9.90318250122715,0.0164540693433269,"RP_neg_597_30438a14_001
not annotated","digesta","tissue","9.9 *",23.0971593148582
"1363","all","type","digesta_v_tissue","RP_neg_597_39282a11_372",NA,NA,"good_msms",-6.30801504869253,0.00389332750071872,"RP_neg_597_39282a11_372
not annotated","digesta","tissue","-6.31 **",17.4180120344612
"1364","all","type","digesta_v_tissue","RP_neg_598_50458a11_849",NA,NA,"good_msms",-8.34728858258114,0.000139587502080827,"RP_neg_598_50458a11_849
not annotated","digesta","tissue","-8.35 ***",20.6596246693715
"1365","all","type","digesta_v_tissue","RP_neg_599_30981a12_08",NA,NA,"good_msms",-3.30886399975735,0.0028811357916328,"RP_neg_599_30981a12_08
not annotated","digesta","tissue","-3.31 **",19.9431571316977
"1366","all","type","digesta_v_tissue","RP_neg_601_32458a12_676",NA,NA,"good_msms",-6.02974285348639,0.00389348059131358,"RP_neg_601_32458a12_676
not annotated","digesta","tissue","-6.03 **",19.7280204434409
"1367","all","type","digesta_v_tissue","RP_neg_603_25262a14_756",NA,NA,"good_msms",-9.91997928256283,0.000313881268109377,"RP_neg_603_25262a14_756
not annotated","digesta","tissue","-9.92 ***",19.4507688007876
"1368","all","type","digesta_v_tissue","RP_neg_604_49371a11_655",NA,NA,"good_msms",-6.74825379685092,0.00169866739891538,"RP_neg_604_49371a11_655
not annotated","digesta","tissue","-6.75 **",19.5183002137493
"1369","all","type","digesta_v_tissue","RP_neg_605_40601a11_159",NA,NA,"good_msms",-2.03164573879848,0.00266492668552722,"RP_neg_605_40601a11_159
not annotated","digesta","tissue","-2.03 **",21.4833873460295
"1370","all","type","digesta_v_tissue","RP_neg_606_51001a11_911",NA,NA,"good_msms",-8.12231184676288,0.00238886483471137,"RP_neg_606_51001a11_911
not annotated","digesta","tissue","-8.12 **",21.2964672914304
"1371","all","type","digesta_v_tissue","RP_neg_607_42133a11_372",NA,NA,"good_msms",-6.12323389922221,0.00414175082635473,"RP_neg_607_42133a11_372
not annotated","digesta","tissue","-6.12 **",20.8471596299229
"1372","all","type","digesta_v_tissue","RP_neg_608_31708a10_102",NA,NA,"good_msms",1.47206484171959,0.000222563373400689,"RP_neg_608_31708a10_102
not annotated","digesta","tissue","1.47 ***",19.0074136250263
"1373","all","type","digesta_v_tissue","RP_neg_608_52576a12_266",NA,NA,"curated",-9.88921960100197,0.0126669951576357,"RP_neg_608_52576a12_266
not annotated","digesta","tissue","-9.89 *",22.1392326901457
"1374","all","type","digesta_v_tissue","RP_neg_609_32892a5_799",NA,NA,"good_msms",-1.54728618073418,0.00224042784571522,"RP_neg_609_32892a5_799
not annotated","digesta","tissue","-1.55 **",16.8972215871943
"1375","all","type","digesta_v_tissue","RP_neg_609_32971a7_64",NA,NA,"good_msms",-2.18712047139532,0.00164552333436374,"RP_neg_609_32971a7_64
not annotated","digesta","tissue","-2.19 **",19.3453013888508
"1376","all","type","digesta_v_tissue","RP_neg_614_34515a10_059",NA,NA,"good_msms",2.27604387733485,0.00768687046012597,"RP_neg_614_34515a10_059
not annotated","digesta","tissue","2.28 **",18.436828239559
"1377","all","type","digesta_v_tissue","RP_neg_618_52289a11_287",NA,NA,"good_msms",-7.48958226397272,0.0279189721277082,"RP_neg_618_52289a11_287
not annotated","digesta","tissue","-7.49 *",19.6313952165116
"1378","all","type","digesta_v_tissue","RP_neg_619_24701a13_821",NA,NA,"good_msms",-8.78495324486318,1.13509820940624e-05,"RP_neg_619_24701a13_821
not annotated","digesta","tissue","-8.78 ***",19.2543154974987
"1379","all","type","digesta_v_tissue","RP_neg_619_28766a11_39",NA,NA,"good_msms",3.68622016424083,1.52017446602895e-07,"RP_neg_619_28766a11_39
not annotated","digesta","tissue","3.69 ***",18.3608880961672
"1380","all","type","digesta_v_tissue","RP_neg_619_28821a12_239",NA,NA,"good_msms",2.8566521125683,0.00138862300036067,"RP_neg_619_28821a12_239
not annotated","digesta","tissue","2.86 **",15.5503092789976
"1381","all","type","digesta_v_tissue","RP_neg_619_28857a12_004",NA,NA,"good_msms",7.67877879741885,2.52983974456368e-08,"RP_neg_619_28857a12_004
not annotated","digesta","tissue","7.68 ***",21.2380278979795
"1382","all","type","digesta_v_tissue","RP_neg_619_42145a11_271",NA,NA,"good_msms",-6.30643198276907,0.00398746944477579,"RP_neg_619_42145a11_271
not annotated","digesta","tissue","-6.31 **",20.3339253910691
"1383","all","type","digesta_v_tissue","RP_neg_619_42145a11_368",NA,NA,"good_msms",-5.9573028265214,0.00547943648647388,"RP_neg_619_42145a11_368
not annotated","digesta","tissue","-5.96 **",20.2327676179028
"1384","all","type","digesta_v_tissue","RP_neg_623_34436a6_062",NA,NA,"good_msms",-1.11674453134019,0.0218508129527973,"RP_neg_623_34436a6_062
not annotated","digesta","tissue","-1.12 *",18.397503334776
"1385","all","type","digesta_v_tissue","RP_neg_623_45197a11_657",NA,NA,"good_msms",-5.58736824691723,0.0136582585616893,"RP_neg_623_45197a11_657
not annotated","digesta","tissue","-5.59 *",18.8002922646681
"1386","all","type","digesta_v_tissue","RP_neg_624_22443a10_861",NA,NA,"good_msms",3.62931375598896,0.0123909895375909,"RP_neg_624_22443a10_861
not annotated","digesta","tissue","3.63 *",19.8202263318402
"1387","all","type","digesta_v_tissue","RP_neg_624_52081a11_274",NA,NA,"good_msms",-7.18149743312963,0.0368803333955236,"RP_neg_624_52081a11_274
not annotated","digesta","tissue","-7.18 *",20.4201260288768
"1388","all","type","digesta_v_tissue","RP_neg_625_30603a7_607",NA,NA,"good_msms",3.14250849432924,0.00992224021535218,"RP_neg_625_30603a7_607
not annotated","digesta","tissue","3.14 **",17.7577110498577
"1389","all","type","digesta_v_tissue","RP_neg_625_47919a11_55",NA,NA,"good_msms",-4.93647123106908,9.9225361169968e-07,"RP_neg_625_47919a11_55
not annotated","digesta","tissue","-4.94 ***",19.5898142663614
"1390","all","type","digesta_v_tissue","RP_neg_628_10638a2_123",NA,NA,"good_msms",8.23459980287451,0.0197969077699255,"RP_neg_628_10638a2_123
not annotated","digesta","tissue","8.23 *",20.7868563099002
