"","category","contrast","MAG","lowest","taxonomy","log2FoldChange","padj","baseMean"
"673","dev_stage","control_v_pre-weaning","MAG300","s__Aphodocola sp945788325","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Aphodocola;s__Aphodocola sp945788325",-5.04356644834387,0.00935513001492482,36835.3342280491
"674","dev_stage","control_v_pre-weaning","MAG301","s__Bullifex porci","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Bullifex;s__Bullifex porci",0.017853414343176,0.989364694374836,46369.2156181234
"675","dev_stage","control_v_pre-weaning","MAG302","g__UBA9845","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA9845",-3.3349430634161,0.0178360648117465,37736.6909207423
"676","dev_stage","control_v_pre-weaning","MAG303","g__CAKOTZ01","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAKOTZ01",-3.1118699105944,0.24819156816586,19124.6827675683
"677","dev_stage","control_v_pre-weaning","MAG304","g__CAG-238","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238",-0.741421693627403,0.721148001106764,26186.7573003136
"678","dev_stage","control_v_pre-weaning","MAG305","g__UBA636","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636",-2.44084410153832,0.340087967420083,31753.9961537296
"679","dev_stage","control_v_pre-weaning","MAG306","g__RGIG446","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG446",-1.51293744088918,0.408922499052128,21073.3727017339
"680","dev_stage","control_v_pre-weaning","MAG307","g__Avilachnospira","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira",-9.70583115419211,5.08615062352085e-22,26816.8488728394
"681","dev_stage","control_v_pre-weaning","MAG308","g__Faecousia (3)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia",-3.60864300290254,0.0686486038794766,13140.148647781
"682","dev_stage","control_v_pre-weaning","MAG309","g__RUG666","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__RUG666",-7.76307786349166,0.00072228216724703,8735.2404280864
"683","dev_stage","control_v_pre-weaning","MAG310","s__CAG-273 sp902406115","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp902406115",-1.45879144924433,0.613124600942169,63665.5548318859
"684","dev_stage","control_v_pre-weaning","MAG311","s__Bullifex sp022788185","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Bullifex;s__Bullifex sp022788185",-5.21182851211748,0.00281476434339375,22940.6519603245
"685","dev_stage","control_v_pre-weaning","MAG312","s__Prevotella sp022771265","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp022771265",-2.29608990861578,0.245306118552162,637244.591336095
"686","dev_stage","control_v_pre-weaning","MAG313","g__UMGS1124","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1124",-4.68427099476436,0.0248957225087557,10168.5195284528
"687","dev_stage","control_v_pre-weaning","MAG314","g__CAG-269 (5)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",0.0654908798890061,0.984003004567119,35769.3583933286
"688","dev_stage","control_v_pre-weaning","MAG315","g__Acetatifactor (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor",-4.65991615044662,NA,59982.6041604473
"689","dev_stage","control_v_pre-weaning","MAG316","g__CAG-590 (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590",-2.21363373937524,0.378353157673445,32982.9944824257
"690","dev_stage","control_v_pre-weaning","MAG317","g__V9D3004","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__V9D3004",-3.10547196585167,0.0804505628063768,34113.0157630273
"691","dev_stage","control_v_pre-weaning","MAG318","s__Acetatifactor sp016303085","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp016303085",-6.76611541000335,0.000135171078417367,34239.997052219
"692","dev_stage","control_v_pre-weaning","MAG319","g__CAG-269 (6)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",-1.01861297525562,0.569913577322305,27499.0906946169
"693","dev_stage","control_v_pre-weaning","MAG320","g__CAG-303 (3)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303",-0.5961031893437,NA,27709.2651652653
"694","dev_stage","control_v_pre-weaning","MAG321","s__UBA11452 sp003526375","d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__UBA11452 sp003526375",-4.70484780049672,0.0612124283732107,34973.5119511754
"695","dev_stage","control_v_pre-weaning","MAG322","s__Oliverpabstia sp004556655","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp004556655",0.205422664807997,0.92710534655947,31645.5317132705
"696","dev_stage","control_v_pre-weaning","MAG323","g__Wujia (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia",-2.30860500482983,0.281024121369113,26151.8072462691
"697","dev_stage","control_v_pre-weaning","MAG324","s__Dysosmobacter sp022778785","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp022778785",0.379337576121585,0.832753206448869,140539.287697054
"698","dev_stage","control_v_pre-weaning","MAG325","s__CAG-217 sp000436335","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335",-1.95835469084766,NA,23732.9905480909
"699","dev_stage","control_v_pre-weaning","MAG326","g__Agathobacter (3)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter",-0.414583324553275,0.832753206448869,50207.0483012687
"700","dev_stage","control_v_pre-weaning","MAG327","s__Ornithospirochaeta sp016302165","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp016302165",-1.82932735292478,0.279018096328908,31980.4607719414
"701","dev_stage","control_v_pre-weaning","MAG328","g__CAG-492","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492",-2.9728651442733,0.245306118552162,22156.5968482718
"702","dev_stage","control_v_pre-weaning","MAG329","g__Neoanaerotignum_A","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Neoanaerotignum_A",0.715999323347751,0.690798088720553,23149.9618299589
"703","dev_stage","control_v_pre-weaning","MAG330","s__Cryptobacteroides sp004552965","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004552965",-2.47094731537782,0.16413887161716,18984.6678844885
"704","dev_stage","control_v_pre-weaning","MAG331","g__Limivicinus","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus",-1.33393099823382,0.459038328737152,28920.0914652546
"705","dev_stage","control_v_pre-weaning","MAG332","g__W0P33-017 (4)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017",-3.20367035066294,0.0513449265265944,267691.243771201
"706","dev_stage","control_v_pre-weaning","MAG333","g__Dysosmobacter (5)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter",-0.086995987383072,0.964261445083012,53923.4583014569
"707","dev_stage","control_v_pre-weaning","MAG334","s__Blautia_A wexlerae","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae",0.457623072627497,0.832753206448869,82768.5498479729
"708","dev_stage","control_v_pre-weaning","MAG335","g__Faecisoma","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Faecisoma",-4.30545357186589,0.0363507650614311,20025.0759586046
"709","dev_stage","control_v_pre-weaning","MAG336","g__CAG-269 (7)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",-2.93182510378971,0.199130658109761,13409.4310173411
"710","dev_stage","control_v_pre-weaning","MAG337","g__Blautia_A","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A",0.161538888533301,0.942236357025782,31661.8429222343
"711","dev_stage","control_v_pre-weaning","MAG338","s__Dysosmobacter sp945864305","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp945864305",0.510898678081001,0.756834079829716,87313.1103820507
"712","dev_stage","control_v_pre-weaning","MAG339","g__Faecalibacterium (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium",-1.29682272951513,0.411536826916319,34239.7485914953
"713","dev_stage","control_v_pre-weaning","MAG340","g__Scatousia","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia",-5.8242050989348,0.00252135312104275,69346.090875441
"714","dev_stage","control_v_pre-weaning","MAG341","f__Lachnospiraceae","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae",-0.205584446376493,0.920859567446163,104565.457632476
"715","dev_stage","control_v_pre-weaning","MAG342","s__Agathobacter sp022767075","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp022767075",2.35422624407504,NA,425000.279949948
"716","dev_stage","control_v_pre-weaning","MAG343","s__Cryptobacteroides sp900546925","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546925",1.52391072250584,0.366570687956263,91240.0241723131
"717","dev_stage","control_v_pre-weaning","MAG344","s__CAG-1031 sp000431215","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-1031;s__CAG-1031 sp000431215",0.545500774275228,0.759139168765458,5931.01532286929
"718","dev_stage","control_v_pre-weaning","MAG345","s__CAG-488 sp016292785","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp016292785",0.619684047773227,0.756834079829716,26453.0364806248
"719","dev_stage","control_v_pre-weaning","MAG346","s__Egerieousia sp004561775","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp004561775",-3.41310990644739,0.0463064456972885,59558.8507148721
"720","dev_stage","control_v_pre-weaning","MAG347","s__Mucispirillum faecigallinarum","d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum faecigallinarum",4.92174889104502,NA,72363.6074320382
"721","dev_stage","control_v_pre-weaning","MAG348","g__MGBC163490","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC163490",1.31856414027867,0.526517210343316,20291.3339008665
"722","dev_stage","control_v_pre-weaning","MAG349","g__Desulfovibrio","d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio",5.0520014635904,NA,36508.0364791394
"723","dev_stage","control_v_pre-weaning","MAG350","g__Acetatifactor (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor",-2.7187995163785,NA,18131.886305508
"724","dev_stage","control_v_pre-weaning","MAG351","s__Prevotella sp900552675","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552675",1.13439187667415,NA,111304.913623361
"725","dev_stage","control_v_pre-weaning","MAG352","s__Basfia_A porcinus","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Basfia_A;s__Basfia_A porcinus",6.45550090720621,0.000778148532735902,6854.90192002927
"726","dev_stage","control_v_pre-weaning","MAG353","s__PeH17 sp900542285","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp900542285",-5.09105012918246,0.000793779900133835,34296.0765795176
"727","dev_stage","control_v_pre-weaning","MAG354","s__Butyricicoccus_A sp945872165","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp945872165",-0.890477293071689,0.642084356099229,34543.6585110064
"728","dev_stage","control_v_pre-weaning","MAG355","s__UBA3402 sp003478355","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__UBA3402 sp003478355",0.341840690386894,0.856860415691,43869.0657283228
"729","dev_stage","control_v_pre-weaning","MAG356","s__Onthovivens sp016302065","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__Onthovivens sp016302065",-0.12209474679055,NA,29074.1233172221
"730","dev_stage","control_v_pre-weaning","MAG357","s__Choladocola sp003480725","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp003480725",1.57257436777949,0.40183332628004,32596.6766114603
"731","dev_stage","control_v_pre-weaning","MAG358","s__Roseburia_A porci","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_A;s__Roseburia_A porci",-0.328478547550002,0.834195744639016,6057.89308626095
"732","dev_stage","control_v_pre-weaning","MAG359","g__CAG-269 (8)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",0.929037099513719,0.667399690128755,21660.9403143371
"733","dev_stage","control_v_pre-weaning","MAG360","s__CAG-238 sp022787405","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp022787405",-0.380310617390905,0.856860415691,12618.1036135255
"734","dev_stage","control_v_pre-weaning","MAG361","s__Enterocloster sp900770345","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900770345",2.73035794166904,0.0809088172005041,86454.1854201884
"735","dev_stage","control_v_pre-weaning","MAG362","s__Onthousia sp014846175","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Onthousia;s__Onthousia sp014846175",-2.22464819912117,NA,9718.05624044298
"736","dev_stage","control_v_pre-weaning","MAG363","s__Bacteroides ovatus","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus",0.745417194174549,0.782144678610984,102645.224180762
"737","dev_stage","control_v_pre-weaning","MAG364","g__CAG-269 (9)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",3.43104119817858,0.0293330636208115,15266.5928303342
"738","dev_stage","control_v_pre-weaning","MAG365","s__Blautia_A sp022764275","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp022764275",0.732365375809234,0.686592298215184,71109.9888205053
"739","dev_stage","control_v_pre-weaning","MAG366","g__Faecivivens","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecivivens",1.28413059482277,NA,42174.750014802
"740","dev_stage","control_v_pre-weaning","MAG367","s__UMGS1994 sp934149275","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp934149275",0.4263317836814,0.825539891454159,21779.0228714081
"741","dev_stage","control_v_pre-weaning","MAG368","g__CALZFJ01 (4)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01",-3.72482111589061,0.0168637607191159,103359.827904728
"742","dev_stage","control_v_pre-weaning","MAG369","g__JALFVM01 (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JALFVM01",1.81638783485464,0.199130658109761,56821.0660166881
"743","dev_stage","control_v_pre-weaning","MAG370","g__Cryptobacteroides","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides",-2.53516123441674,0.0240896061972327,70177.849439019
"744","dev_stage","control_v_pre-weaning","MAG371","g__CAG-269 (10)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",-0.276129399027416,0.88233222580599,14180.7797414499
"745","dev_stage","control_v_pre-weaning","MAG372","s__CAG-269 sp934148985","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp934148985",2.08704600210333,0.255264896090268,13450.1764004173
"746","dev_stage","control_v_pre-weaning","MAG373","g__W0P33-017 (5)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017",-0.673134808804361,0.721148001106764,136100.668556953
"747","dev_stage","control_v_post-weaning","MAG001","s__Succinivibrio sp022779845","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp022779845",-0.537768369034724,NA,118089.150901675
"748","dev_stage","control_v_post-weaning","MAG002","g__Sutterella","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella",-0.0533865078569083,0.992823407484572,158567.240705883
"749","dev_stage","control_v_post-weaning","MAG003","s__Gemmiger sp900554145","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900554145",-2.93954113495708,NA,157461.038788406
"750","dev_stage","control_v_post-weaning","MAG004","s__Alloprevotella sp004552865","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552865",0.0817289424215983,0.992823407484572,180851.361708508
"751","dev_stage","control_v_post-weaning","MAG005","s__Prevotella sp000434975","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975",-1.71864687520271,NA,1789333.00175571
"752","dev_stage","control_v_post-weaning","MAG006","g__CALZFJ01 (1)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01",1.0697492547151,0.704739233994113,313832.431872976
"753","dev_stage","control_v_post-weaning","MAG007","s__Megasphaera elsdenii","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii",-2.09007760583792,0.623805303857628,216147.608814474
"754","dev_stage","control_v_post-weaning","MAG008","s__VSOB01 sp022779165","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp022779165",1.98925673226185,0.347192653859385,302160.615534459
"755","dev_stage","control_v_post-weaning","MAG009","g__Enteromonas (1)","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas",-0.337353358672558,0.939731171670643,152510.114134558
"756","dev_stage","control_v_post-weaning","MAG010","s__Prevotella sp022764085","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp022764085",-0.784357800152303,0.779386550039185,7344557.53724733
"757","dev_stage","control_v_post-weaning","MAG011","s__Ornithospirochaeta sp022785155","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp022785155",0.793730843484089,0.821712811607186,192358.626930778
"758","dev_stage","control_v_post-weaning","MAG012","g__Ruminiclostridium_E (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E",0.294328306341043,0.972855657392358,175391.244388489
"759","dev_stage","control_v_post-weaning","MAG013","s__Limisoma sp004555955","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp004555955",-0.405222571172982,NA,182558.161561429
"760","dev_stage","control_v_post-weaning","MAG014","s__Sodaliphilus sp004557565","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565",-2.88333068819042,NA,211076.518540931
"761","dev_stage","control_v_post-weaning","MAG015","s__CALZFJ01 sp945645715","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01;s__CALZFJ01 sp945645715",0.909955437191067,0.766369419838104,841123.544098292
"762","dev_stage","control_v_post-weaning","MAG016","s__Lactobacillus amylovorus","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus",0.988550371060453,0.795008791846577,329201.808700894
"763","dev_stage","control_v_post-weaning","MAG017","s__Alloprevotella sp004552195","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552195",-0.728055918993955,0.783531211785148,526846.670285972
"764","dev_stage","control_v_post-weaning","MAG018","s__Fimenecus sp004555265","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp004555265",-2.39338232414007,NA,58484.0673007489
"765","dev_stage","control_v_post-weaning","MAG019","g__Duodenibacillus","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Duodenibacillus",-0.93578964148774,0.640784369407045,77112.3893968048
"766","dev_stage","control_v_post-weaning","MAG020","s__Methanomethylophilus alvus","d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus",-1.95802480912407,0.637754218173747,229874.629773619
"767","dev_stage","control_v_post-weaning","MAG021","s__Prevotella sp002251365","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251365",0.885913402268487,0.763935889225447,3193639.63274149
"768","dev_stage","control_v_post-weaning","MAG022","g__NC2004","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004",2.37724143665051,NA,65683.0136685537
"769","dev_stage","control_v_post-weaning","MAG023","s__Vescimonas sp003487665","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665",-1.00777989571044,0.665819790005771,36526.6827332355
"770","dev_stage","control_v_post-weaning","MAG024","g__Butyribacter (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter",1.60737899182616,0.38748570987525,46299.6969679049
"771","dev_stage","control_v_post-weaning","MAG025","g__CAG-269 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",-0.748269305177352,NA,31709.187990983
"772","dev_stage","control_v_post-weaning","MAG026","s__Veillonella caviae","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella caviae",0.382417587703297,NA,10498.4509488117
"773","dev_stage","control_v_post-weaning","MAG027","s__Prevotella sp945637645","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp945637645",-0.711345307252902,0.737178498867318,1528485.52748139
"774","dev_stage","control_v_post-weaning","MAG028","s__Fusicatenibacter saccharivorans","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans",2.08276621826377,NA,153882.64901683
"775","dev_stage","control_v_post-weaning","MAG029","g__Phascolarctobacterium_A (1)","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A",0.469740130928718,0.890572891322473,151141.246637225
"776","dev_stage","control_v_post-weaning","MAG030","s__Parabacteroides distasonis_C","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis_C",3.29758873032233,NA,633532.522984509
"777","dev_stage","control_v_post-weaning","MAG031","s__Eubacterium_R sp022772725","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp022772725",1.15030384392912,0.656066888940905,236473.994745875
"778","dev_stage","control_v_post-weaning","MAG032","g__Avigastranaerophilus","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus",4.11875257440817,0.00171687633305625,74934.4651172717
"779","dev_stage","control_v_post-weaning","MAG033","s__Prevotella sp004554665","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004554665",0.957793908889189,0.665819790005771,279286.32617249
"780","dev_stage","control_v_post-weaning","MAG034","s__Zag111 sp004558955","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp004558955",1.24791942980131,0.783531211785148,172251.517678131
"781","dev_stage","control_v_post-weaning","MAG035","s__Phocaeicola plebeius_C","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_C",1.59299799412114,0.504489594971713,533854.565862694
"782","dev_stage","control_v_post-weaning","MAG036","s__UBA636 sp002299675","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__UBA636 sp002299675",1.95616373973019,0.559702547747282,128702.471500754
