"","category","contrast","MAG","lowest","taxonomy","log2FoldChange","padj","baseMean"
"1","diet","control_v_AcGGM","MAG001","s__Succinivibrio sp022779845","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp022779845",0.91778129063836,0.796024722288703,118089.150901675
"2","diet","control_v_AcGGM","MAG002","g__Sutterella","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella",0.642094010839134,0.75100601371425,158567.240705883
"3","diet","control_v_AcGGM","MAG003","s__Gemmiger sp900554145","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900554145",0.102357869846722,0.977314000674582,157461.038788406
"4","diet","control_v_AcGGM","MAG004","s__Alloprevotella sp004552865","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552865",3.44067760080186,NA,180851.361708508
"5","diet","control_v_AcGGM","MAG005","s__Prevotella sp000434975","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975",-1.22207170166564,0.717531503141631,1789333.00175571
"6","diet","control_v_AcGGM","MAG006","g__CALZFJ01 (1)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01",1.26604019631178,0.504356927712076,313832.431872976
"7","diet","control_v_AcGGM","MAG007","s__Megasphaera elsdenii","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii",1.1118406738685,0.803059784135937,216147.608814474
"8","diet","control_v_AcGGM","MAG008","s__VSOB01 sp022779165","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp022779165",2.4252480244539,0.0853752320575308,302160.615534459
"9","diet","control_v_AcGGM","MAG009","g__Enteromonas (1)","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas",2.5043020425276,0.0820921362018489,152510.114134558
"10","diet","control_v_AcGGM","MAG010","s__Prevotella sp022764085","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp022764085",-0.467720206352681,0.851293669643616,7344557.53724733
"11","diet","control_v_AcGGM","MAG011","s__Ornithospirochaeta sp022785155","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp022785155",0.671477537773728,0.815819927799526,192358.626930778
"12","diet","control_v_AcGGM","MAG012","g__Ruminiclostridium_E (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E",5.45127045993294,NA,175391.244388489
"13","diet","control_v_AcGGM","MAG013","s__Limisoma sp004555955","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp004555955",0.0881853591821882,0.976091830296053,182558.161561429
"14","diet","control_v_AcGGM","MAG014","s__Sodaliphilus sp004557565","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565",-0.62155437755476,NA,211076.518540931
"15","diet","control_v_AcGGM","MAG015","s__CALZFJ01 sp945645715","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01;s__CALZFJ01 sp945645715",1.13663905324099,0.597630931434996,841123.544098292
"16","diet","control_v_AcGGM","MAG016","s__Lactobacillus amylovorus","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus",0.962713006398398,0.767787324796907,329201.808700894
"17","diet","control_v_AcGGM","MAG017","s__Alloprevotella sp004552195","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552195",0.288450992981203,0.913422227636011,526846.670285972
"18","diet","control_v_AcGGM","MAG018","s__Fimenecus sp004555265","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp004555265",1.43140889140187,NA,58484.0673007489
"19","diet","control_v_AcGGM","MAG019","g__Duodenibacillus","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Duodenibacillus",0.868904917563114,0.68881636290969,77112.3893968048
"20","diet","control_v_AcGGM","MAG020","s__Methanomethylophilus alvus","d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus",0.17359778398976,0.97236440204833,229874.629773619
"21","diet","control_v_AcGGM","MAG021","s__Prevotella sp002251365","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251365",0.815750228316228,0.732721983620447,3193639.63274149
"22","diet","control_v_AcGGM","MAG022","g__NC2004","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004",2.64181123261053,0.0673542419877764,65683.0136685537
"23","diet","control_v_AcGGM","MAG023","s__Vescimonas sp003487665","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665",1.37340605413745,NA,36526.6827332355
"24","diet","control_v_AcGGM","MAG024","g__Butyribacter (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter",4.53201546579514,0.000251782321130121,46299.6969679049
"25","diet","control_v_AcGGM","MAG025","g__CAG-269 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",3.15752565453217,NA,31709.187990983
"26","diet","control_v_AcGGM","MAG026","s__Veillonella caviae","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella caviae",1.84254538982607,0.234219710917808,10498.4509488117
"27","diet","control_v_AcGGM","MAG027","s__Prevotella sp945637645","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp945637645",-0.0297596954569556,0.983018869507915,1528485.52748139
"28","diet","control_v_AcGGM","MAG028","s__Fusicatenibacter saccharivorans","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans",1.70651985110545,NA,153882.64901683
"29","diet","control_v_AcGGM","MAG029","g__Phascolarctobacterium_A (1)","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A",2.37640511091952,NA,151141.246637225
"30","diet","control_v_AcGGM","MAG030","s__Parabacteroides distasonis_C","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis_C",3.16791740253423,0.0398779017394203,633532.522984509
"31","diet","control_v_AcGGM","MAG031","s__Eubacterium_R sp022772725","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp022772725",0.813082134001672,0.731751741954375,236473.994745875
"32","diet","control_v_AcGGM","MAG032","g__Avigastranaerophilus","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Avigastranaerophilus",3.45813582876454,0.00756311917706918,74934.4651172717
"33","diet","control_v_AcGGM","MAG033","s__Prevotella sp004554665","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004554665",1.38247534294763,0.316592489973973,279286.32617249
"34","diet","control_v_AcGGM","MAG034","s__Zag111 sp004558955","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp004558955",0.513520883880475,0.913422227636011,172251.517678131
"35","diet","control_v_AcGGM","MAG035","s__Phocaeicola plebeius_C","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_C",0.897310178572791,0.75100601371425,533854.565862694
"36","diet","control_v_AcGGM","MAG036","s__UBA636 sp002299675","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__UBA636 sp002299675",1.26382959282102,0.717531503141631,128702.471500754
"37","diet","control_v_AcGGM","MAG037","g__RF16 (1)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16",0.640125108131919,0.869101864497691,685595.522312172
"38","diet","control_v_AcGGM","MAG038","s__Gemmiger qucibialis","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis",3.82373902144235,NA,59212.0745350752
"39","diet","control_v_AcGGM","MAG039","s__Bulleidia sp016293365","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp016293365",1.88731421225773,0.316592489973973,46738.8968946068
"40","diet","control_v_AcGGM","MAG040","s__Alloprevotella sp004555055","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004555055",0.120913622840444,0.976091830296053,1609940.58143133
"41","diet","control_v_AcGGM","MAG041","g__COE1 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1",2.00549179675689,0.275298525572046,74199.6189142473
"42","diet","control_v_AcGGM","MAG042","g__Enteromonas (2)","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas",1.20506105395658,NA,71644.5040195934
"43","diet","control_v_AcGGM","MAG043","s__Enterosoma sp022774485","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp022774485",-0.69256373968761,0.8408099615245,109263.899438127
"44","diet","control_v_AcGGM","MAG044","s__UBA11957 sp016301965","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11957;s__UBA11957 sp016301965",2.50748066477284,NA,70550.9019689714
"45","diet","control_v_AcGGM","MAG045","g__Choladousia","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia",1.66579613699752,0.321733523105584,73780.1343135034
"46","diet","control_v_AcGGM","MAG046","g__CAG-353","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353",2.13975041511265,0.194714067845269,129149.216103127
"47","diet","control_v_AcGGM","MAG047","g__Ruminiclostridium_E (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E",1.40432617023274,NA,104241.887883897
"48","diet","control_v_AcGGM","MAG048","s__Prevotella sp004556065","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004556065",0.978733360262896,0.76880150418866,2758497.44407089
"49","diet","control_v_AcGGM","MAG049","s__Aphodosoma sp016292775","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Aphodosoma;s__Aphodosoma sp016292775",1.91717117150963,0.234219710917808,74748.2056329915
"50","diet","control_v_AcGGM","MAG050","g__JALFVM01 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JALFVM01",1.78417241197472,0.254541854736275,99400.7778926226
"51","diet","control_v_AcGGM","MAG051","s__CAG-873 sp004552725","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp004552725",0.311989977381458,0.955860609164478,226238.960400341
"52","diet","control_v_AcGGM","MAG052","g__Zag111 (1)","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111",-3.62378415052655,NA,331464.671183269
"53","diet","control_v_AcGGM","MAG053","g__CAG-882 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882",0.161560594108726,0.967505152810386,100820.76439017
"54","diet","control_v_AcGGM","MAG054","g__Butyribacter (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter",1.46406829985252,0.316592489973973,83661.7872214996
"55","diet","control_v_AcGGM","MAG055","g__CAG-303 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303",1.48742318821849,NA,116884.181827516
"56","diet","control_v_AcGGM","MAG056","g__Metalachnospira (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Metalachnospira",3.73090050140846,NA,12470.5986461504
"57","diet","control_v_AcGGM","MAG057","s__Helicobacter_F sp002287135","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_F;s__Helicobacter_F sp002287135",5.27267625608852,NA,6642.13688152388
"58","diet","control_v_AcGGM","MAG058","s__Sodaliphilus sp004559845","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004559845",0.11212890731564,0.976091830296053,434635.736370332
"59","diet","control_v_AcGGM","MAG059","s__Succinivibrio sp003456415","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp003456415",-0.507120334443314,0.906186313053024,570389.117378236
"60","diet","control_v_AcGGM","MAG060","s__Anaerovibrio slackiae","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio slackiae",1.90232685562151,0.316592489973973,629406.743810376
"61","diet","control_v_AcGGM","MAG061","g__Dysosmobacter (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter",1.51031651514016,0.316592489973973,240854.413263621
"62","diet","control_v_AcGGM","MAG062","s__Treponema_D sp900769985","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900769985",1.30619748452615,NA,506935.468796901
"63","diet","control_v_AcGGM","MAG063","g__Bulleidia (1)","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia",2.40163425629614,0.266411017884113,59349.8531041533
"64","diet","control_v_AcGGM","MAG064","g__UBA71","d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71",0.56485828741414,0.867472648420701,47154.296915781
"65","diet","control_v_AcGGM","MAG065","g__CAG-582","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-582",2.64119094525821,NA,41882.3523746726
"66","diet","control_v_AcGGM","MAG066","s__Prevotella sp004557285","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004557285",0.263431244406627,0.931862983408026,739069.231659991
"67","diet","control_v_AcGGM","MAG067","s__CAG-353 sp017829005","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp017829005",-3.63500048988935,0.00756311917706918,277937.941989773
"68","diet","control_v_AcGGM","MAG068","g__CAG-115","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115",-3.63266077467485,0.00828085944710498,156986.853327736
"69","diet","control_v_AcGGM","MAG069","g__CALZFJ01 (2)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01",-0.0660595606697068,0.983018869507915,206705.178990698
"70","diet","control_v_AcGGM","MAG070","f__UBA1381 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381",-4.42124787578753,0.00190588896099537,52195.563637157
"71","diet","control_v_AcGGM","MAG071","s__Prevotella sp900548195","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548195",-0.99134875229314,NA,313057.456323574
"72","diet","control_v_AcGGM","MAG072","s__UBA1394 sp022788225","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp022788225",-1.71524454384734,0.455758975942809,69459.5672316065
"73","diet","control_v_AcGGM","MAG073","s__Fimenecus sp900766945","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp900766945",-0.332735043561052,0.917944695152476,31160.3843723357
"74","diet","control_v_AcGGM","MAG074","s__UBA4372 sp945865175","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp945865175",-0.818289362833465,0.75100601371425,134406.655868656
"75","diet","control_v_AcGGM","MAG075","g__RF16 (2)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16",-2.3577735028239,0.179504341172001,242410.174409266
"76","diet","control_v_AcGGM","MAG076","s__Treponema_D porcinum","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D porcinum",-3.01702048988245,NA,134004.752472735
"77","diet","control_v_AcGGM","MAG077","s__UBA3789 sp900543055","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp900543055",0.376748054289783,0.917944695152476,498550.800122004
"78","diet","control_v_AcGGM","MAG078","s__Ornithospirochaeta sp022771185","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp022771185",-1.80839552114522,0.316592489973973,150835.872055455
"79","diet","control_v_AcGGM","MAG079","g__CAG-273 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273",-1.48851216771007,0.41944348852268,16832.2231090423
"80","diet","control_v_AcGGM","MAG080","s__Clostridium_Q sp016302185","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp016302185",0.75078718565245,0.75100601371425,88026.629740739
"81","diet","control_v_AcGGM","MAG081","g__Faecalibacterium (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium",-0.502892857207976,0.873853907602096,22097.1343630178
"82","diet","control_v_AcGGM","MAG082","g__Mucispirillum","d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum",2.5303636309075,0.30057945870161,27959.5426467489
"83","diet","control_v_AcGGM","MAG083","s__Butyricicoccus_A porcorum","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A porcorum",0.733499556669726,0.79259835322027,64011.1971322968
"84","diet","control_v_AcGGM","MAG084","g__UBA2883 (1)","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2883",1.61328470682586,0.576385053590968,134927.199942012
"85","diet","control_v_AcGGM","MAG085","g__Eubacterium_F","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F",-2.3021584754347,0.108425543186076,88233.2965863187
"86","diet","control_v_AcGGM","MAG086","s__W0P31-042 sp004557195","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__W0P31-042;s__W0P31-042 sp004557195",0.516672090342941,0.848832146407638,96759.5687876261
"87","diet","control_v_AcGGM","MAG087","s__UBA1394 sp002305725 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp002305725",-0.738463676935686,0.825334366403011,15319.1788080707
"88","diet","control_v_AcGGM","MAG088","s__Alloprevotella sp945787885","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp945787885",-0.417561973615921,0.888996699749036,132900.886477673
"89","diet","control_v_AcGGM","MAG089","s__CAG-349 sp001940895","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp001940895",-0.752798070299488,0.825334366403011,37009.1885289276
"90","diet","control_v_AcGGM","MAG090","s__Lachnospira sp945648485","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp945648485",-2.80516573262678,NA,64554.9752730946
"91","diet","control_v_AcGGM","MAG091","s__UMGS1889 sp945877315","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1889;s__UMGS1889 sp945877315",-5.77758546234958,0.000158779529800921,25982.3789663822
"92","diet","control_v_AcGGM","MAG092","s__Agathobacter sp945868435","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp945868435",0.136511111398354,0.972087357475664,397439.040343324
"93","diet","control_v_AcGGM","MAG093","g__Agathobacter (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter",-0.591050232545359,0.80320462597676,182646.668966044
"94","diet","control_v_AcGGM","MAG094","g__F23-B02","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02",-0.287152593369241,0.931776252298759,21351.7526168952
"95","diet","control_v_AcGGM","MAG095","s__Cryptobacteroides sp004554455","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004554455",-0.0642870761403276,0.983018869507915,578376.182970526
"96","diet","control_v_AcGGM","MAG096","g__Clostridium_Q","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q",1.47214625744009,0.407985828874423,124822.741780833
"97","diet","control_v_AcGGM","MAG097","s__RUG591 sp945871105","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__RUG591 sp945871105",0.351477185078153,0.913422227636011,36877.5207633269
"98","diet","control_v_AcGGM","MAG098","g__CAG-269 (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269",-2.77078831275446,0.0814028467608936,38913.3309126091
"99","diet","control_v_AcGGM","MAG099","g__Dysosmobacter (2)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter",-0.0190239113986685,0.989983116191193,63927.3797715697
"100","diet","control_v_AcGGM","MAG100","s__Cryptobacteroides sp022777585","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp022777585",0.0427200005900355,0.983018869507915,218003.89608717
"101","diet","control_v_AcGGM","MAG101","g__Phascolarctobacterium_A (2)","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A",-0.799391010230426,0.717531503141631,31404.214824672
"102","diet","control_v_AcGGM","MAG102","g__UMGS363 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363",-2.49948644662566,NA,90111.1177849619
"103","diet","control_v_AcGGM","MAG103","g__Phascolarctobacterium_A (3)","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A",-1.15667740056606,0.556159206297084,180775.952481985
"104","diet","control_v_AcGGM","MAG104","s__Lactobacillus crispatus","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus",-2.06437506828721,0.217436719770431,412226.482103095
"105","diet","control_v_AcGGM","MAG105","g__CAG-590 (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590",-1.83020199578551,0.44044239316074,291682.232548742
"106","diet","control_v_AcGGM","MAG106","s__Alloprevotella sp004552155","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552155",0.506839842455223,0.825334366403011,3326025.16934977
"107","diet","control_v_AcGGM","MAG107","g__Paraprevotella","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella",-1.02326382042189,0.717531503141631,112893.615748979
"108","diet","control_v_AcGGM","MAG108","s__CAG-194 sp000432915","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915",-2.39280158228133,0.234219710917808,184799.006888483
"109","diet","control_v_AcGGM","MAG109","s__SFTJ01 sp004563195","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFTJ01;s__SFTJ01 sp004563195",-1.79717228588249,0.476077486454861,166210.036722543
"110","diet","control_v_AcGGM","MAG110","g__Bacteroides_F","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F",-0.0502273181053601,0.983018869507915,59896.7880803282
"111","diet","control_v_AcGGM","MAG111","s__Faecalibacterium sp900539885","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539885",-3.4247641340337,0.00532279608813164,42922.4026890805
"112","diet","control_v_AcGGM","MAG112","g__Faecousia (1)","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia",-2.35940374170688,NA,57842.610100214
