,X1_hostT
LOC110256965,-0.1274540118233628
FRK,0.1698385745915623
NT5DC1,0.0030579432200913
COL10A1,-0.09654419180980503
TSPYL4,0.0611880459312507
TSPYL1,-0.07717195835047574
DSE,-0.05467286085202025
FAM26F,-0.06625389668779205
TRAPPC3L,-0.14539281332368362
FAM26E,0.10710182858612519
FAM26D,-0.04684664914447479
RWDD1,-0.010060825111181393
LOC100152150,-2.748831739664758e-32
LGSN,-0.04684664914447478
RIPPLY2,-0.07260729030676966
SNAP91,0.08118818204341233
PRSS35,0.09489497295942165
ME1,0.009730009863050448
RWDD2A,-0.20088627521703029
PGM3,-0.11394297971751638
DOPEY1,-0.07604041477380706
UBE3D,-0.11888993860891717
LOC110260698,0.23862085145085513
LOC110260701,-0.1799604519338131
TPBG,0.01567723797609363
IBTK,-0.03682788475540178
RPL18,-0.14987139376772843
FAM46A,0.1697989368860297
LOC110260709,-2.748831739664758e-32
BCKDHB,-0.11039385232798284
TTK,-0.1693927374276622
ELOVL4,-0.16532937302387543
SH3BGRL2,0.12735850599662377
LCA5,0.10610767427347019
LOC110260719,0.2102461295686756
HMGN3,-0.12625671884588968
PHIP,0.04556120429162161
IRAK1BP1,-0.14006970665975826
LOC106508944,0.04369658202861572
MEI4,-0.04775822046797853
HTR1B,-0.16003164255543703
IMPG1,-0.07315859336505848
MYO6,0.18585727013701048
SENP6,-0.07551212356128426
FILIP1,-0.1211227178800517
TMEM30A,-0.14205020380409003
COX7A2,0.20084540511099988
COL12A1,0.07598903965601105
CD109,-0.08249770960123698
LOC106506626,-0.15232081931249114
SLC17A5,-0.15735233383370273
EEF1A1,0.029176796379869183
MTO1,-0.07307192740841119
MB21D1,-0.07385057457139403
SETBP1,-0.03401439005581923
LOC110260756,-0.03764071424494103
SLC14A2,0.10948671009920112
SLC14A1,0.06559784481398603
SIGLEC15,-0.0812383577214241
EPG5,-0.21313124301595698
PSTPIP2,-0.19697581721927374
ATP5A1,-0.06478895799992974
HAUS1,0.16223605699379096
C1H18orf25,-0.09520887615590634
RNF165,0.04382663859691839
LOXHD1,-0.04948571231146764
ST8SIA5,-0.11306768842520636
PIAS2,-0.1896793178937728
KATNAL2,-0.0697469577142295
HDHD2,-0.18363348286186626
IER3IP1,-0.07704037811828596
SMAD2,0.21051276462700685
ZBTB7C,0.13322182162768617
CTIF,-0.1066331176204654
SMAD7,0.1633575081318555
DYM,-0.07222721450095243
C1H18orf32,0.061932133876972134
RPL17,0.004106858553189041
LIPG,-0.17098149107007637
ACAA2,-0.18713782676542567
LOC102158467,-0.018287974703514218
MYO5B,0.20448073435484226
MBD1,-0.0804369677605003
CXXC1,0.18465977246176432
SKA1,-0.2537666164911653
MAPK4,-0.1721616806318504
MRO,-0.04117577537891828
ME2,-0.21547390993366206
ELAC1,-0.032391288079289635
SMAD4,-0.017109524342171528
LOC102159046,-0.07625888603893247
LOC106506676,-0.12745401182336283
MEX3C,-0.15254272097483845
DCC,0.02592292196626335
MBD2,-0.14904747000845295
POLI,-0.0065552157330106
STARD6,-0.07161377390874629
C1H18orf54,-0.08646767392873697
LOC102160380,-0.13274188134481466
LOC110259490,-2.748831739664758e-32
LOC106508962,-0.0732061316413759
RAB27B,-0.13891939742619325
CCDC68,-0.14117281594145092
TCF4,-0.152498029409684
TXNL1,-0.17895286836329533
WDR7,-0.15851306404207754
LOC102164252,-0.0218871839007051
ST8SIA3,-0.15215848057896342
ONECUT2,0.21107192052533785
FECH,0.11918969885526778
NARS,-0.23933021014553238
MTFMT,0.14043006686414786
SPG21,-0.0024013999260188296
ANKDD1A,-0.19807640352973657
LOC100737265,0.10094060565697473
PLEKHO2,0.030774170582609714
PIF1,0.06555237121376999
RBPMS2,-0.1919512772542195
OAZ2,0.03518313140960615
ZNF609,0.17522513365085807
LOC102168143,-0.047758220467978535
TRIP4,0.005934202830360596
PCLAF,0.11973127542850572
CSNK1G1,-0.004604344195239942
PPIB,-0.20547539927802427
SNX22,-0.017027859564577197
SNX1,-0.160874192239505
FAM96A,-0.23562653843469833
DAPK2,0.056193263548652284
HERC1,0.07934775761597916
FBXL22,0.04143726586958933
USP3,0.06011993002904439
APH1B,0.17316488036514802
LOC110260967,0.11575267081385646
CA12,0.16014887228841515
RAB8B,-0.14255359135726103
RPS27L,-0.15657504925359597
LACTB,-0.2148443580636537
LOC102163023,-0.008196335869355462
LOC110260973,-0.12540462466464902
TPM1,-0.1395357890115034
TLN2,0.05786726873328711
LOC102164011,-0.16992317364771908
C2CD4B,0.14284781646376055
LOC100152206,-0.0008602462589638324
VPS13C,-0.15496549616103306
LOC100520817,0.008060105655551451
RORA,-0.09153825244749447
ICE2,-0.15007949061710274
LOC106508978,-2.748831739664758e-32
ANXA2,0.14471696294600722
LOC110260996,0.23862085145085518
BNIP2,-0.1522272199829134
GTF2A2,0.012344709343516683
GCNT3,-0.0693475603714654
FAM81A,-0.016516851479256286
MYO1E,0.15431353103978002
CCNB2,-0.1734956888068095
RNF111,-0.023101660862153643
SLTM,0.12127484014942826
MINDY2,-0.24243392010589904
ADAM10,-0.008357459511101839
LOC100523526,-0.06723735403720701
LOC102158936,-0.20236177309858952
LIPC,0.09681470460985614
AQP9,0.1865148848858312
ALDH1A2,-0.15606684660662035
LOC102160341,-0.04775822046797854
POLR2M,-0.20304396788649648
LOC102160652,0.09452490845633824
MYZAP,0.17617513374339505
CGNL1,-0.11827626354371469
TCF12,0.03948449287517895
ZNF280D,-0.0290221401399081
LOC110261024,-0.01780375824672465
MNS1,0.07752966295003742
TEX9,-0.05947337309961021
RFX7,-0.19198554462643105
NEDD4,-0.0782054808621806
PRTG,-0.17245237734469565
PYGO1,0.0317810695526243
DNAAF4,-0.13934986041255892
C1H15orf65,-2.748831739664758e-32
CCPG1,-0.08567866786544277
PIGB,-0.07525679424217402
PIGBOS1,0.001122192682767446
RAB27A,-0.17724362163131585
RSL24D1,-0.14950609306984897
LOC110256987,-2.748831739664758e-32
UNC13C,0.17034948726091576
LOC110261071,0.04369658202861573
LOC100516308,-0.01089803045526256
WDR72,-0.0387535461593041
LOC102167050,-0.04775822046797854
ONECUT1,-0.06913650105198263
FAM214A,0.0747761627952323
ARPP19,0.0020576679451524624
MYO5A,-0.18612971146394752
MYO5C,-0.09505071242112516
GNB5,-0.019425818842105695
BCL2L10,-0.04775822046797855
MAPK6,0.027903302199592202
LEO1,-0.12669895652090357
LOC102158569,-0.1396393243030434
TMOD3,-0.06367063168106582
TMOD2,0.18610517604560106
LYSMD2,0.10416690453829354
SCG3,-0.07727092910337845
DMXL2,-0.13430809975248004
GLDN,-0.04684664914447479
LOC106508998,-0.1446960063632047
TNFAIP8L3,-0.08441759680044253
AP4E1,0.006902209611157985
SPPL2A,0.010726723502858686
TRPM7,-0.030545682211223862
USP8,-0.20580195010654645
GABPB1,-0.1618284172861612
HDC,-0.01943249334596517
SLC27A2,-0.0679945248844156
ATP8B4,-0.22400297594087823
DTWD1,-0.02811876983783361
FAM227B,-0.16009234826822796
FGF7,-0.20064408961661556
GALK2,-0.11719186182623478
COPS2,-0.2358559868790014
SECISBP2L,-0.057672188524761095
SHC4,-0.13936582335464567
EID1,-0.20479812937915423
CEP152,0.03926486641017448
FBN1,-0.04099334377131433
DUT,-0.09929300040645148
LOC102161909,-0.054344264565460404
SLC12A1,-0.12745401182336283
CTXN2,-0.07328115657523722
MYEF2,0.003926686783286212
LOC102162952,-0.07167055284087279
SEMA6D,0.03058606807758414
LOC110261192,0.2416823800123224
SQOR,0.06064488510053029
BLOC1S6,0.016561512017671177
SLC30A4,0.03291628510371393
C1H15orf48,-0.09312789737268007
SPATA5L1,-0.2055510984939867
GATM,0.09572622172766422
SLC28A2,-0.13788191805878064
LOC106509010,0.043696582028615746
TRNAH-GUG,-0.1274540118233628
SHF,-0.17289879909222597
DUOX1,-0.02592277278310826
DUOXA1,0.04287349102048187
DUOXA2,0.0817038530823742
DUOX2,0.0529547564586199
SORD,0.13638242963968256
TERB2,-0.24789763289068367
TRIM69,-2.748831739664758e-32
B2M,0.01487151457004695
LOC110261204,0.019152211155440718
B2M_1,0.07727509167089877
SPG11,0.06609579893200002
EIF3J,-0.09750627512561232
CTDSPL2,-0.1904007457994789
CASC4,-0.16800099875832086
FRMD5,-0.08763045049254559
WDR76,0.04906293885837039
MFAP1,0.2404107923131101
SERINC4,0.08571227061177877
SERF2,0.20485316522806962
ELL3,0.17389442931128013
PDIA3,-0.19568360688036426
CATSPER2,0.0771609411650275
STRC,-0.11680457528308055
CKMT1A,0.1688834671718719
PPIP5K1,-0.09948233289345788
MAP1A,-0.09671282291130659
LOC100736659,-0.12819302221238701
TP53BP1,-0.20323356664350373
TUBGCP4,-0.20136711174196315
ZSCAN29,-0.058516174796676174
ADAL,-0.09013343661434069
LCMT2,-0.1889058296266931
TGM5,-0.10129524807465683
EPB42,-0.015311113965418635
CCNDBP1,-0.16195515091122378
TMEM62,0.23920654030201216
UBR1,-0.04723671658878975
TTBK2,0.07533123520270024
CDAN1,0.007261549397082109
STARD9,0.04215550428011566
HAUS2,0.22026960494355158
LRRC57,0.22512342730039228
SNAP23,-0.013036489307287749
ZNF106,-0.15868324043004128
CAPN3,0.06141124994316523
LOC110261287,0.04369658202861573
GANC,-0.22700531786345785
LOC110256586,0.11051032596921939
TMEM87A,-0.18517057862551567
VPS39,0.1517271451806154
PLA2G4F,0.2393755497616592
PLA2G4D,0.06141551622563139
PLA2G4E,-0.13983548025909168
LOC110261331,-0.12745401182336283
EHD4,0.12457560870150282
SPTBN5,0.002695864314084112
PLA2G4B,-0.19675108311705214
JMJD7,0.029171694896571412
MAPKBP1,0.19695238091412676
MGA,-0.1519847016709784
TYRO3,0.18313721600356275
RPAP1,-0.0015912770401127485
LTK,0.028299777984136673
ITPKA,0.22345715785805612
RTF1,0.004995031426829541
NDUFAF1,0.012485205685660625
NUSAP1,-0.06673938115946684
OIP5,-0.2519648961143553
CHP1,0.12951720007719375
EXD1,0.014072051202645682
INO80,-0.16662925891084784
CHAC1,-0.07948532349304756
DLL4,-0.1554870663173358
VPS18,-0.0013241637437774734
LOC106509024,0.04369658202861573
RHOV,0.1784208169442797
SPINT1,0.15067134500537707
PPP1R14D,0.21487123115261242
ZFYVE19,0.06188435856869262
DNAJC17,-0.17180161316531586
C1H15orf62,0.10828461796888565
GCHFR,0.07382045243318482
RMDN3,0.07202172835748619
RAD51,-0.18524333400837162
KNL1,-0.07294663136176462
RPUSD2,-0.02160964935594197
C1H15orf57,-0.07023949670281993
CHST14,0.018823130539226837
BAHD1,0.13335090597504826
LOC106509023,-0.042280757494508985
IVD,0.14510468594194667
KNSTRN,0.10090166209344725
DISP2,0.23080893001153419
LOC110261415,0.04369658202861573
C1H15orf52,0.1357686113116608
INAFM2,0.22772716268716864
PLCB2,-0.018586087787331562
ANKRD63,-0.1737097348551314
PAK6,0.13043503673871573
BUB1B,-0.23796094673157744
BMF,0.13662802721141357
SRP14,-0.2522034656920419
EIF2AK4,-0.11277909864067923
GPR176,0.05585651012418225
FSIP1,0.2289388263374155
THBS1,0.13916986692746636
LOC102162931,-0.046846649144474777
LOC110261468,-0.05537008474947282
LOC110261467,-0.12745401182336283
LOC110261470,-0.05145461353915806
LOC110261469,-0.12745401182336286
RASGRP1,-0.15578352237582146
FAM98B,0.11345123039662186
SPRED1,-0.14114150125710154
LOC106506784,0.15562854343397464
MEIS2,-0.07804947304341331
LOC110261471,-0.21062510723536973
C1H15orf41,-0.16604708581050198
LOC110261472,-0.05145461353915806
LOC106506797,-0.036182640896040466
DPH6,-0.1707792645875517
LOC102165617,-0.2004603677960826
LOC102166069,-0.04804005561593097
ZNF770,-0.19190946459106284
AQR,-0.03445365219394814
ACTC1,-0.24574977142576043
GJD2,-0.14457652141896535
LOC110256993,-0.01873236558231177
ARHGAP11A,-0.22837368737160002
SCG5,-0.060645215937144656
GREM1,-0.18045668076177943
FMN1,0.06017023624568222
FAM169B,0.19729858819635884
PGPEP1L,0.11059608364215612
IGF1R,-0.231351386060783
SYNM,-0.18674484825441695
TTC23,-0.21921031521316514
