,X1_hostT
IGSF6,-0.1094306313814078
CDR2,-0.03576254985996839
POLR3E,-0.19883129215589154
EEF2K,0.01339032697308911
SDR42E2,-0.023883558183539697
VWA3A,-0.1419957502896017
C3H16orf52,-0.19144341230230127
PDZD9,0.005805733458964707
LOC100524613,-0.11305907167690987
LOC100524794,0.03399785880778089
LOC102163149,0.021105507484353123
LOC100524979,-0.04775822046797853
LOC100622606,-0.1446049106067261
CRYM,0.14553635793472725
ANKS4B,0.21025036019657678
ZP2,-0.05927293956709788
TMEM159,-0.021793746009091775
DNAH3,-0.18509675097028538
LYRM1,-0.07370252278327556
DCUN1D3,-0.01886186691352329
REXO5,-0.2281071899424414
ERI2,-0.24794644995137913
ACSM3,-0.09911232572546942
THUMPD1,-0.19971097963688067
ACSM4,-0.04775822046797854
ACSM2B,-2.748831739664758e-32
ACSM5,-0.17674404081171793
PDILT,-0.1119210013203574
UMOD,0.04369658202861572
GP2,-0.14411098649827037
GPRC5B,0.014639171966991847
IQCK,-0.09345846539711643
KNOP1,0.07859015873541125
C3H16orf62,0.11851270919650185
CCP110,-0.06356930232345867
LOC100623540,-0.060212866884424954
GDE1,-0.09008687179780898
TMC5,0.16535027020215606
TMC7,-0.008180873823413879
COQ7,-0.17699630536627875
ITPRIPL2,-0.05299494495477479
SYT17,-0.03595164305293447
SMG1,-0.14593193102739427
ARL6IP1,-0.22247276523287662
RPS15A,-0.053722191624082954
XYLT1,0.13594976479228194
LOC110259921,-0.12757973243800663
LOC106507143,0.011591199851095482
LOC100626015,-0.04353697549988203
ABCC6,-0.10841139011750359
ABCC1,0.1602699535004778
MIR7135,-0.008803938504496706
BFAR,0.2302328078884056
LOC110259924,0.16011999796522805
PARN,0.03976200307593089
LOC110259926,-0.14532128755817983
LOC110259927,-0.07472911302732911
LOC110259929,0.18829908179109017
MKL2,0.135245929263587
LOC106509690,0.16643876475788272
ERCC4,-0.05595696899043201
LOC110259931,-0.07306882663115101
LOC110259932,-0.15990246001269226
SHISA9,-0.0732301676752265
CPPED1,0.05998747260612614
LOC110260089,-0.047758220467978535
SNX29,-0.06975505602010074
LOC100739121,-0.057362095425729495
TNFRSF17,0.01393307333283579
LOC102166437,0.13935063920717738
GSPT1,-0.23168983891329759
RSL1D1,-0.2232516517894216
ZC3H7A,-0.05599740296150194
TXNDC11,0.19914108817167686
SNN,-0.08024673257195562
LOC106509692,-0.18503577026735873
LITAF,0.033117983220073685
LOC102157603,-0.06114765177438607
RMI2,-0.1859351425530763
PRM3,-2.748831739664758e-32
TNP2,-2.748831739664758e-32
SOCS1,-0.0008051286416188366
LOC110260110,-0.061968255124147664
CLEC16A,0.1513700222062348
DEXI,0.1453950458721467
CIITA,-0.16208455404140995
LOC106509696,-0.11527375922803373
TVP23A,0.033972581331508045
NUBP1,-0.04008208325581866
TEKT5,-0.04775822046797854
EMP2,-0.12452907412969824
LOC110259936,-2.748831739664758e-32
ATF7IP2,-0.17736719026982914
GRIN2A,-0.008803938504496706
LOC102160708,-0.04775822046797854
C3H16orf72,0.13026111024571188
LOC102164365,-2.748831739664758e-32
USP7,-0.026550821897930107
CARHSP1,0.10488355406960685
PMM2,0.014407704253932542
LOC106509702,-0.1229241127622307
TMEM186,-0.1103457347712755
ABAT,0.18216553884096143
METTL22,-0.11049728993589947
TMEM114,-0.12172558467968184
RBFOX1,-0.016459904711128084
LOC110260090,-0.14963353123538953
EEF2KMT,-0.0843278145069157
ALG1,-0.2128774992671084
C3H16orf89,0.05658634780294827
NAGPA,-0.10024338705902318
SEC14L5,0.08228773756262166
PPL,-0.2226127289497954
UBN1,-0.02758256277285838
GLYR1,-0.14577676034740625
ROGDI,0.09915458031200933
SMIM22,0.19383891649578766
SEPT12,-0.022746131865889196
LOC110259937,-0.04608196180019768
ZNF500,0.016043779388426563
C3H16orf71,-0.03182148243841454
ANKS3,0.06259862871283108
NUDT16L1,0.13851855407542557
MGRN1,0.0019449369942874661
UBALD1,0.08970942455281632
C3H16orf96,0.14052117943204576
CDIP1,0.19049391321850795
HMOX2,0.20497190818433658
NMRAL1,0.07714095946313891
DNAJA3,-0.09826841396571293
LOC100513346,0.08114740458321625
VASN,0.0007826475461331917
GLIS2,0.11709504318979888
TFAP4,-0.2196579024651517
SRL,-0.029692238629238987
ADCY9,0.20671794185730707
LOC110259939,-0.04775822046797854
CREBBP,0.08547869644794309
LOC102160050,-0.1447275493798094
TRAP1,-0.19252868772595252
DNASE1,0.02877858095975662
SLX4,-0.10569393302418717
LOC110260091,0.018863724663376182
LOC106509711,0.023927789298161875
NLRC3,-0.20804390164284364
LOC106509712,-0.12745401182336286
CLUAP1,-0.016311470448738187
C3H16orf90,-0.0912259559047665
NAA60,0.20727766553312507
ZNF597,-0.008574001957079937
ZNF174,0.07281320569766314
LOC100516428,-2.748831739664758e-32
LOC110260093,0.14882059775674822
LOC100517149,-0.17058374088000056
LOC110260094,0.11244321293292794
ZNF263,0.10212846822437299
MEFV,-0.1207840963246703
ZNF200,-0.05073638721568896
TRNAK-CUU_4,-2.748831739664758e-32
TRNAP-AGG_1,-0.122131867414384
TRNAP-UGG_1,0.25402208917298813
TRNAK-CUU_5,0.2210162626116547
TRNAR-CCU_1,0.14375437824498907
TRNAR-CCU_2,0.04369658202861573
TRNAR-CCG,-2.748831739664758e-32
ZNF213,-0.11432395707002437
ZNF205,-0.04274923849852536
LOC106509717,0.091611463315368
ZSCAN10,-0.03260838174516398
MMP25,-0.13651999985237598
BICDL2,0.1758133767004658
THOC6,0.11256175061536966
HCFC1R1,0.21992996633009443
TNFRSF12A,0.03620556897282708
CLDN6,-0.008803938504496706
CLDN9,-0.028279357478914913
LOC100737121,0.09560183148871682
LOC110260113,-0.059766921769505675
PKMYT1,-0.024927675680623707
PAQR4,0.08109078003876252
KREMEN2,-0.0497795976967034
FLYWCH1,-0.050345260885051826
FLYWCH2,-0.051507814800916235
SRRM2,0.14644240701851036
ELOB,0.16797313333188865
PRSS33,-0.008803938504496706
LOC110259943,-2.748831739664758e-32
PRSS22,0.1121784607233485
PRSS27,0.06506551459912527
KCTD5,-0.024956236223722325
PDPK1,-0.028489815504982488
AMDHD2,0.14620812566979496
ATP6V0C,0.15676805829737805
TBC1D24,0.0274965316483093
NTN3,0.18716281313576352
C3H16orf59,0.1687065470096905
LOC110259944,-0.07361708245086071
CCNF,-0.072645895550574
LOC110259945,-0.04684664914447478
LOC102160363,-0.03224552112598507
LOC106507370,-0.04775822046797854
ABCA3,0.18850961041951309
LOC102159543,-0.04684664914447479
LOC110259946,-0.07028879444277736
RNPS1,0.10457785936965266
ECI1,0.14491378131460994
E4F1,-0.01919681476100417
PGP,-0.17275660752148506
MLST8,0.19665773913942552
CASKIN1,0.18391574727145643
TRAF7,0.03211018222581856
RAB26,-0.05730273719498566
LOC106504252,-0.1773344281819334
PKD1,-0.041519510669241005
TSC2,0.16637547579043807
NTHL1,-0.024762185124189266
SLC9A3R2,-0.013129941781217236
NPW,-0.047758220467978535
ZNF598,-0.012289562689827213
SYNGR3,0.1629976482872098
GFER,0.19947277156634766
NOXO1,0.17388198034210428
TBL3,0.18351317820588392
RPS2,-0.2311479382751413
NDUFB10,-0.07925785871500418
RPL3L,-0.08416876491773964
MSRB1,-0.1358130900478517
HS3ST6,0.09974318006526027
MEIOB,-0.09234933551286137
HAGH,0.04295946474869013
LOC110259948,0.010983755628053394
IGFALS,-0.11477912721667617
NUBP2,0.1956675227909986
SPSB3,0.20021390752043594
EME2,0.03002615467173954
MRPS34,-0.20526249633167287
NME3,-0.11138834260070592
MAPK8IP3,0.06408557534833151
JPT2,-0.08420383325174507
CRAMP1,0.11881589672303626
IFT140,-0.1822697063694189
TMEM204,0.12066383753874435
TELO2,0.06022906541203232
PTX4,-0.2272708492639599
LOC106507362,-0.11201838139508938
CLCN7,-0.06736611027745107
CCDC154,0.12040537682950782
LOC106507364,-0.2222181698192438
C3H16orf91,-0.1482359064441116
UNKL,0.10765823243606436
GNPTG,-0.07827016788801583
LOC106507363,-0.02861788085835372
TSR3,0.09940117374051821
BAIAP3,-0.10496171603259333
LOC102162074,-0.04816223207646036
UBE2I,-0.2545328227883788
LOC396700,0.11194230068780188
LOC110259949,0.23862085145085518
MCT7,0.1703094785482598
LOC110255206,0.06921587154236061
CACNA1H,-0.061561422228047086
LOC110259951,0.23862085145085526
C1QTNF8,0.22981624734770129
SSTR5,-0.02182326443707782
SOX8,0.02985999365870219
LMF1,0.15438415809265085
LOC106509720,-0.19799857112901853
GNG13,-0.07325154052505423
CHTF18,-0.12036055068001277
RPUSD1,0.06383385156935198
LOC110259954,-0.04775822046797854
LOC100519473,0.07133156006106334
LOC100524016,-0.08141405825941792
NARFL,0.12218479019859643
HAGHL,0.20326621349848023
METRN,-0.04171404774294904
CCDC78,0.23328214079820087
FBXL16,-0.1166899667139123
WDR24,0.1412044973221106
JMJD8,-0.162689392004158
STUB1,0.025945647233662307
LOC100524737,-0.12445222134582114
RHBDL1,0.10946694781875801
RHOT2,0.11742270269029845
WDR90,0.058206607275715
MCRIP2,0.0011459164301809571
TRNAG-CCC_1,-0.10550161325621553
METTL26,-0.1558459874277224
WFIKKN1,0.013841389152703922
RAB40C,0.09352471897588943
PIGQ,0.1420453128853939
PRR35,-0.04775822046797854
CAPN15,0.08898650672683164
RAB11FIP3,-0.046973106210586604
LOC110259955,-0.1704286977128023
DECR2,0.09135184674235973
NME4,-0.07048943554302485
TMEM8A,0.12758146449399735
MRPL28,-0.13483363835930223
AXIN1,0.13119705460355796
ARHGDIG,0.1320695083400696
RGS11,-0.04775822046797854
FAM234A,0.21528085261409688
LUC7L,0.10126363396148219
HBQ1,0.07829947154795508
NPRL3,-0.14255502616421
LOC100737768,-0.1274540118233628
HBM,-0.13286659297354242
HBZ,0.19831067638911737
MPG,0.034629206657837454
RHBDF1,0.22929651817455948
SNRNP25,0.11882830133683311
POLR3K,-0.024944864208683887
IL9R,0.04302273886823799
LOC110259959,-0.12745401182336288
ZNF484,-0.12698175101651743
IARS,-0.2399626278956511
NOL8,-0.13346391328243098
CENPP,-0.23893978235331523
OGN,-0.010433336322270267
OMD,-0.0008217583496935021
ASPN,0.007284328830522158
ECM2,-0.05518832699706355
IPPK,-0.15160261807765094
BICD2,0.0995197271540529
FGD3,0.21355220891107232
SUSD3,0.12770780252911687
CARD19,0.10483543963734827
NINJ1,0.20080824350799545
WNK2,-0.13281450814145532
LOC102158199,-0.17306387643941437
FAM120A,-0.06671779301817066
LOC106509726,-0.08233904107842667
PHF2,-0.15541400398536998
BARX1,0.1973141649911062
PTPDC1,-0.019371323668430453
MIRLET7D,-0.14046064336580996
ZNF169,-0.15257586719674054
IL1B,-0.11302606439912638
IL1A,-0.021372391746649334
CKAP2L,-0.1852345161068285
NT5DC4,0.1733924452060205
SLC20A1,0.1005830370106936
CHCHD5,0.09958752271359851
LOC110259964,-0.09017096282778708
POLR1B,-0.20126045065368342
TTL,-0.2133565369777694
ZC3H6,0.06185706021893163
ZC3H8,-0.05556409739674965
FBLN7,0.1337043984196867
TMEM87B,0.12002093485899547
MERTK,-0.12765602484835595
ANAPC1,-0.24161984816364185
LOC100520015,-2.748831739664758e-32
LOC106509733,-0.07060094238332648
LOC110259966,0.1620834677266517
BCL2L11,0.1672719373112047
LOC110260116,-0.08593479238779816
ACOXL,0.027464208190059333
BUB1,-0.016374845723566817
LOC100620627,-0.07794842757460932
ADRA2B,0.23862085145085526
GPAT2,-0.09153462042796978
LOC100522130,0.06468480000790125
KCNIP3,-0.07273135655313813
PROM2,0.10062048754870212
LOC100523897,0.06274447480825789
LOC100521785,-0.06122697509904393
ZNF2,0.01813384200393585
ZNF514,-0.23540247200351527
LOC102159991,0.16125596537346049
MRPS5,0.08188724350948873
LOC100738720,-0.015664496691282198
MAL,-0.25000178479957597
MALL,0.020841103311827064
NPHP1,-0.06293544426814915
LOC100521082,0.10768974190341313
LOC110259967,-0.08078562821663098
LOC110259968,0.020076618553404202
SEPT10,-0.08495507156322195
SOWAHC,-0.1813651673571952
ARID5A,-0.030226989269641055
NEURL3,-0.18809434150401733
NCAPH,-0.11088400486808224
ITPRIPL1,0.09546253301317267
LOC110259970,0.02351468595458225
SNRNP200,0.0632026661824137
CIAO1,-0.21447852971060022
TMEM127,0.1479924710236082
STARD7,0.04369658202861573
DUSP2,-0.07089910829057268
ASTL,0.04369658202861573
SH3RF3,-0.06563289603699163
EDAR,-0.09360120572458064
CCDC138,-0.09185828282747707
LOC100511376,0.1396416431503444
LIMS1,-0.1566371395697388
GCC2,0.11385960921470152
LOC100623441,-0.23634104505406783
LOC100624389,-0.20206475422726444
LOC100623541,-0.19380135408927596
SLC5A7,-0.17885057944292304
LOC102164452,-2.748831739664758e-32
LOC102166005,-0.04509722354648192
ST6GAL2,-0.05342351916758957
UXS1,0.094722539160828
C3H2orf40,-0.1630829870053186
NCK2,0.13003101889377627
LOC106509743,0.13218375379328684
FHL2,0.16799214669549595
C3H2orf49,-0.11416671597000544
LOC100625214,0.20767923254505005
TGFBRAP1,0.10152514373284963
GPR45,0.022462589413820823
LOC110260119,-0.02665334644068523
MRPS9,-0.17147455787520421
POU3F3,0.22850721952678169
LOC110259973,-0.04775822046797854
LOC110259974,-2.748831739664758e-32
TMEM182,-0.21889902762037383
MFSD9,0.011047222993301218
SLC9A2,0.048601685686585405
SLC9A4,0.1388227058159585
IL18RAP,0.0979811441570535
IL18R1,-0.11136895073743976
IL1RL1,-0.19946262871121567
IL1RL2,-0.0429961200971778
IL1R1,0.015928458461580447
LOC110259975,-0.04684664914447478
IL1R2,-0.020932346892066495
MAP4K4,-0.10920349378664218
LOC106509759,-0.020753822918081477
RFX8,-0.17140122746839717
CREG2,-0.04684664914447478
RNF149,-0.09115903749260941
CNOT11,0.2247499277401589
LOC106509760,-0.12795982973601014
TBC1D8,0.17986882037919363
RPL31,0.011259554586233317
NPAS2,-0.14988551378443685
LOC102163181,-0.05977541779434932
PDCL3,-0.2569254822787178
NMS,0.043696582028615746
CHST10,-0.24241711479666533
LOC102163417,-0.12745401182336286
LONRF2,-0.1630765243580804
AFF3,0.003672349550497042
REV1,-0.21895237137758192
EIF5B,-0.0736297346651225
LOC106509762,-0.10353259307395196
TXNDC9,-0.1593485454703223
LOC100523177,-0.12745401182336283
MRPL30,0.07099620945437786
MITD1,-0.06807990479638105
FAHD2B,0.05706665709796668
LOC106508550,-0.030502944507224378
TSGA10,-0.23368574948302817
KIAA1211L,-0.030479535106703343
LOC102164468,0.07372727141957974
LOC110259978,-0.008803938504496706
MGAT4A,-0.03302550398677907
UNC50,-0.0006467472598298274
LOC100524554,0.0557307557105981
INPP4A,-0.1163311599249877
CNGA3,-0.019587226489014037
VWA3B,0.001079755023292453
TMEM131,0.168203053397497
LOC100739325,0.18085752514960368
LOC102167341,-0.20776995280855093
ACTR1B,-0.14200165899046857
COX5B,0.1178290062216294
FAM178B,0.10404201955327047
SEMA4C,-0.08019271053273153
ANKRD39,0.15560748052473453
ANKRD23,-0.18503609244728975
CNNM3,0.15912088017400683
CNNM4,0.11864813336193243
LMAN2L,0.12911117933321847
FER1L5,0.024736171902607296
KANSL3,-0.05570503035457208
LOC110259982,-0.046451007616804735
LOC100736878,0.058744151275530176
LOC110259983,-0.1491353352800933
LOC106509767,-0.026033502776030105
LOC110259984,0.0905769334731907
RPIA,-0.047329793986558774
LOC102164763,0.17350101426750786
EIF2AK3,-0.05231698827468713
THNSL2,0.1422817429989185
FABP1,0.08479831948300907
SMYD1,0.08254732837064167
KRCC1,-0.17494455026231193
CD8B,-0.19081679707491023
CD8A,-0.0006054020184040471
RMND5A,0.07881681491519818
RNF103,0.21547586468469782
CHMP3,-0.0738073422152514
KDM3A,-0.0611037180224571
REEP1,-0.20416920833981264
MRPL35,-0.1856727685800068
IMMT,-0.21369692683177324
PTCD3,-0.044013760306399724
POLR1A,0.02382442344412179
ST3GAL5,0.19474747354659605
ATOH8,-0.12913749389767426
GNLY,-0.0997037247451954
SFTPB,-0.12745401182336286
USP39,0.06757420473311493
C3H2orf68,0.11178394012039619
TMEM150A,-0.21987546661029517
RNF181,0.14691258388968015
VAMP5,-0.06777840725282197
VAMP8,0.1608660471352595
GGCX,0.17722298010372914
MAT2A,-0.00047075014037714635
LOC106507373,-0.15973257246801595
SH2D6,0.1212876589524932
CAPG,0.0646095953450122
ELMOD3,0.23769912873767515
RETSAT,0.14890955410690565
TGOLN2,0.14553094608478317
TCF7L1,-0.10649709466904529
KCMF1,-0.13662357216310736
LOC102158774,-0.016982274134963733
TMSB10,0.013859638559456128
TRABD2A,-0.10125763223339213
DNAH6,-0.07157171556126052
SUCLG1,0.05019583183598228
CTNNA2,0.14291261680194317
LRRTM1,-0.13865691025815366
LOC100520832,-0.047797900152511834
LOC100624628,-2.748831739664758e-32
REG3G,-0.04775822046797854
LOC100525692,0.17469705720849982
LRRTM4,-0.04775822046797855
LOC110259989,-0.008803938504496709
LOC106509776,-0.06979956362243357
GCFC2,0.03414322283244732
TRNAE-UUC_9,-2.748831739664758e-32
MRPL19,0.13275771658859348
EVA1A,-0.058083025670346705
TACR1,0.08566875564123476
POLE4,-0.1425935900528612
HK2,0.10884745939187906
SEMA4F,-0.2259808059233739
M1AP,0.06294006256319999
DOK1,-0.04209953792185407
LOXL3,-0.05571825305952574
HTRA2,0.10783264601621652
AUP1,0.19767712080352423
DQX1,0.023660446426086956
TLX2,-0.1657525939739325
PCGF1,-0.02949039574151001
LBX2,0.2285793140025762
TTC31,0.13608800687845327
CCDC142,0.005023146603495718
MOGS,0.11164784079713297
WBP1,-0.00032820474800584337
INO80B,0.06166126178537924
RTKN,0.13569166745573552
WDR54,-0.24726022632064468
C3H2orf81,-0.1428695750774767
LOC100513982,-0.10160965094837403
LOC100737572,-0.1599837128598999
DCTN1,0.07390021614266241
SLC4A5,0.17191689730344817
MTHFD2,0.13224118207784
MOB1A,-0.25100432748367196
BOLA3,-0.2483446214588869
TET3,0.08785777559302091
LOC102163719,-0.18524643035582833
DGUOK,-0.15882724426132866
ACTG2,-0.2227617853600197
STAMBP,-0.05787232012837369
DUSP11,0.19227353819606796
TPRKB,-0.060452319149473646
NAT8,-0.14723668805067436
ALMS1,0.10868288693090632
FBXO41,-0.08105812250649087
CCT7,-0.13149176695646525
PRADC1,-0.02651143609778027
SMYD5,-0.22056201808967774
NOTO,0.017992778189130462
RAB11FIP5,0.20936459555167536
LOC106509786,-0.03415415939778895
SFXN5,-0.05904090443264971
SPR,-0.20903471012194721
EXOC6B,0.09864969098848715
LOC100521659,0.18326543895460512
DYSF,-0.12549046689853766
ZNF638,-0.10806054281350826
PAIP2B,0.11207818938711926
NAGK,-0.06745267627389681
TEX261,0.22787358964308868
ANKRD53,-0.037560037670044566
ATP6V1B1,0.2149161399574231
VAX2,0.1429814180101986
CD207,-0.050234290446718
CLEC4F,-0.04775822046797853
ADD2,-0.01760087529412875
TGFA,-0.1252731869502099
LOC110260138,-0.14186431803364608
FAM136A,0.056026825839545484
SNRPG,-0.19131875150560573
PCYOX1,0.04098022892563693
TIA1,-0.07056625360125725
C3H2orf42,0.20152053667559305
ASPRV1,0.08848878095828469
PCBP1,0.052940465142331056
MXD1,0.18573716225971437
SNRNP27,-0.21990431223997264
GMCL1,-0.24982123935846523
ANXA4,-0.11725391295489092
LOC102163904,-0.13931978991442795
AAK1,0.10456497525444661
LOC100512341,0.11862745553224753
NFU1,-0.04561225131397359
GFPT1,-0.16665509066138898
LOC110259993,-0.11751229938668202
ANTXR1,-0.10204658643310455
BMP10,-0.12745401182336283
ARHGAP25,-0.10127886586999997
PROKR1,-2.748831739664758e-32
LOC110259994,-0.06971982215583798
APLF,-0.012537759197196005
FBXO48,0.15438677245322235
PLEK,-0.10304831374052581
CNRIP1,0.027430252049299275
PPP3R1,-0.24053053733901958
PNO1,-0.1585154969096987
WDR92,0.030538037655121586
TRNAV-UAC_3,0.19606431237987432
C1D,-0.11490828944881705
ETAA1,-0.21798997448781532
LOC110259995,0.06089769023189383
LOC106509797,-0.20863667853799717
LOC110259997,-0.07069269888880003
LOC110259996,-0.2278788530433292
MEIS1,-0.14967352575442
LOC106509799,-0.1765755251881816
SPRED2,0.06961255805962925
ACTR2,-0.09998466761076302
RAB1A,-0.14368753806914453
CEP68,0.12473669718924144
SLC1A4,-0.16581634920772798
LOC102160963,-0.10890422535452429
SERTAD2,0.023551907625339492
AFTPH,-0.17911520569169334
LGALSL,-0.1057518539783663
LOC110259999,-0.048540720507073476
PELI1,0.07831187769761651
VPS54,0.1382178586211216
UGP2,-0.007641043800868184
LOC106507380,-0.010285835211974466
MDH1,-0.21264981848589223
LOC110260000,-0.07317523514462662
WDPCP,-0.016999832669906977
EHBP1,-0.14112542877151113
TMEM17,0.030067766294459296
LOC106508312,-0.023639379685189022
LOC110260002,-0.0682041214131644
B3GNT2,0.022886723981859102
LOC110260003,-0.05510299284288064
COMMD1,-0.04858091725390133
CCT4,-0.19698062686608003
FAM161A,0.021052560470194784
LOC106509807,-0.13178058558483366
LOC106509808,-2.748831739664758e-32
XPO1,0.006809815767555266
LOC102166164,0.1448924059157251
USP34,-0.16206754137081153
AHSA2,0.048327171060625354
MIR9811,-0.008803938504496702
C3H2orf74,-0.17058666207179501
KIAA1841,-0.08515577382550787
PEX13,0.22155403396311785
PUS10,-0.0746432233882793
REL,0.09064909788695766
PAPOLG,-0.030062464751004117
LOC110260007,-0.04775822046797854
BCL11A,0.020861171611748063
LOC102159571,-0.19439004524123538
FANCL,0.10099619093695525
VRK2,-0.2508724034276905
LOC110260097,-2.748831739664758e-32
LOC110260099,-2.748831739664758e-32
CCDC85A,0.014920868259527056
EFEMP1,0.03227088334152781
PNPT1,-0.06188354549540305
PPP4R3B,-0.11251797899699992
CFAP36,-0.21933134343425742
LOC102163556,-0.04684664914447478
CCDC88A,0.046987969192862966
LOC100514282,-0.11961849237879202
MTIF2,0.028531157330088208
RPS27A,0.03104544569680326
CLHC1,0.05558054664689971
LOC110260013,-0.046846649144474777
RTN4,-0.15947613891394688
EML6,-0.18765686826462225
LOC110260125,-0.019511031310483304
SPTBN1,-0.05524498550633107
C3H2orf73,-0.1255289546630578
ACYP2,-0.13880357956283956
LOC110260101,-2.748831739664758e-32
PSME4,-0.11622428450382392
GPR75,-0.06132252943915652
ERLEC1,-0.21424687164505238
ASB3,-0.20671553834002887
CHAC2,0.03224185089693156
TRNAF-GAA_3,-0.13749983886864392
LOC102167127,0.020651836016845358
NRXN1,-0.10164386048429636
FSHR,-0.04684664914447479
LHCGR,-0.047758220467978535
GTF2A1L,-0.2043728569132117
STON1,-0.13486245661647886
PPP1R21,-0.2086074530265821
FOXN2,-0.21439537686015986
FBXO11,-0.04212452633353679
MSH6,-0.108256462426327
LOC110260142,-0.1274540118233628
KCNK12,-0.15363415930193536
MSH2,0.10492811192170663
EPCAM,0.24252890841187308
LOC110260018,0.08977237646196098
CALM2,-0.18408023840906446
STPG4,-0.12107024215804349
TTC7A,0.22884435389192237
MCFD2,-0.1514761610330314
LOC110260144,-0.04684664914447478
SOCS5,-0.15901465722591868
CRIPT,0.008720477217637315
PIGF,-0.11889399253085023
RHOQ,-0.06426330859717834
ATP6V1E2,-0.1579250977794192
LOC110260021,0.019522940237614986
EPAS1,0.03158831180041652
LOC106509830,-0.13958537442346058
PRKCE,-0.16354941847584017
SRBD1,-0.20602215561540682
LOC106509837,-0.07527701118433948
SIX2,0.2266575707445592
SIX3,-0.17895835251854045
LOC110260022,-0.05145461353915805
LOC110260024,-0.04684664914447477
CAMKMT,0.08220487899358109
PREPL,-0.2452309574043197
SLC3A1,0.07208867781262765
LOC106508573,-0.008803938504496706
PPM1B,0.08805144465246545
LRPPRC,-0.25757309716024274
ABCG8,-0.14495620046816862
ABCG5,-0.04775822046797854
DYNC2LI1,0.12871179515748132
PLEKHH2,-0.047930124287226816
THADA,-0.2492509684987564
ZFP36L2,0.23127338927295787
LOC106509841,-0.21351986194398317
LOC106509839,-0.08141602723246957
LOC106509842,-0.07405886803930095
LOC106509843,0.015006338023405508
HAAO,0.005464844174924682
MTA3,0.20804181675349775
KCNG3,-0.053650981783833165
LOC100516606,-0.007057553392298039
EML4,-0.19993983246385488
PKDCC,0.2345773169841189
LOC110260026,-0.04775822046797855
C3H2orf91,-0.1274540118233628
LOC102165712,-0.05145461353915806
SLC8A1,-0.2319445540105522
THUMPD2,-0.17662794773263274
TMEM178A,-0.10177534395872541
LOC102166345,0.04369658202861573
LOC102166222,-0.16009561275448267
MAP4K3,0.14087036362468822
CDKL4,0.16117395433907042
SOS1,-0.1350807577470578
LOC110260029,-0.1637837212734316
ARHGEF33,0.02236503928608203
LOC110260027,-0.1310443060893655
MORN2,-0.22299460142854377
DHX57,-0.08020560499812153
GEMIN6,-0.22912759245401493
SRSF7,-0.22936783647072734
GALM,0.0032941891535549547
LOC102164129,-0.09776482744173284
HNRNPLL,-0.12837363245121275
LOC102158799,-0.06902749118497857
ATL2,-0.2583708902317754
LOC102160052,-0.12110127300191395
LOC100625479,-0.014828629522608229
RMDN2,-0.2427761618306519
LOC110255304,-0.12745401182336283
CDC42EP3,-0.0711516776926783
QPCT,0.1443982797998888
PRKD3,-0.20337377572405696
NDUFAF7,-0.12318667685352622
CEBPZ,-0.24058036275929942
CEBPZOS,0.029009062907783115
EIF2AK2,0.2124720719863056
GPATCH11,-0.09870694929870932
HEATR5B,0.07685109985607994
STRN,0.05295644418106353
VIT,-0.12734778240745936
FEZ2,-0.04959239829962603
CRIM1,-0.1993954304227859
LOC106509856,-0.04684664914447479
FAM98A,-0.12176535428478717
RASGRP3,0.03748636521410273
LOC110260036,0.04369658202861572
LTBP1,-0.018507645926177263
LOC110260037,-0.008803938504496706
LOC110260038,0.11749295350218392
TTC27,0.09126448585246676
BIRC6,-0.10151756884023701
YIPF4,-0.18562887342805764
SLC30A6,0.10877895627332351
SPAST,-0.24130926658504845
DPY30,-0.19903376357868355
MEMO1,-0.16973129492926908
SRD5A2,0.04369658202861573
XDH,-0.007942111146773907
EHD3,-0.08034076105644318
CAPN14,0.19636893199888944
GALNT14,-0.136265436901186
CAPN13,-0.030269127649012934
LCLAT1,0.07374180061614594
LBH,0.2133484962029495
YPEL5,-0.059661484096698796
ALK,-0.14226783512446722
LOC110260042,0.17561143344250882
CLIP4,0.2123397536579419
C3H2orf71,-0.022229944153287717
TOGARAM2,0.19667654047659672
WDR43,-0.09105797015354283
TRMT61B,0.15511154585703488
SPDYA,-0.14075331276086495
PPP1CB,0.19192439867750036
LOC106509865,-0.07960612640962636
PLB1,0.005394948428473198
FOSL2,0.24093154141494552
BABAM2,-0.19857895294187491
LOC102157709,0.2268989366000322
RBKS,0.001901683830175041
LOC110260104,-0.04684664914447479
TRNAE-UUC_11,-0.07288656716619926
MRPL33,-0.1896128777531121
SLC4A1AP,-0.09645678752996024
SUPT7L,0.1655946562572818
GPN1,-0.2084559729227209
CCDC121,-0.23619081962665767
ZNF512,-0.0053795434172796835
GCKR,-2.748831739664758e-32
FNDC4,0.1070721989706861
IFT172,0.22693982156586484
KRTCAP3,-0.11771287983414587
NRBP1,0.08224391350101853
PPM1G,-0.11892408590608919
ZNF513,0.06356703914863841
SNX17,-0.0027278984028563796
EIF2B4,0.057624559278520664
GTF3C2,-0.039662840692693366
MPV17,-0.015631507059035883
UCN,-0.04684664914447479
DNAJC5G,-2.748831739664758e-32
SLC30A3,-0.07174071590800091
CAD,-0.0790746421373763
ATRAID,0.10525176717247112
SLC5A6,-0.03632731098732966
TCF23,-0.10956356851415938
PRR30,-0.047758220467978535
PREB,-0.11407539901543205
ABHD1,-0.18809414869373223
CGREF1,-0.20089493184040158
KHK,0.1550504563794183
EMILIN1,0.06066000491053208
