,X1_metaT,X2_metaT,X3_metaT
C001,0.970167881763599,0.5435424442698431,0.2212238275182892
C002,2.4924268331258967,-0.2052205332350093,-0.36200071140114776
C004,0.6873111876157864,1.0093717793984223,-0.5971657225411577
C006,-0.795569310979073,0.3966006775969346,-0.34416293783190854
C007,-0.9836315705800517,-1.6060655941166213,-1.5620120751447981
C008,-1.6453117856978783,1.1792040217425666,0.6396113526772061
C009,-0.7253932352482705,-1.317432795656127,2.0045062667235274
