,Z1
LOC106508962,-0.336104703002412
RAB27B,-0.1748988439857143
CCDC68,-0.03775723609982928
TCF4,0.23206448074204275
TXNL1,-0.2533255470037431
WDR7,-0.5619654505519421
LOC102164252,0.6798710630127297
ST8SIA3,0.2980230769717477
ONECUT2,0.2862447364624562
FECH,0.3985878292831195
NARS,-0.44377406738556063
MTFMT,-0.4165472888987447
SPG21,-0.7410492379111
ANKDD1A,-0.25124688236294745
LOC100737265,0.2578922672420875
PLEKHO2,-0.6060579143347392
PIF1,-0.038696253985713705
RBPMS2,0.29436213693821645
OAZ2,-0.7215520248388072
ZNF609,-0.41084427024769155
LOC102168143,-0.19110259656050077
TRIP4,-0.18812624421660754
PCLAF,0.6563178742721723
CSNK1G1,0.131171762803455
PPIB,0.07323752531155758
SNX22,0.7031295669889333
SNX1,-0.6309361956183879
FAM96A,-0.09569508123073123
DAPK2,0.5953780081314732
HERC1,-0.30601491314975027
FBXL22,0.7512196958540969
USP3,-0.6137330716038137
APH1B,0.4665822457982276
LOC110260967,0.4728546549173086
CA12,-0.10207657141893914
RAB8B,0.25453569979392404
RPS27L,0.5061395083128155
LACTB,-0.08468120352058628
LOC102163023,-0.4953219367072396
LOC110260973,0.5361768910212109
TPM1,0.557799237034431
TLN2,-0.17374714726846266
LOC102164011,0.3600613075170962
C2CD4B,-0.487020669816518
LOC100152206,0.05712425709098816
VPS13C,0.3919117188011824
LOC100520817,0.24536794434614834
RORA,0.2505442151387055
ICE2,-0.46205187472710413
LOC106508978,-2.0052555398326342e-31
ANXA2,0.3390942680161804
LOC110260996,0.4554174868228703
BNIP2,0.4076818559219756
GTF2A2,0.8145403806842838
GCNT3,-0.26418558890258514
FAM81A,-0.4042797304022869
MYO1E,-0.4054214063746869
CCNB2,-0.5068918726621693
RNF111,0.07086418628772959
SLTM,-0.007566337793918937
MINDY2,-0.03538684441915568
ADAM10,-0.6472278873660957
LOC100523526,0.515740415893453
LOC102158936,0.3215268664160822
LIPC,0.6312383315544183
AQP9,0.21420738476480713
ALDH1A2,-0.21175454696113236
LOC102160341,-0.19110259656050083
POLR2M,0.18760874610040834
LOC102160652,0.6646355375255155
MYZAP,-0.13024685785719733
CGNL1,0.3805209064469795
TCF12,0.8076975036293366
ZNF280D,0.6522194279804663
LOC110261024,-0.4490197414280704
MNS1,-0.27671923286028904
TEX9,0.5296887139611115
RFX7,-0.1415744386053577
NEDD4,-0.4475140137142199
PRTG,0.12262663346402836
PYGO1,0.7966740967029853
DNAAF4,-0.15691767179816768
C1H15orf65,-2.0052555398326342e-31
CCPG1,0.6656449335933448
PIGB,0.6947099239058534
PIGBOS1,0.06966338774899458
RAB27A,0.028995123434968684
RSL24D1,0.39541330959948656
LOC110256987,-2.0052555398326342e-31
UNC13C,0.2565851097810723
LOC110261071,-0.3033337301351249
LOC100516308,0.28471713637292384
WDR72,0.7432770431169123
LOC102167050,-0.1911025965605008
ONECUT1,0.7345736058375435
FAM214A,-0.08788453652858684
ARPP19,0.360824358123665
MYO5A,0.2318327961110455
MYO5C,-0.3061099464790798
GNB5,0.5115658019204155
BCL2L10,-0.19110259656050083
MAPK6,0.22745974820800668
LEO1,-0.7065402378850151
LOC102158569,0.49209782528754803
TMOD3,-0.7450054909285756
TMOD2,0.48627658890193753
LYSMD2,0.09937085166438711
SCG3,-0.09418858771517692
DMXL2,-0.22034898755801138
GLDN,-0.07742519956698923
LOC106508998,0.5714040653718766
TNFAIP8L3,0.6206601662688186
AP4E1,0.020721919072371777
SPPL2A,-0.2687696476514585
TRPM7,-0.6218866716914517
USP8,-0.4649952149101674
GABPB1,0.5124512545060299
HDC,0.5401219317111468
SLC27A2,-0.16642094107425426
ATP8B4,-0.4407389549279875
DTWD1,0.7773800423448121
FAM227B,0.4487507174795327
FGF7,0.09478852781362673
GALK2,-0.5820461988401101
COPS2,-0.12462711276541028
SECISBP2L,-0.5239067735751112
SHC4,0.538381345915575
EID1,0.0859479618520439
CEP152,-0.6090693319236518
FBN1,0.533093759472921
DUT,0.5694553434910654
LOC102161909,0.518910925702805
SLC12A1,0.6183410956321854
CTXN2,-0.20807216132026587
MYEF2,0.5046294884593652
LOC102162952,-0.45781637997441016
SEMA6D,0.5203142622841179
LOC110261192,0.2005201917389638
SQOR,0.21655961919217576
BLOC1S6,-0.5008173679489523
SLC30A4,-0.6526984020400509
C1H15orf48,0.6619420301934172
SPATA5L1,-0.49394975578967165
GATM,0.3974418406702151
SLC28A2,0.21039710585688134
LOC106509010,-0.303333730135125
TRNAH-GUG,0.6183410956321853
SHF,-0.6237361588275504
DUOX1,-0.03945392776666684
DUOXA1,-0.5377177550382836
DUOXA2,-0.627610429479696
DUOX2,-0.6752394066139102
SORD,-0.3247093499175125
TERB2,-0.06366115491156371
TRIM69,-2.0052555398326342e-31
B2M,-0.15449628429986564
LOC110261204,0.5320309785128191
B2M_1,-0.6104570927353323
SPG11,-0.4509687838143525
EIF3J,0.3221022569468891
CTDSPL2,-0.33688551252972554
CASC4,0.141943433772357
FRMD5,0.7091670235581629
WDR76,0.7420225655963026
MFAP1,-0.16851217621988202
SERINC4,-0.6274005893945349
SERF2,-0.18588414691170502
ELL3,0.3281202539461963
PDIA3,-0.31012576450244234
CATSPER2,0.5249802973959311
STRC,0.4834399538558379
CKMT1A,0.48738964324400724
PPIP5K1,-0.36269616669495747
MAP1A,0.25851154260679937
LOC100736659,0.37253036261289946
TP53BP1,-0.01733467168512326
TUBGCP4,0.06823134335604059
ZSCAN29,-0.588975875918551
ADAL,0.2843673707428429
LCMT2,-0.5099917883156221
TGM5,0.3101765408737033
EPB42,-0.6972411862133887
CCNDBP1,-0.30916954201933733
TMEM62,-0.07383443320793992
UBR1,0.41432619551042854
TTBK2,0.5390860495856191
CDAN1,0.31705377001884183
STARD9,0.5538498030637323
HAUS2,0.3749742935008703
LRRC57,0.3925169426849985
SNAP23,-0.6289526520359123
ZNF106,-0.16076832250827064
CAPN3,-0.19029960267639745
LOC110261287,-0.3033337301351249
GANC,-0.42936137702570687
LOC110256586,-0.006170978956597295
TMEM87A,-0.44148783769567007
VPS39,-0.06640841845328738
PLA2G4F,-0.010145221819886252
PLA2G4D,0.030715597728513913
PLA2G4E,0.5829390821817487
LOC110261331,0.6183410956321854
EHD4,0.40870391765938563
SPTBN5,0.6587627551010222
PLA2G4B,-0.20814196570446097
JMJD7,-0.760386535143667
MAPKBP1,-0.3215332735645791
MGA,0.44863540764458865
TYRO3,0.43247092820097277
RPAP1,0.6113226106480948
LTK,0.5593303774187699
ITPKA,0.4384511540517677
RTF1,-0.559349940008046
NDUFAF1,-0.5210747124410017
NUSAP1,0.1153130287794189
OIP5,-0.27218422660328195
CHP1,-0.6220943337191613
EXD1,0.09946229530025874
INO80,0.03811414204839425
CHAC1,-0.26578991146935216
DLL4,-0.7122548972510412
VPS18,-0.6063548525615579
LOC106509024,-0.3033337301351249
RHOV,-0.13765519261456058
SPINT1,-0.45162988887236133
PPP1R14D,0.22932301374064376
ZFYVE19,-0.08858285707612015
DNAJC17,-0.6291737710867942
C1H15orf62,-0.2978503048359794
GCHFR,0.37903323779878917
RMDN3,-0.44335636286544633
RAD51,0.17479019315321923
KNL1,0.4192217181828742
RPUSD2,0.3026594973598049
C1H15orf57,0.06959233756112317
CHST14,-0.36133346126275623
BAHD1,-0.6302494825256342
LOC106509023,-0.37778923978589085
IVD,-0.48468335277962926
KNSTRN,0.6272009065031299
DISP2,-0.1347854572596423
LOC110261415,-0.3033337301351249
C1H15orf52,0.561697400465461
INAFM2,0.5199932215341293
PLCB2,0.3189764202938948
ANKRD63,0.20082436281366883
PAK6,-0.526137409087368
BUB1B,-0.18278444470239302
BMF,-0.46065713322791846
SRP14,0.039666315838919164
EIF2AK4,-0.538037564172363
GPR176,0.45791825769707317
FSIP1,0.309317413027977
THBS1,0.24507809670687525
LOC102162931,-0.07742519956698923
LOC110261468,0.19316315724794675
LOC110261467,0.6183410956321854
LOC110261470,-0.289509535758004
LOC110261469,0.6183410956321855
RASGRP1,-0.2822312620352394
FAM98B,0.5632339545636829
SPRED1,0.630879982737314
LOC106506784,0.2875228528709447
MEIS2,0.636407728482012
LOC110261471,0.13239794338036054
C1H15orf41,0.44316832449464155
LOC110261472,-0.289509535758004
LOC106506797,-0.5326012193274479
DPH6,-0.06695064179779156
LOC102165617,-0.5816241192335007
LOC102166069,0.3304382209317526
ZNF770,0.26085877353165
AQR,-0.8107401860735017
ACTC1,-0.3154980597109565
GJD2,0.536194142626485
LOC110256993,-0.39929456076995223
ARHGAP11A,0.25884500108923414
SCG5,0.5506318797733862
GREM1,0.43394281250661704
FMN1,0.46698583092630064
FAM169B,0.32233962625836227
PGPEP1L,0.5675584656626065
IGF1R,0.20327786982715318
SYNM,0.4224826689288619
TTC23,-0.004485750917828435
LRRC28,0.710352903091948
MEF2A,-0.8165597245361189
LYSMD4,-0.42718967746222075
ADAMTS17,0.6430706872134334
CERS3,0.150494203912146
LINS1,0.503156993029615
ASB7,-0.23218672001301113
LOC106509040,-0.19785998091493992
LOC106509041,-0.46279655514146095
ALDH1A3,0.02634909173487593
LRRK1,-0.13274186840752775
CHSY1,0.7481103535080762
SELENOS,-0.2910450439320978
