"","C001F","C002F","C004F","C005F","C006F","C007F","C008F","C009F","C013F","C014F","C015F"
"MAG061",19.3230671098553,17.1474886145371,18.4914042148941,15.6521801473198,19.4556134781517,18.477975748306,17.4008277233342,16.98672844187,16.0184918970453,16.8790588153098,16.9257367596076
"MAG062",15.0189260772,15.0969383847503,14.2800909244438,14.6873256733341,21.6934614327485,14.6425708956969,14.5254573018842,15.2010507909443,15.1647093909982,20.5824055131353,15.5163798685622
"MAG063",14.9567160280029,18.4430615353903,13.3292719014728,10.5097024868506,17.8115125551642,14.388208094111,12.8685517985809,11.9119694099596,14.3093831413418,16.9333221248971,8.04794333793302
"MAG064",13.0679203797403,15.4939232080078,16.7744309590761,13.3096143528803,17.6634249410751,17.0844266437522,15.5399534782812,16.5048052478505,8.50146329387838,14.8423181549589,14.595249504839
"MAG065",7.83300856171808,10.802739098503,6.67655131245119,2.63774250557202,18.6672900889088,12.3232236653931,9.2554233362181,11.1177261821623,6.57995988092134,9.64901857276979,16.578523646598
"MAG066",17.7103119010408,18.0969099151682,19.9977492277366,18.0638430402164,20.9976903107057,16.1921886109513,19.3336450645802,17.5642052190802,21.3732420373299,16.8405301532638,17.315928046616
"MAG067",14.5660329919408,13.3727758463906,15.4107783399829,15.3614176168007,17.2540283974778,20.1717605668314,18.7517803889579,16.0792982260537,13.6557081767057,18.7874604344686,19.4080340681248
"MAG068",14.8256058644881,16.1780876142531,13.7379963558712,15.2436178750825,14.2056435484139,20.080935644023,16.2704608313378,15.2793716738219,17.0767111593111,18.1234056684827,13.4321298912579
"MAG069",16.6522342794912,16.8928521489147,19.3765710805062,14.9845176295844,17.4349391039458,19.692005925208,17.5096734767037,15.721380994763,17.5559485457654,15.1771393625183,15.4662615872594
"MAG070",11.8013908765341,13.7498337381119,9.99797599337362,14.1382644180551,12.59163062727,18.8848803696744,15.0024952074513,13.0974599019485,13.2541795924473,16.3283418776364,13.5758754244259
"MAG071",16.7247615733545,17.1828669687247,17.5188545657967,19.2226179097977,16.597041713825,20.751266603433,15.1492960334629,17.2990327495802,18.0031798803911,15.8308923896005,16.7637925373015
"MAG072",14.1072891438259,13.6679454118573,11.9099511146979,11.820173463355,17.4093242535767,18.0331474062118,14.3898306758729,14.0634135289162,12.6419811303106,17.2012430195147,18.1275467376292
"MAG073",12.0001638662806,14.9930843966836,16.8541199758784,13.330203281171,15.206677358195,17.6661384346577,13.6686428347419,11.1608165331634,14.5910390025593,13.0826259210361,14.5698622426173
"MAG074",15.8441936586272,14.2247640998395,15.7652425489814,16.8938697090782,18.3653647405524,18.7577403782131,15.0720805330973,17.7564579779844,17.0144303251755,16.2641319809496,18.0792521231615
"MAG075",16.8296838075636,13.8256780532641,15.6847128416625,16.1493453032929,17.863099659753,20.5135721101616,17.1680873791782,18.673429729937,17.1763245348688,14.0091994951887,15.8577996440255
"MAG076",11.9245827847464,12.8877373975759,12.3138260144853,17.2844362119723,13.848943193193,20.1520521982533,11.6874014225692,12.2214433700341,12.7480950440496,16.433144554699,14.7889662598239
"MAG077",20.054740368399,12.1724847360188,19.5204291329447,0.282391571902641,19.74438535859,19.3506043103643,13.4562261656356,18.1304955266321,19.5218958762272,18.4273639851031,19.2606097692635
"MAG078",12.3878349634535,10.8250839348243,16.7393079455721,17.0016831463697,17.4362472249282,18.8104180399476,17.5177521808267,18.1840895792847,17.063288506165,15.6490444181648,18.6069205312532
"MAG079",13.0853415497228,13.7747164450486,12.6273804039395,13.8274531306,15.0844391277774,16.8433947544286,13.2326099113612,15.8287827621484,13.1706092938118,12.9251737489894,13.5001992249547
"MAG080",16.1312952744783,18.5332133333854,15.6537246347042,17.1371912541543,15.5075158923238,18.0184596439587,14.963003631437,15.9242923590889,16.3946465644267,15.6393009545453,15.3280397908757
"MAG081",13.6978935436722,16.1707744030046,14.3449209941767,14.9858891779302,12.1880770503004,16.7859154485283,13.4812211408726,13.9996318467771,13.9819964440191,16.0571720415989,12.2143336975358
"MAG082",15.97356008797,17.8350808091827,12.3005346204483,14.5751171218055,12.9164808506105,16.1321611315409,12.5098652376946,10.3210424944073,-4.13032572165033,9.34811164649613,5.78368964170147
"MAG083",17.9122108715895,17.0184790969876,16.7285974151764,15.1266770804214,13.3222689686213,16.0836703809712,17.1151374678334,16.4383817156336,13.5888922005047,13.0976587836635,16.5520600457599
"MAG084",19.1838259824989,14.2900171143128,13.1588680739502,12.8276733619823,18.8807642900623,14.6889458725915,18.6330223925224,14.568868971597,14.2039764794548,12.6481393719546,12.1499397862231
"MAG085",16.3637455798568,14.2136028094112,14.182297265631,15.2126220232264,15.8129017633828,16.537220166902,19.0051008063532,17.0461486325765,14.1921209271967,17.3537488321066,14.5207132324402
"MAG086",16.6207213184292,18.3864092301369,17.5086056393805,15.4998858409654,15.3393416862044,15.2689055761126,18.1269063731943,15.5585264288088,15.5858233327079,15.3996090223821,17.3245755259706
"MAG087",15.5984000151749,14.2064884870945,9.66260555464049,12.8131654539875,14.2256103073902,12.0577267680507,16.9245037657864,14.5631582986578,7.20445335830914,11.8917552512963,12.6612631023169
"MAG088",15.7841080590161,15.0640756117221,17.7048284471335,17.3571901601592,17.8951027898698,16.0247525004428,19.3447880011236,16.3896252094179,16.1684347905835,15.3779901381265,16.1270086812114
"MAG089",13.0482394054739,12.3923803163144,11.6844825066922,17.27121602062,13.4867759195543,17.4034383988528,17.2411760181136,13.0050560511318,12.1603677605463,13.6297830241176,13.7763603846641
"MAG090",13.9846905664559,12.4951067964682,15.9085873313136,14.9741147691495,13.2009566283193,12.81763696291,19.1797362375839,13.0174934631904,12.5739568834801,15.5720894511776,13.7727856262928
"MAG091",9.26337051522806,7.32000087356854,10.278620734944,10.8886384849519,12.1150262193236,15.2111829309102,18.0824770004858,9.4524034725134,5.77663573795169,12.6570952411417,14.9530332523973
"MAG092",18.1177622164487,15.5302206675025,17.8767330591771,20.4890433212006,14.4734976381569,17.8804839135389,19.3496966138856,18.3097317520118,16.2529240445075,18.1189167027289,19.614600287615
"MAG093",17.1276579769232,15.8389534163708,18.8249588438748,16.4551866156636,16.5196861123671,17.1187125929404,18.3650818452163,16.0422144147509,17.1380313904391,17.9848548038941,19.0209914223305
"MAG094",14.2289034100449,12.3012838026398,10.9662710145796,16.6357794392579,14.0202537137989,14.9254583760478,16.7520747445083,12.8176159908105,12.5185446658818,14.3163433740904,15.2400029083188
"MAG095",12.7299498602401,12.8019864380216,14.1473970723444,17.9806511014928,21.163838136194,19.7012099479915,18.0526310074749,19.5966130605867,16.9422426424749,17.5530421075012,20.2660251828113
"MAG096",17.5796008486778,19.0683246856183,15.3290929726175,18.0144225546482,14.9526036313819,14.8627639999336,17.200842694259,17.6074699025841,16.8371023361865,14.6415000433192,15.1941732948598
"MAG097",15.6535507397883,11.5699227891828,13.6222460864404,12.6126085465444,17.65296380644,16.6260832503287,16.419615752595,12.0918205603888,11.506771533878,15.7162772256422,15.2474754515085
"MAG098",13.8192650653638,14.8859927820087,11.7818296668864,12.2318065264575,14.8675580238606,13.4319241004642,18.2743701464219,16.6028478964151,11.9297397704887,14.6652167628255,14.3342186998374
"MAG099",16.7110270183056,16.4833667353399,17.1386010572314,14.9629291001853,16.0785871617165,16.1752686742519,17.7665369662438,16.0289902516792,15.3699230163099,15.8049687133321,16.0109428925991
"MAG100",16.7430038180284,18.0126923311236,18.9132906957482,17.1564040425085,18.0168277870189,17.9955027624588,17.7803726165802,18.6622249077668,18.0177900073758,17.1736279221092,17.6802206960955
"MAG101",14.1060376933395,15.1166905184252,14.5239073434883,15.284363192699,15.9680188482048,15.7653339635083,17.3210026176038,14.2122183794196,15.7099103684185,13.8514340220538,14.9128667546317
"MAG102",15.1089352753788,13.0863104701828,14.2564094283386,15.4682751715332,16.4380660845812,15.1596018010808,15.4059556210233,19.5073980777721,13.8237081002281,13.7021845482118,15.8417013604576
"MAG103",16.253247728384,16.3686652164827,16.8959243733149,16.6246919872161,18.2246918634137,17.9497117889939,15.7743565070183,19.6933851362472,17.3329002527629,15.6696781931282,17.5965299946179
"MAG104",16.7305213209608,17.4213192646387,18.3215362262212,18.1472878671719,9.93272603777898,16.2523243746249,19.0914521474913,19.5958456846184,19.9014666866739,19.8484753922095,18.5113006171661
"MAG105",17.0204367811244,16.163030797493,17.7862579048961,18.2465874580213,13.3091415020822,13.5593531138291,16.5652108825085,20.5252540381503,14.077728028687,14.2718432859878,19.6566254976357
"MAG106",21.8015631105496,22.2443522989243,21.6677861905336,21.1296081458483,22.0067577870117,18.0607160042814,17.6662149738947,21.6032133765345,22.9970087713071,21.2247940275141,20.8231546625707
"MAG107",17.5537590466109,13.7523221780836,15.4360313272269,17.4889473075219,15.4935290994308,14.1308446724376,16.3795753444059,18.7120805988513,16.0445102611436,18.5577282688428,14.6675532551639
"MAG108",14.1463203617629,15.1041195604761,16.3078988268836,17.672499535291,15.2058282562296,13.1523543855538,19.4088040268767,19.8293913345059,14.6033811150145,13.8707574050956,16.0431356289354
"MAG109",17.2552436043797,13.3195312901744,17.9382506539426,14.6889710062229,13.3088194798351,19.207313357488,13.3636679326127,19.6235628695466,14.4696819892781,14.813179268932,13.723375261293
"MAG110",12.6317134467148,18.2487410321809,12.7045118346484,13.4062327827287,14.3639050517891,12.1809130247666,12.9595986572762,18.233050431614,13.3583197027057,13.0631616330729,16.7912769052236
"MAG111",13.7057508469672,13.9589448612575,13.7887548491458,13.8860195071859,13.1430136885444,13.8282055066704,16.8549681828063,18.044965412061,17.0696166753259,14.0001124195949,12.9345691982572
"MAG112",12.5516471453725,13.5894406664552,12.9190997767463,16.5278570257965,14.1263243912301,12.6190663921617,12.2707745837373,19.0384978039348,13.43383790702,13.7037270278253,13.8503916436919
"MAG113",16.9583940395777,16.0941643970157,18.5348876310511,17.6480527033544,18.9872605043829,16.8426630627061,15.5236353304325,20.9308659281536,17.3342449181464,18.7291796638326,19.5564826326138
"MAG114",18.2093753261974,17.8026353870289,13.7181021456624,15.6880053581421,17.6311125332959,13.3456672658382,15.5793886387782,16.0240815349016,18.5840611433917,13.3669822608591,14.0068599972945
"MAG115",16.5755305062016,16.3093739674337,18.5611939309534,17.0024295400977,17.4373546473748,15.8365066507423,16.416539184949,17.556595895079,16.8088755233785,16.8114527208263,17.3803832189888
"MAG116",15.8309862059767,14.6709559233964,16.8444267060191,15.4145768761711,13.9004329327545,13.6849668466863,15.2782218771365,14.8613731591597,19.0743567859576,14.813950183194,14.815206088215
"MAG117",8.21813006774675,9.4160060165016,8.8814372204287,9.19437868887469,11.5189764290795,16.0089375352088,9.29002890285068,12.9514272195985,10.9260062453494,9.9080922321403,14.6513831489381
"MAG118",13.2690444532896,13.132897485893,19.0652481257987,18.6610338375216,17.8742253812091,17.3886314835108,17.6881467809955,17.7047027596387,17.9359122681904,16.1188749122918,18.6940877381071
"MAG119",13.589926301115,9.96580939643543,14.1839187920505,14.2193553118974,13.2340288153808,15.2568926870751,12.1806487173415,11.5275024192691,11.3320367106403,9.03419399634328,14.4350819902725
"MAG120",14.6433451157159,14.6258662389308,14.222161496442,11.6029294770975,15.9684162596861,13.1360749707074,13.8267497760956,16.8432315237978,12.5964824615282,14.1067437915781,15.6900915030591
"MAG121",19.2809043453676,19.3096180293565,19.5928106338968,18.9876166570742,19.727739093304,20.319863615293,20.9570248392393,17.9425613293508,19.6568591896641,19.0232017365439,19.2608228025958
"MAG122",13.2116977656241,14.2858414170961,12.8627802569962,12.9209640586473,12.0772344495218,12.8820096767383,13.2699605214219,13.0535468827373,13.6184944739451,12.8064139532883,12.6121628274512
"MAG123",14.4553225184041,15.4862284932465,13.6403139413505,17.1098675439545,11.4614548077142,12.7762434858739,12.0706723421238,12.9148351254149,15.7126662030006,12.8982369163691,16.4178541021498
"MAG124",15.0907431266226,14.9529839765921,17.2805786510256,16.1217705406729,15.8533693607471,15.5719296842655,17.7931788722198,16.2732274200798,16.2835038670622,16.6627943311108,15.2159998919615
"MAG125",22.597851880593,17.8619105759995,20.2645254156691,19.4397251588333,23.1064293620076,18.3639012892475,21.1128391696047,23.0048525731645,21.1015411324504,20.5266460536602,22.032898515511
"MAG126",21.1315647737317,15.7957555337882,19.8279068228987,20.9991533700711,17.2674750528795,18.6012163985212,21.2816993748429,15.6867316556568,16.3810243326469,21.8082740919522,20.6011393459255
"MAG127",12.8887428748955,11.170700992123,10.6925838090119,12.2842393816197,12.0152126416212,11.0408291315076,12.5388705470322,11.4052540650287,10.5714344968155,11.2211704662074,11.8746797446374
"MAG128",15.4790697758165,13.4473557878729,16.7307390126804,15.9398952353136,17.9569425689048,15.9610952227487,15.7460619884793,17.6485024338112,18.0130457526608,15.986063859747,15.5813090188559
"MAG129",15.9264329957906,16.5503301934479,17.436079832049,15.2427762215041,15.752779643545,15.8905030292263,15.3142189499215,16.3877914755126,15.6029000594329,15.7339431658881,16.2789610852292
"MAG130",16.2663871148286,16.8865181482378,16.6395566710689,16.0076234891086,15.5716254860716,14.0615903124386,14.9172372917783,14.8122988415426,16.561348267901,13.6988720843619,14.5348514301256
"MAG131",18.0368109095294,14.2897083169444,16.6134274529057,15.6374255749076,15.9018385599432,15.8338271496875,15.8442940203972,19.0170719141535,15.824543302369,20.0090352732725,15.8301840163692
"MAG132",24.2865900302265,24.5053539580094,23.2015796593641,20.3985179303059,16.0033359365339,14.9632113870222,20.3859264371761,15.5693851321393,25.4245036089208,15.3962939589102,16.404163455254
"MAG133",14.5642290907551,14.243235976689,13.7425879858291,14.2371930801929,12.8742287842317,13.2508855889061,16.6097227109881,13.7644146524979,14.3497163210049,15.6942256956068,13.6675448123229
"MAG134",17.2282813034969,13.4395212299677,16.5515877945307,17.1745467249312,19.3941903529135,15.8353908733728,15.0669694107394,15.2914919732127,16.19104615549,14.9531012472656,15.7984066335415
"MAG135",14.2335312846589,13.8480339020327,14.6576683263958,13.3200949887946,14.609483330395,16.8526299307964,13.1594899845376,14.5365246182918,17.282556400358,13.6590296487457,14.2372549792226
"MAG136",12.674419511617,12.1387281294905,15.0964375419329,13.8657900807673,16.7352985686863,18.5025722392836,16.5170653886398,19.2799978685618,19.4279812258187,16.2256495604105,17.4405445944193
"MAG137",16.1436410755495,15.6404375828673,15.9543509334372,15.5499055205692,16.2897580048087,15.2235375335436,14.6406441083842,15.8071974224961,16.5390870077379,15.7131743908914,15.5504597525194
"MAG138",18.5173812997402,17.5156053469186,15.5178758259747,18.0953706235971,17.9454368246778,18.4590954518603,18.8447991917585,16.7150119999778,18.1295781802233,15.960391478232,18.5822679529794
"MAG139",15.6832384577629,17.4939464272026,14.476702744586,18.1228496671221,14.1455635754403,14.5200414905111,15.4576302848678,15.8575876572369,16.4763680467659,15.6711300299346,16.5234272087053
"MAG140",16.7188572477908,20.8385889555881,16.3709305553523,19.1453232474201,14.3708905209509,13.9584581775482,16.8948831066983,18.7492825766948,18.1445735295008,15.9584600734606,14.6345292437301
"MAG141",15.8412573559921,17.9922074768545,15.7966723427921,17.9344599186727,14.1040431930994,14.6995351031391,16.3855771330376,15.0090736086583,19.7482805434008,17.6000150753389,14.1401516293015
"MAG142",16.4036364585798,17.6902851686376,14.8316669145456,15.3016918364425,15.6244113904139,16.290993619022,16.1515612452653,16.7456362719303,14.6942886997056,16.2117720975564,15.7706781298075
"MAG143",18.2032627849121,17.7132854209215,23.2981593308617,17.0781900228764,18.1773013466737,18.5840073254677,16.472195717177,18.2476121106088,18.4611811941297,17.1457079080277,17.9061433515596
"MAG144",18.4832115600377,20.5633378723418,15.0299397192803,14.5736006383356,12.2543865956867,11.3673743372188,12.2733119591039,13.9951834758044,20.0242162989322,16.5205776394793,12.1870496891753
"MAG145",18.6892435220007,16.9485583629874,14.3293067623225,13.5264927663335,14.7023150791099,17.6001688485989,16.1694754485215,12.7401862796346,17.9272352859801,14.4232593525015,8.65206807988845
"MAG146",16.2538724364046,18.2539725940295,15.1132333211479,11.9499096289807,14.5259674271065,14.438162508918,13.0617909027468,20.7881865460439,14.7968777342883,13.7274761452733,14.3326426826026
"MAG147",17.3816129761746,13.6550089052373,14.4172740809612,13.1393139112601,14.5025693841325,12.836565873312,14.8103679637641,13.9046034292382,14.6414010351466,16.8069239189292,13.3497407128481
"MAG148",18.4846329581515,14.7017636743942,15.1212042165951,15.2121048060888,15.0496520990494,19.260114606422,17.4290707297742,16.6253635642138,17.1499715066395,19.2097839335445,15.5650825288775
