"","C001H","C002H","C004H","C005H","C006H","C007H","C008H","C009H"
"TCP10L2",6.27684859056292,6.98720629652068,6.7097108684329,6.45826077534518,7.68226604805049,6.56179960753869,6.27684859056292,6.4953465539985
"GPR31",6.92854532725427,7.43276194696876,7.29017738815308,6.27684859056292,7.61614382406196,7.08996416050693,6.92950792952349,7.32507894345135
"CCR6",6.27684859056292,7.25910159063292,7.39797162614759,6.27684859056292,7.17890415142665,7.00600008721853,7.0151390472717,7.01577141052363
"FGFR1OP",8.50303322875437,7.99226525513096,8.23641651796607,8.20084684617576,7.97257228956454,7.9422411686176,8.16537816189271,7.97975701804322
"LOC102157461",6.76742051677095,6.50940241437717,6.7097108684329,6.27684859056292,6.6500975732232,6.27684859056292,6.27684859056292,6.27684859056292
"RNASET2",10.4036393495158,10.4878883627868,10.8415445258441,10.3119703110839,10.4302431421619,10.1741603188739,10.6729109176023,10.5490325031462
"RPS6KA2",7.25734560975592,7.21985377219635,7.26105825705315,8.22010421902463,6.76959034932322,7.234069518383,7.19230312702872,7.60147544059735
"MPC1",11.6928273284877,11.7270359749182,11.2341739036642,11.7073378198758,11.2362661752507,11.2411259816294,11.7076357699302,11.6498884894645
"SFT2D1",10.6039279918014,10.9066408703618,11.3411293491869,10.9611181284469,11.4733852201236,11.3753004969683,11.2403674871945,11.2642455814027
"PRR18",6.27684859056292,6.88820984987318,6.27684859056292,6.27684859056292,6.27684859056292,6.64432282952042,6.27684859056292,6.27684859056292
"LOC102157949",6.27684859056292,6.98720629652068,6.27684859056292,6.27684859056292,7.73443612348861,6.76881375466564,6.27684859056292,7.17292449103604
"LOC110259852",7.0553846832679,7.20634968522843,6.27684859056292,6.27684859056292,8.17782670965161,6.50963587665342,6.27684859056292,6.27684859056292
"LOC110256592",6.27684859056292,6.27684859056292,7.26105825705315,6.27684859056292,6.27684859056292,6.27684859056292,6.42042886116157,6.63308963987751
"MIR9831",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292
"PDE10A",6.67803752021131,6.27684859056292,6.95750366001126,6.27684859056292,6.9703852510399,6.93038276856018,6.52533230747763,6.71260398604674
"C1H6orf118",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292
"LOC106508791",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.83800312419191
"LOC102165158",6.27684859056292,6.27684859056292,6.27684859056292,6.68143874718549,7.23175780717462,6.27684859056292,6.27684859056292,6.27684859056292
"LOC102165231",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.91980518328802,6.44154324124434,6.27684859056292,6.27684859056292
"LOC110259867",6.64327774594397,6.56151413749582,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292
"QKI",10.0187688629793,10.4424188256361,10.1416642559411,10.2563635186081,10.8208114349761,10.1158905651839,9.72167670165881,9.84381319262195
"LOC106506356",6.5089717119091,7.05679814453077,6.27684859056292,7.03815836856452,7.83195620785363,6.27684859056292,6.27684859056292,6.67488718289674
"LOC110259875",7.0553846832679,6.50940241437717,6.27684859056292,6.97314032027699,7.4017751462646,6.74092498243951,6.27684859056292,6.5587492388406
"LOC110259878",6.84241677605424,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.50963587665342,6.56365513484948,6.27684859056292
"PACRG",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.63308963987751
"PRKN",6.81862387985737,6.6439554727287,6.27684859056292,6.27684859056292,7.46976762894229,6.56179960753869,7.04139328853679,6.27684859056292
"LOC110256593",6.27684859056292,6.27684859056292,6.91127299586917,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292
"AGPAT4",10.0698866208459,9.25416492736549,8.87062522741382,8.92244100299289,10.0535852589581,9.87454923290163,10.8519021336022,10.6118693486904
"MAP3K4",8.00815056006244,7.91409785463909,7.98434592320468,7.56737006035166,8.49810049876845,7.66826504034977,7.69137190807317,7.98723033749332
"PLG",6.27684859056292,6.60537525377815,6.27684859056292,6.27684859056292,6.27684859056292,6.71118419213554,6.27684859056292,6.27684859056292
"SLC22A3",7.37650700757164,7.02288510617865,7.0604435115711,7.03815836856452,7.48281194266015,7.64278170050777,7.39757191652862,7.32507894345135
"LOC106508794",6.44107284526383,6.74046252740995,6.27684859056292,6.27684859056292,6.89284968269877,6.56179960753869,6.27684859056292,6.27684859056292
"SLC22A2",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.89284968269877,6.60570435565921,6.27684859056292,6.27684859056292
"LOC102165795",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.6500975732232,6.27684859056292,6.27684859056292,6.27684859056292
"SLC22A1",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,7.49568597822835,6.27684859056292,6.27684859056292,6.27684859056292
"IGF2R",9.96721037173365,8.9789428809568,9.19359735611462,9.06803945068586,8.46494256979263,9.88856818067595,10.1437744226035,9.34188893399511
"LOC102166961",7.08769865827205,6.6439554727287,7.04105913059169,7.76147606002819,7.97257228956454,7.17953074753757,6.72922117079358,7.45498245690492
"PNLDC1",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,7.23175780717462,6.44154324124434,6.27684859056292,6.27684859056292
"MRPL18",8.87072011818753,9.34565314348,8.31216337069603,9.05789166238356,8.54105053673803,8.84760616399183,9.17929519807193,8.95708609662192
"TCP1",10.0117184521759,9.51247532627289,8.63159356922696,9.28593638093422,10.0747953150014,9.54278773622497,9.51375471310277,9.83627948858199
"ACAT2",9.47552108795622,8.3123534532931,9.01169142943831,9.24202755762068,8.48162619988948,8.45265009181624,9.14379003646448,8.5405817605912
"WTAP",11.4785468798039,11.6992581223402,11.7173606067683,12.0728228796697,11.5818265275177,12.1871733627243,11.6943053415191,11.5116500061479
"LOC102157641",6.84241677605424,7.25910159063292,6.77605758892204,6.99552164988733,7.10247553113699,6.96930233597625,7.30092447081497,6.9154771668673
"SOD2",11.7059246200442,11.7888811629362,10.5866461936348,13.4532317018679,11.1174568491435,13.7595412996212,12.395833016679,11.9468768099395
"FNDC1",8.71915364113325,9.18202822642671,9.17584728479031,9.22105457386777,9.21702611636637,8.84106984654895,8.82621980907807,8.45614265775728
"LOC110259896",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.84767590638124,6.27684859056292
"LOC102158235",6.27684859056292,7.1201731792161,6.27684859056292,6.27684859056292,6.27684859056292,6.6791805244635,6.27684859056292,6.27684859056292
"LOC106508800",6.60476810520808,6.27684859056292,6.27684859056292,7.01717348226259,7.10247553113699,7.10564210599784,6.27684859056292,6.8239643396544
"TAGAP",6.96735943211314,7.33260811653313,7.0604435115711,8.19436156409128,7.76459223460069,7.2471611149908,7.19230312702872,7.51957505080362
"RSPH3",7.34239273336213,6.88820984987318,7.27574037153871,6.27684859056292,6.83480109647063,6.93038276856018,7.29160030339237,6.9154771668673
"LOC100521937",6.67803752021131,6.90933583616152,7.23091253751418,6.27684859056292,6.46386303405176,6.44154324124434,6.27684859056292,6.71260398604674
"EZR",13.2444506813427,13.017738187659,13.4660170137528,12.0007255803213,12.8197665185937,12.8145744571916,14.0209305067566,13.3207179994865
"SYTL3",7.38760364871928,7.23314120199878,7.07931585627113,7.13474813021908,7.26521542540114,7.34531589874266,7.06669818700206,7.45498245690492
"LOC110259902",6.27684859056292,6.84345515124154,6.27684859056292,6.27684859056292,6.27684859056292,6.50963587665342,6.27684859056292,6.27684859056292
"DYNLT1",9.29998187763595,9.79986677864131,9.72949699053082,9.29741619920909,9.6173727801895,9.66221238477831,9.60004655142398,9.76760802877038
"TMEM181",8.72980300728175,8.90920767958686,8.4565184905272,9.03736987228283,8.29156934864555,8.76701733224486,8.53214271287727,8.66013228786042
"TULP4",8.06859941131091,7.68361171668394,7.1331969758882,8.33570899198062,7.31308394831817,7.7798855223204,8.39349548422359,7.98723033749332
"GTF2H5",9.18302465465986,9.60422297423149,9.45065282054302,9.17502109594641,9.62461461146292,9.33882057530217,9.05510459909697,9.45385677035258
"SERAC1",7.27001383690082,7.69183971552141,7.41059983841497,8.3181375866253,7.8777480671585,7.42324274688132,7.37220954513927,7.50237215875521
"LOC110259904",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.50963587665342,6.27684859056292,6.27684859056292
"LOC110259908",6.76742051677095,6.67877874879634,6.27684859056292,6.27684859056292,6.9703852510399,6.27684859056292,6.27684859056292,6.63308963987751
"SYNJ2",9.52616998994023,9.18457885618136,8.82530580853894,9.34794160921602,9.53259651117217,9.85246371682392,9.41197719979404,9.4251124875066
"LOC110259909",6.27684859056292,6.27684859056292,7.21542344841257,6.27684859056292,6.27684859056292,6.44154324124434,6.27684859056292,6.27684859056292
"LOC106506437",6.27684859056292,6.56151413749582,7.3721926878691,6.27684859056292,6.27684859056292,6.50963587665342,6.27684859056292,6.27684859056292
"SNX9",10.3599914392544,10.6255126153903,10.8192152340237,10.9664469224136,10.4192527089477,10.8264051509023,10.8488937410932,10.6657400289278
"LOC110259393",6.64327774594397,6.27684859056292,6.27684859056292,6.27684859056292,6.86458164981939,6.56179960753869,7.05415849305912,6.97311583124001
"LOC106506439",6.5089717119091,6.27684859056292,7.0211224387733,6.27684859056292,6.27684859056292,6.60570435565921,6.84767590638124,6.27684859056292
"LOC110259912",6.84241677605424,6.74046252740995,6.27684859056292,6.27684859056292,6.27684859056292,6.50963587665342,6.27684859056292,6.27684859056292
"ZDHHC14",7.306943634497,7.60657510890008,7.74837174979119,7.9103449996947,7.71386545178609,7.66826504034977,7.48517476696741,7.41786130080748
"TMEM242",7.63053140910656,7.71615723950262,7.64413203860316,7.54469842362023,7.68226604805049,7.70133174884029,7.36359892722508,7.71110338350675
"LOC100153697",6.27684859056292,6.27684859056292,6.27684859056292,7.05853032130936,6.27684859056292,6.27684859056292,6.42042886116157,6.71260398604674
"LOC110259919",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,7.10247553113699,6.64432282952042,6.27684859056292,6.27684859056292
"ARID1B",8.75432965482068,9.0168484501382,8.52070656403883,8.80108457585275,9.6766187966552,9.03045674186109,8.9256818152008,8.87703572663404
"LOC110259923",6.27684859056292,6.81961960646017,6.27684859056292,6.27684859056292,7.1416332569313,6.60570435565921,6.27684859056292,6.27684859056292
"LOC102161179",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.44154324124434,6.27684859056292,6.6545801180388
"NOX3",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,7.50839524824153,6.56179960753869,6.27684859056292,7.32507894345135
"TFB1M",8.61161072391583,9.0168484501382,9.26800544377313,8.71661825703722,8.676532826767,9.05590328633485,8.51955130517974,9.01759003899949
"CLDN20",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292
"LOC106508808",6.90818030482161,6.86628078092394,6.27684859056292,6.27684859056292,6.76959034932322,6.44154324124434,6.68179193323238,6.27684859056292
"TIAM2",6.96735943211314,7.02288510617865,6.27684859056292,7.83394901423428,7.72419884267418,7.13604995716406,6.27684859056292,7.02602523709422
"SCAF8",8.25948614187573,8.52732050836135,8.11681464564529,8.77211709151197,8.37217301935972,8.73197162277572,8.36176485287199,8.41708855437184
"LOC110256595",6.27684859056292,6.7107509165899,6.27684859056292,6.27684859056292,6.27684859056292,6.50963587665342,6.27684859056292,6.27684859056292
"CNKSR3",8.94816788798103,8.5396525012446,8.73807957378088,8.47875760029359,9.02773359209643,8.7944150024114,8.82370096897075,8.3631223365131
"LOC110259934",6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.27684859056292,6.44154324124434,6.27684859056292,6.27684859056292
"IPCEF1",7.17703045037483,7.05679814453077,6.88675507677593,6.84718120718951,7.46976762894229,7.05756424196359,7.4542305077652,7.58560797500884
"RGS17",6.27684859056292,6.76832402398366,6.58350022828772,6.27684859056292,6.91980518328802,6.74092498243951,6.95933780926465,6.76358029644484
"MTRF1L",8.28948382222305,8.1625791648121,7.62404702991808,8.09983547513178,7.89556891125595,8.22320572386956,8.08801854341816,7.72522717267808
