"","C001H","C002H","C004H","C005H","C006H","C007H","C008H","C009H"
"THAP9",87,37,43,19,19,52,36,37
"LOC100737511",199,173,138,230,223,146,141,305
"SEC31A",1161,1356,1331,1285,491,1440,2127,1710
"SCD5",19,37,18,12,62,59,31,129
"TMEM150C",22,30,0,0,18,26,89,40
"LOC110262196",15,55,77,49,112,65,54,113
"ENOPH1",187,174,86,180,233,148,205,289
"HNRNPDL",2920,4427,2702,3088,1851,3067,3183,3718
"LOC110255270",109,213,197,104,78,105,107,174
"HNRNPD",1103,1333,780,900,1065,1090,1438,1681
"LOC102163780",6,9,0,0,0,6,0,0
"RASGEF1B",98,52,93,35,139,123,39,121
"LOC110262199",7,4,0,0,41,9,22,31
"LOC106510559",0,0,0,0,1,0,0,0
"LOC110262197",4,0,0,0,12,2,0,0
"LOC110262198",0,5,0,0,0,4,10,0
"LOC110262200",0,5,0,0,0,3,0,6
"LOC110262201",49,43,8,47,0,52,69,56
"LOC106510562",0,0,0,0,0,0,0,0
"PRKG2",504,551,228,277,219,490,449,444
"BMP3",157,152,8,15,23,117,165,78
"C8H4orf22",8,9,0,17,7,18,0,0
"LOC106508257",0,15,0,18,0,7,9,0
"LOC110262202",0,0,0,0,0,17,0,0
"FGF5",0,0,0,0,0,0,0,34
"PRDM8",46,39,104,26,44,54,80,30
"LOC106510569",10,8,12,22,25,14,7,52
"ANTXR2",327,391,271,396,357,441,489,857
"LOC102167132",0,4,0,0,0,0,0,0
"LOC106510575",0,0,9,0,36,1,10,9
"NAA11",0,0,0,0,0,2,0,0
"PAQR3",118,150,60,137,130,111,166,199
"BMP2K",307,369,167,294,443,293,403,419
"LOC110255343",0,0,0,0,0,0,2,0
"LOC110255345",3,0,0,0,0,4,0,0
"ZNF143",337,265,264,227,220,446,448,594
"IPO7",776,825,494,1132,869,875,996,1663
"LOC102164595",15,8,0,0,29,4,11,1
"TMEM41B",927,1010,590,990,809,1012,1250,1834
"DENND5A",460,431,344,371,435,493,605,748
"SCUBE2",73,71,84,40,150,82,96,63
"TMEM9B",1401,1490,1736,914,1367,1569,3045,3851
"AKIP1",180,160,113,128,114,111,274,276
"ASCL3",6,0,0,0,0,0,0,0
"LOC110255346",0,2,0,0,0,0,0,0
"LOC110255347",6,0,0,0,0,0,0,0
"LOC110262312",0,0,0,0,0,0,0,0
"ST5",724,438,561,386,398,550,831,1625
"RPL27A",15238,21890,15796,17589,21347,14417,22072,25279
"TRIM66",248,198,273,110,84,145,239,208
"LOC110255348",16,0,14,0,0,0,16,0
"STK33",12,12,14,0,0,0,0,9
"LOC102158037",11,16,20,0,0,0,0,4
"LMO1",5,5,0,0,1,0,0,0
"RIC3",82,13,14,25,0,14,51,67
"TUB",11,4,46,15,29,36,12,73
"EIF3F",1532,2305,2313,1170,1799,1556,3020,2948
"LOC100736745",10,0,0,0,0,0,0,0
"LOC110255349",0,0,0,0,20,0,0,0
"LOC110262320",9,4,17,25,7,12,12,17
"PPFIBP2",113,190,232,96,58,138,202,221
"OLFML1",41,63,57,89,55,48,86,155
"SYT9",0,5,12,0,17,8,16,6
"LOC100524097",12,0,0,0,10,0,0,0
"ZNF215",0,6,0,0,0,0,0,0
"LOC100624726",3,0,0,0,0,0,0,0
"LOC100738533",0,0,5,0,0,0,0,0
"LOC100738942",0,0,0,0,38,0,0,0
"LOC100738899",0,0,0,28,0,1,0,0
"LOC100511211",0,0,0,0,8,6,5,0
"LOC100738864",0,2,0,16,61,2,0,0
"LOC100738683",0,0,0,0,0,0,0,0
"GVIN1",58,15,0,18,0,30,13,64
"LOC110255360",2088,1427,1123,706,2108,1841,867,4358
"LOC110255361",74,28,46,64,72,88,50,24
"MRPL17",653,1107,610,1014,789,882,845,1397
"LOC106507820",7,0,12,0,0,0,0,0
"DCHS1",35,66,50,14,12,46,102,214
"TPP1",669,538,1338,500,647,939,1328,1109
"TAF10",1387,1311,1938,1133,1411,1392,2641,2818
"ILK",1775,1855,1699,1798,1486,1953,3497,3602
"RRP8",179,171,126,125,206,174,104,230
"DNHD1",17,1,27,13,9,8,20,8
"TIMM10B",706,947,549,808,678,605,668,1205
"ARFIP2",769,632,923,875,318,561,1393,1311
"TRIM3",417,250,441,251,225,187,684,472
"HPX",14,2,10,0,0,6,15,0
"APBB1",132,132,146,132,108,94,113,253
"SMPD1",615,523,1356,505,847,686,1810,2764
"CAVIN3",1208,983,789,1362,610,820,1175,2222
"CCKBR",8,6,0,0,10,2,23,0
"CNGA4",0,5,21,22,34,4,0,0
"FAM160A2",1607,1771,1735,1078,680,1330,2514,2928
"LOC106507823",8,0,0,0,0,0,0,0
"C9H11orf42",11,8,25,64,0,9,41,10
"LOC110255363",13,27,37,0,35,23,53,24
"LOC100514118",0,0,0,28,0,0,0,0
"LOC100514306",0,0,0,0,0,0,0,0
"LOC100524884",0,0,0,0,0,0,0,0
"LOC733579",5540,3424,8613,1459,3202,4170,5017,6427
"LOC100738479",247,103,0,213,50,112,314,127
"LOC100622028",0,0,0,0,0,0,0,31
"LOC100516630",0,9,0,0,6,0,0,0
"LOC100516817",0,7,10,0,0,0,0,0
"LOC102165028",0,0,0,23,0,0,0,0
"LOC102167734",0,0,9,0,0,0,0,6
"LOC100517356",6,0,0,0,0,0,0,0
"LOC100525938",0,0,0,0,0,0,0,0
"LOC100526123",0,1,0,33,3,0,0,0
"LOC100510920",1,0,0,0,0,0,0,0
"LOC100739737",0,0,0,0,19,0,7,0
"LOC100625080",0,0,0,0,0,0,0,0
"LOC100517595",0,0,0,0,0,0,2,0
"LOC100737110",0,0,0,0,0,6,0,0
"LOC110255371",0,1,0,0,0,0,0,0
"LOC110255365",0,0,0,0,0,1,0,0
"HBB",173657,69377,81806,69265,303825,186475,81131,55498
"LOC100515788",0,2,0,0,1,4,16,0
"HBE1",15,14,0,48,52,26,16,15
"LOC100520626",0,0,0,14,0,0,0,0
"LOC110255376",0,0,0,0,0,0,0,0
"LOC106508264",0,0,8,0,0,0,0,0
"LOC100522746",0,3,0,0,10,0,0,0
"LOC100624701",0,0,0,0,2,0,0,0
"LOC100524384",0,15,1,1,9,1,0,0
"LOC100524207",0,0,20,0,0,1,0,0
"LOC110255380",0,0,0,0,0,0,0,0
"LOC100737783",0,0,0,0,0,0,0,0
"LOC100525652",0,0,10,0,0,0,0,0
"LOC102163879",8,0,0,0,0,4,0,0
"LOC100737816",0,0,0,0,0,0,0,0
"LOC100737856",0,0,0,0,0,0,0,0
"LOC100737900",0,0,0,0,16,0,0,0
"LOC100510971",0,0,0,0,0,1,0,0
"LOC100512976",0,0,0,0,4,6,0,0
"LOC100513367",0,2,1,0,4,1,0,3
"LOC100511338",11,0,0,0,7,0,0,0
"LOC100513749",0,7,0,0,14,3,0,0
"LOC100514119",3,0,0,0,0,3,0,0
"LOC100511705",0,0,7,0,18,12,0,0
"LOC100514670",8,0,0,0,7,0,0,6
"LOC110255384",0,0,0,0,0,4,0,0
"LOC100625684",0,0,0,13,18,1,0,0
"LOC100737488",0,0,15,0,8,12,0,0
"LOC100738133",91,93,48,84,104,70,41,96
"LOC100737531",13,5,0,25,19,8,4,23
"LOC100737577",0,3,0,0,9,0,6,0
"TRIM68",208,122,98,71,51,157,169,187
"LOC100516631",0,0,0,0,0,0,0,0
"LOC110255386",0,0,0,0,0,0,16,0
"TRIM21",1156,355,1613,326,553,555,1205,789
"LOC100518798",53,33,29,51,63,45,81,54
"LOC110255391",0,0,0,0,0,0,0,0
"RRM1",442,431,522,194,262,388,381,656
"STIM1",1922,1039,1707,833,794,1412,3941,3041
"RHOG",102,62,158,3,65,157,186,214
"PGAP2",520,389,431,277,185,388,541,986
"LOC110255393",5,17,0,0,35,3,0,0
"NUP98",1036,649,416,613,305,685,1270,1089
"CHRNA10",4,0,14,0,0,1,0,0
"ART1",0,0,0,0,0,0,0,0
"ART5",0,0,0,0,0,1,0,7
"LOC100523131",51,6,48,0,29,15,37,39
"LOC106510703",0,0,0,0,9,1,0,0
"LOC106510706",0,0,0,0,17,0,0,0
"RNF121",562,704,399,471,403,374,815,1020
"IL18BP",700,811,693,356,246,369,471,871
"NUMA1",677,595,588,549,159,874,1496,1581
"LRRC51",11,18,24,32,32,34,21,79
"LOC102158722",27,11,0,50,27,8,36,30
"LAMTOR1",1255,1361,1819,1509,363,1239,2242,2459
"ANAPC15",335,410,352,334,353,321,506,643
"FOLR1",964,1069,1554,1170,1378,1289,2269,3873
"FOLR1_1",18,3,1,0,32,11,0,0
"FOLR2",77,265,227,111,263,290,284,535
"INPPL1",877,570,338,667,252,534,1133,1345
"PHOX2A",14,9,66,0,150,10,10,0
"CLPB",74,79,69,99,86,70,49,200
"PDE2A",254,209,92,93,112,79,261,301
"LOC110262210",0,7,0,0,0,0,0,0
"ARAP1",667,628,370,382,434,747,1173,1115
"STARD10",955,920,406,528,586,580,695,918
"ATG16L2",33,27,25,53,28,40,38,31
"FCHSD2",123,135,122,186,157,246,194,365
"P2RY2",1452,1204,1035,932,871,1750,2668,3427
"P2RY6",0,0,0,0,22,1,0,7
"LOC110255395",0,0,0,0,0,0,0,0
"ARHGEF17",238,154,141,18,69,124,147,262
"RELT",52,40,0,58,16,57,36,93
"FAM168A",211,73,162,92,85,170,313,253
"PLEKHB1",17,25,0,0,14,11,0,29
"RAB6A",1706,1168,891,1241,1705,1160,1868,2172
"MRPL48",251,200,209,92,352,274,308,349
"LOC100514530",229,79,83,129,56,103,186,224
"PAAF1",667,443,356,364,671,217,363,495
"DNAJB13",42,18,12,0,10,21,96,35
"UCP2",956,717,847,298,800,853,2765,2131
"LOC110255396",84,87,66,35,0,16,12,70
"UCP3",2606,2528,4562,1054,1085,1387,3997,4744
"C2CD3",541,277,791,72,270,344,774,617
"LOC110255397",39,47,56,15,31,14,42,23
"PPME1",408,314,542,202,142,263,653,653
"P4HA3",40,16,0,0,6,2,0,0
"PGM2L1",107,130,80,43,57,58,71,130
"LOC106504800",7,13,0,0,7,7,0,0
"LOC110255398",0,0,0,0,0,0,0,12
"KCNE3",97,81,13,52,46,63,53,65
"LIPT2",21,25,12,24,12,37,20,89
"POLD3",242,161,174,245,133,157,175,251
"CHRDL2",117,125,0,24,38,21,76,83
"RNF169",163,184,165,23,113,128,146,257
"XRRA1",38,57,154,0,35,12,39,56
"SPCS2",2006,2559,2065,2228,2735,2501,2440,4608
"LOC110255399",0,0,0,0,0,6,9,0
"NEU3",85,27,64,32,16,33,40,110
"LOC102160367",0,3,0,17,60,13,12,0
"SLCO2B1",116,255,145,90,178,239,362,324
"TPBGL",0,9,0,16,25,7,8,7
"ARRB1",558,646,692,763,676,706,963,1733
"LOC102160761",10,20,30,22,7,24,16,14
"MIR326",0,8,0,0,10,2,0,0
"RPS3",14952,16856,13005,15818,12763,14812,17531,24187
"KLHL35",12,1,0,0,0,2,6,0
"GDPD5",134,142,56,0,96,110,151,277
"LOC102161066",12,20,6,27,14,13,19,22
"LOC102161477",0,3,0,0,0,5,0,0
"LOC106504810",5,12,36,0,17,8,29,20
"SERPINH1",1424,1322,941,1126,1172,1626,2022,3417
"MAP6",0,13,0,11,3,4,0,17
"MOGAT2",0,0,0,0,0,7,5,23
"LOC106504812",0,6,0,0,10,1,21,14
"MIR4335",0,0,0,0,0,0,4,0
"LOC110255553",33,0,0,0,6,0,0,5
"DGAT2",138,31,13,135,175,56,284,186
"UVRAG",237,110,150,129,87,162,158,285
"WNT11",34,50,59,79,19,31,17,52
"LOC110255401",0,0,0,0,0,0,13,0
"LOC102162516",0,0,0,0,0,0,0,0
"THAP12",381,280,235,226,296,324,330,440
"LOC102162715",11,0,0,44,2,0,0,0
"LOC102163793",1,18,0,0,0,13,9,7
"EMSY",274,146,196,95,126,156,162,318
"LRRC32",51,47,77,0,90,35,65,184
"LOC100523457",36,51,21,46,21,46,136,72
"TSKU",740,687,1200,272,151,541,1784,2037
"ACER3",276,251,293,178,328,328,381,629
"B3GNT6",44,17,0,0,23,16,32,8
"CAPN5",5134,5795,11667,3841,2030,5786,14696,15167
"OMP",27,90,248,0,16,41,99,54
"MYO7A",40,18,50,0,39,36,57,32
"PAK1",411,363,377,354,204,363,493,941
"LOC106504821",0,9,0,0,34,1,0,12
"AQP11",70,72,10,16,5,51,64,112
"CLNS1A",448,562,255,349,299,523,573,895
"RSF1",397,405,315,200,251,279,532,324
"AAMDC",407,402,383,561,226,344,500,586
"INTS4",133,138,61,160,64,106,140,184
"KCTD14",30,32,0,41,0,2,0,22
"THRSP",15,27,19,22,162,25,153,180
"NDUFC2",2715,2159,2757,2355,1545,2453,2226,3769
"ALG8",81,116,78,19,45,97,92,145
"KCTD21",80,89,20,87,79,58,142,82
"USP35",0,7,0,0,6,15,45,11
"GAB2",33,38,63,65,33,81,216,131
"LOC110255406",0,0,0,0,12,0,0,9
"NARS2",163,137,100,192,126,122,136,253
"TENM4",32,41,32,48,76,29,11,56
"LOC110262212",10,0,0,0,0,0,7,0
"LOC110262211",0,0,0,0,20,0,9,0
"LOC102160854",0,0,0,0,30,0,0,0
"LOC106504825",0,0,0,12,0,0,0,0
"LOC106504828",0,9,0,0,0,0,0,0
"LOC110255407",8,0,0,0,13,0,0,0
"FAM181B",2,2,67,0,3,10,7,0
"PRCP",827,918,571,1009,1248,800,1271,1522
"DDIAS",20,20,0,22,2,8,18,25
"RAB30",3382,2254,4490,1436,1768,2235,8141,1345
"LOC110255408",21,25,80,63,13,31,9,4
"PCF11",646,820,732,632,567,840,1364,1029
"ANKRD42",162,219,72,180,140,131,207,370
"CCDC90B",136,246,103,197,229,143,229,306
"DLG2",50,72,103,33,63,40,82,156
"LOC106504831",0,5,0,0,4,4,0,0
"TMEM126B",1001,1295,589,628,914,994,1116,1538
"TMEM126A",638,800,514,607,562,648,622,874
"LOC110262216",0,1,0,0,0,0,4,11
"CREBZF",642,739,640,316,361,511,619,658
"CCDC89",23,4,23,0,18,20,25,12
"SYTL2",334,504,182,261,208,246,409,738
"LOC100519675",773,2431,1808,964,1099,1094,1557,1715
"CCDC83",8,22,0,0,11,4,28,0
"LOC110255410",0,5,0,0,0,6,0,0
"PICALM",6529,6244,5738,6244,6608,7248,7275,10410
"LOC102168178",41,21,10,30,0,12,9,30
"EED",1280,1276,1030,1187,1045,1286,1113,1837
"LOC106504836",1,0,0,0,0,1,1,0
"HIKESHI",1814,1771,1842,1381,2122,1685,1742,2438
"LOC106508627",3,8,0,0,0,6,0,17
"CCDC81",16,41,16,0,50,24,32,12
"ME3",50,84,92,54,40,66,94,102
"LOC102159627",4,6,0,0,0,4,0,0
"PRSS23",352,654,577,299,469,613,575,842
"FZD4",95,72,26,59,87,94,116,162
"LOC106504840",10,13,20,0,0,26,39,12
"TMEM135",1084,808,971,532,679,911,1519,1719
"LOC110255411",32,93,94,36,40,58,54,99
"LOC110262276",0,0,0,0,18,0,0,9
"RAB38",9,4,0,0,0,1,0,0
"CTSC",1751,1893,1556,1845,1350,2072,2184,2802
"LOC102160855",6,15,0,1,18,4,0,11
"GRM5",0,0,0,0,19,1,0,15
"LOC106504843",0,0,0,0,0,0,0,0
"LOC110262218",0,0,9,0,0,0,0,0
"TYR",0,0,0,0,0,0,8,0
"LOC110255412",0,0,0,0,2,0,0,0
"NOX4",30,42,113,0,39,27,22,20
"FOLH1B",55,94,114,30,119,75,78,84
"LOC100623167",0,0,0,0,0,0,1,0
"LOC100623257",0,7,0,0,0,1,0,0
"LOC100737633",0,0,0,0,0,0,0,0
"NAALAD2",13,11,17,6,22,41,16,43
"CHORDC1",169,136,42,295,80,260,153,232
"LOC106504847",0,12,11,0,0,0,0,9
"FAT3",9,23,0,47,54,34,56,36
"SLC36A4",77,127,198,186,174,52,72,191
"DEUP1",5,41,8,19,17,20,38,27
"LOC110255415",0,0,0,0,5,0,0,0
"LOC106504851",330,281,256,407,159,346,608,639
"CEP295",102,189,49,182,121,76,145,159
"TAF1D",862,1039,425,608,588,709,817,948
"C9H11orf54",996,1852,1294,1052,1419,2033,2084,2730
"MED17",290,224,183,94,198,161,315,181
"VSTM5",80,47,28,0,19,31,89,104
"HEPHL1",0,2,15,0,10,0,1,0
"PANX1",117,118,234,105,42,124,276,109
"GPR83",0,0,0,0,12,0,0,0
"MRE11",143,233,162,61,207,190,133,155
"ANKRD49",661,401,372,310,482,482,807,822
"C9H11orf97",55,163,207,18,44,115,160,206
"FUT4",868,734,650,637,617,1093,1609,2557
"PIWIL4",12,2,7,18,7,7,11,9
"AMOTL1",75,72,27,185,146,104,75,124
"CWC15",1397,1050,806,1021,1085,1578,1487,2664
"LOC100514356",8,0,0,0,0,1,0,0
"ENDOD1",3227,1681,4394,1503,1678,3122,5756,7432
"SESN3",200,327,200,288,384,178,283,342
"LOC106504859",0,0,0,0,8,0,0,0
"LOC110255418",0,0,0,0,0,0,0,1
"LOC110255419",0,0,0,0,0,0,0,0
"FAM76B",211,296,168,256,119,196,181,431
"CEP57",645,876,579,721,861,690,664,974
"MTMR2",372,349,218,260,209,333,283,769
"MAML2",131,84,38,52,98,42,138,180
"LOC110262219",0,0,0,0,0,0,0,0
"CCDC82",251,399,229,222,222,309,277,340
"LOC110255420",0,0,10,0,0,3,0,0
"LOC110255422",0,0,19,0,0,0,0,0
"LOC110255423",0,0,15,0,0,0,0,0
"CNTN5",9,39,0,0,29,17,8,0
"LOC110262222",0,4,0,0,0,5,0,12
"LOC106507826",75,8,29,0,56,47,125,58
"LOC106507825",66,16,41,47,0,64,68,58
"ARHGAP42",1100,1490,1235,757,479,1528,1953,1799
"PGR",0,3,0,0,0,1,19,0
"TRPC6",64,84,44,42,68,58,43,83
"MIR9833",0,0,0,0,0,0,0,0
"ANGPTL5",0,0,0,0,13,0,0,0
"CEP126",6,4,0,0,0,9,15,0
"C9H11orf70",20,13,54,33,89,24,50,34
"LOC102157672",5,2,0,0,0,7,0,0
"YAP1",517,441,195,529,337,431,465,821
"BIRC3",12432,7390,8462,11481,11324,29386,21039,15248
"LOC100622859",579,552,475,552,481,597,694,907
"TMEM123",667,821,935,880,498,917,669,1133
"MMP7",0,0,9,0,0,0,0,9
"MMP20",0,3,0,0,0,1,0,0
"MMP8",0,0,0,0,17,2,0,0
"MMP1",550,284,460,1731,737,2937,630,929
"MMP3",44,48,81,560,145,381,105,211
"MMP12",121,20,13,10,9,113,9,0
"MMP13",858,4242,640,4446,1569,5663,1705,2467
"LOC110255426",96,261,149,94,24,110,186,84
"DCUN1D5",719,999,1346,1061,911,1059,719,1348
"DYNC2H1",90,148,139,139,176,117,68,158
"PDGFD",273,475,396,372,525,231,283,597
"LOC100522887",2402,1533,2337,2918,2922,4850,2608,4890
"CASP1",901,752,414,1010,1457,1058,729,1078
"GRIA4",16,18,8,19,5,29,10,31
"MSANTD4",268,248,148,64,127,194,255,428
"LOC102162684",13,1,0,54,7,4,21,51
"KBTBD3",280,465,315,382,240,376,471,389
"AASDHPPT",428,347,181,431,294,353,288,620
"LOC102163011",1,8,0,0,45,0,0,0
"CWF19L2",295,383,176,330,305,225,358,392
"ALKBH8",42,51,71,81,30,91,49,87
"LOC102163572",0,3,0,50,52,9,0,26
"ELMOD1",0,8,17,0,11,13,11,12
"SLN",723,73,61,127,65,16,0,64
"SLC35F2",322,482,464,318,603,407,212,2477
"RAB39A",2,3,32,0,0,9,0,79
"CUL5",557,644,561,619,620,609,514,972
"LOC102164598",5,0,0,0,12,1,0,17
"ACAT1",1537,1530,1419,1185,1480,1068,1206,2325
"LOC100627195",128,152,190,67,175,180,155,276
"ATM",123,131,47,150,96,160,151,208
"C9H11orf65",16,3,8,0,19,12,6,18
"LOC100512977",281,212,400,148,181,220,301,458
"DDX10",90,111,52,29,102,97,110,202
"C9H11orf87",6,11,36,13,20,2,35,2
"ZC3H12C",73,56,50,49,39,54,36,84
"RDX",48,31,0,118,16,117,116,172
"LOC110262223",0,14,0,0,17,6,0,0
"FDX1",510,966,752,512,364,953,732,1216
"LOC110262279",0,0,0,0,0,0,0,6
"ARHGAP20",128,123,105,187,186,166,129,238
"C9H11orf53",56,51,0,47,0,50,38,50
"COLCA1",14,0,4,0,0,0,22,0
"LOC106507828",1,23,0,0,0,17,10,0
"COLCA2",47,59,33,11,43,39,58,19
"POU2AF1",35,64,48,84,124,33,85,73
"LOC110255430",1,0,14,0,35,0,0,0
"LAYN",30,61,38,57,100,40,107,29
"SIK2",142,105,106,118,50,126,170,251
"LOC110255432",0,0,0,0,0,1,0,0
"PPP2R1B",408,280,297,260,316,405,584,1122
"ALG9",156,128,75,142,120,131,72,201
"FDXACB1",47,52,14,27,50,44,54,61
"C9H11orf1",171,70,88,123,226,102,179,292
"CRYAB",127,110,63,265,61,189,70,219
"HSPB2",19,84,24,12,54,43,45,109
"C9H11orf52",69,27,61,63,103,80,62,107
"DIXDC1",381,774,827,674,406,598,637,648
"DLAT",476,416,375,379,196,464,338,687
"PIH1D2",37,39,60,84,69,69,53,69
"C9H11orf57",408,375,216,355,342,386,479,543
"TIMM8B",3033,3858,2301,3797,3569,3100,4354,4419
"SDHD",1810,1219,657,1097,875,1444,1451,3217
"IL18",1060,820,1483,2186,1081,1667,1042,1831
"TEX12",17,29,19,43,44,84,231,89
"BCO2",43,60,63,0,120,56,82,39
"PTS",3324,3524,3072,3262,2945,3393,3988,4988
"LOC102164325",0,1,0,0,0,0,0,0
"LOC110255301",0,3,0,0,0,0,0,0
"NCAM1",26,56,13,72,93,17,68,45
"TTC12",0,0,0,22,0,18,0,0
"DRD2",0,0,0,0,0,17,0,0
"TMPRSS5",15,0,0,0,0,2,25,19
"ZW10",141,338,139,129,190,222,269,385
"USP28",148,250,142,142,322,150,183,277
"LOC102166826",13,0,0,0,0,0,0,0
"LOC110255433",0,9,0,2,0,1,0,0
"LOC106504875",6,27,33,34,27,3,14,0
"ZBTB16",97,93,43,90,117,41,59,73
"LOC106504879",8,0,9,0,14,3,0,0
"LOC110255434",0,0,7,0,0,2,0,18
"LOC102168180",0,24,11,20,13,11,0,11
"C9H11orf71",3,0,0,0,0,0,12,0
"RBM7",2008,3029,1517,1157,1571,1508,1637,2368
"REXO2",2081,2855,2712,2140,2466,2470,2697,4486
"LOC110255435",9,12,0,0,32,7,0,0
"LOC102157630",29,69,29,22,79,34,26,41
"LOC106504881",0,13,0,0,18,9,0,7
"NXPE2",119,1053,2973,132,3141,1540,1819,5322
"CADM1",113,108,97,173,180,123,120,292
"LOC106504883",0,0,0,30,17,0,0,19
"LOC102159414",0,0,6,0,16,4,8,0
"LOC106504886",0,2,1,0,0,6,0,0
"BUD13",213,155,117,214,164,200,289,280
"ZPR1",305,313,241,217,353,338,322,370
"APOA4",70,77,84,0,0,88,75,14
"APOC3",5,5,45,23,15,17,4,0
"APOA1",403,879,761,372,559,347,486,794
"SIK3",404,260,339,97,223,416,666,509
"LOC100738817",8,0,0,0,0,0,0,0
"PAFAH1B2",811,967,609,578,837,829,866,1395
"SIDT2",441,447,733,230,219,299,840,863
"TAGLN",16505,10967,7310,19913,19958,13005,15134,28753
"PCSK7",641,686,649,453,404,750,1322,1957
"RNF214",140,267,119,84,51,216,197,273
"BACE1",159,107,80,134,103,107,182,212
"CEP164",40,52,66,25,122,85,45,170
"DSCAML1",50,39,39,5,21,51,33,99
"FXYD2",3,8,0,0,0,6,0,0
"LOC110255436",6,0,0,0,14,0,0,15
"FXYD6",177,276,208,140,183,209,427,688
"TMPRSS13",0,0,8,0,17,10,24,0
"IL10RA",82,68,51,89,103,136,143,266
"LOC100622439",15,15,0,42,176,13,43,6
"TMPRSS4",861,1179,1860,1142,787,1526,2369,3677
"SCN4B",9,7,30,0,14,8,17,34
"SCN2B",17,3,24,24,11,16,60,27
"JAML",432,601,557,454,534,446,961,968
"MPZL3",123,89,55,80,124,137,207,293
"MPZL2",267,191,331,415,259,584,218,1011
"CD3E",116,115,256,229,261,169,267,600
"CD3D",0,2,12,21,44,63,51,67
"CD3G",101,75,163,396,259,180,213,449
"UBE4A",200,104,62,53,40,215,187,227
"ATP5L",2813,2999,1885,2463,1983,2744,2196,4140
"KMT2A",277,270,229,309,159,317,339,374
"TTC36",31,44,65,34,78,25,108,60
"IFT46",212,237,239,241,213,228,280,534
"ARCN1",2476,2014,1293,2026,1744,2776,2882,3848
"PHLDB1",489,397,445,329,185,444,497,968
"TREH",0,0,0,23,0,5,30,0
"LOC102160985",0,3,0,0,4,4,0,0
"DDX6",1214,1311,825,1297,835,1259,1798,2401
"LOC110255440",1,3,19,0,47,0,0,0
"CXCR5",0,0,0,0,0,0,24,0
"BCL9L",272,110,84,145,124,322,219,602
"LOC110255441",0,0,9,0,35,16,0,9
"UPK2",0,0,0,0,0,0,0,0
"FOXR1",0,0,0,0,0,0,0,11
"CCDC84",30,59,11,28,68,40,73,49
"RPS25",20631,30485,21608,22048,37210,19527,25624,34881
"TRAPPC4",683,741,390,632,344,648,970,1373
"SLC37A4",368,328,286,177,115,273,459,838
"HYOU1",988,698,621,1313,479,965,1204,1731
"VPS11",295,340,521,346,92,332,530,641
"HMBS",216,161,210,0,87,223,217,271
"DPAGT1",127,167,60,44,152,135,202,288
"C2CD2L",219,297,116,177,57,144,353,306
"HINFP",724,796,506,150,356,339,716,464
"ABCG4",0,0,3,0,36,4,25,4
"NLRX1",31,97,48,100,64,89,51,192
"PDZD3",1277,783,782,582,265,747,1120,1364
"CCDC153",64,17,20,93,20,15,30,28
"CBL",14,30,0,12,0,23,35,33
"MCAM",835,799,774,1083,881,823,950,1330
"RNF26",129,107,71,207,52,124,273,292
"C1QTNF5",96,216,141,136,113,172,300,337
"USP2",2684,1455,2616,945,1105,1802,6566,3553
"THY1",200,257,316,659,330,450,503,940
"LOC102161478",0,0,0,40,0,2,0,4
"LOC102161637",0,8,0,0,0,0,0,0
"NECTIN1",36,48,19,83,28,65,53,79
"TRIM29",0,0,0,0,40,0,0,0
"LOC106507833",0,0,0,0,6,0,3,0
"OAF",241,188,232,145,136,239,314,705
"POU2F3",38,36,14,32,15,36,33,118
"TMEM136",0,4,4,0,0,13,29,41
"ARHGEF12",411,502,523,289,215,572,456,857
"GRIK4",0,0,0,0,12,4,0,0
"LOC100523684",277,222,80,163,248,233,331,274
"LOC102163364",24,19,8,0,10,4,9,0
"SC5D",90,44,131,37,100,118,170,541
"LOC106504896",0,0,0,0,23,0,6,0
"SORL1",1087,635,932,721,469,800,1221,1325
"LOC110255448",0,6,35,0,34,2,0,15
"LOC106508308",0,0,0,0,18,0,11,0
"LOC106504205",40,120,113,108,152,43,83,87
"LOC102164776",0,1,13,0,7,0,0,0
"UBASH3B",148,87,55,88,70,80,128,226
"CRTAM",30,21,15,17,0,27,19,0
"C9H11orf63",37,26,38,27,63,32,55,73
"BSX",0,0,0,0,0,0,18,0
"HSPA8",21365,14442,18772,21903,26153,31183,20422,48092
"CLMP",398,473,437,497,895,448,357,615
"GRAMD1B",137,192,514,140,59,385,381,441
"SCN3B",39,52,35,10,38,38,62,35
"ZNF202",3,40,41,78,20,31,0,36
"LOC110255450",0,0,0,0,0,1,0,0
"LOC106504901",0,0,0,0,0,0,0,0
"LOC100513559",0,0,0,0,0,1,0,0
"LOC100524388",0,0,0,0,0,0,0,0
"LOC100525119",0,0,0,0,0,0,0,3
"LOC100518982",0,0,0,0,0,0,0,0
"VWA5A",66,34,7,100,113,88,65,58
"LOC100514309",0,0,0,0,5,0,0,0
"LOC100516632",0,0,0,0,9,0,0,0
"LOC110262284",0,0,0,0,0,2,0,0
"LOC100519677",0,0,0,0,11,0,0,0
"LOC100524098",0,0,0,0,8,0,7,0
"TBRG1",519,641,681,678,517,603,931,1212
"SIAE",173,204,67,40,179,174,151,300
"SPA17",138,133,232,136,132,143,180,238
"NRGN",25,63,8,3,40,41,113,77
"VSIG2",25,24,31,10,6,9,0,19
"ESAM",62,28,30,34,14,50,108,24
